GO.ID	Description	p.Val	FDR	Phenotype	Genes
NUCLEOSIDE PHOSPHATE BINDING%GOMF%GO:1901265	nucleoside phosphate binding	0.00002845646926450381	0.00002845646926450381	+1	
REGULATION OF TRANSLATION%GOBP%GO:0006417	regulation of translation	0.00003040978846475526	0.00003040978846475526	+1	
TRANSCRIPTION REGULATOR ACTIVITY%GOMF%GO:0140110	transcription regulator activity	0.000030554363437187605	0.000030554363437187605	+1	
NEGATIVE REGULATION OF PROGRAMMED CELL DEATH%GOBP%GO:0043069	negative regulation of programmed cell death	0.00003069656602086646	0.00003069656602086646	+1	
HYDROLASE ACTIVITY%GOMF%GO:0016787	hydrolase activity	0.00003197264284557178	0.00003197264284557178	+1	
INTERFERON SIGNALING%REACTOME%R-HSA-913531.5	Interferon Signaling	0.000032062390222227834	0.000032062390222227834	+1	
DEFENSE RESPONSE TO VIRUS%GOBP%GO:0051607	defense response to virus	0.000033058769547366315	0.000033058769547366315	+1	
REGULATION OF CANONICAL NF-KAPPAB SIGNAL TRANSDUCTION%GOBP%GO:0043122	regulation of canonical NF-kappaB signal transduction	0.00003662718677734407	0.00003662718677734407	+1	
RIBONUCLEOTIDE BINDING%GOMF%GO:0032553	ribonucleotide binding	0.000037088172034159814	0.000037088172034159814	+1	
CHROMATIN%GOCC%GO:0000785	chromatin	0.000037108532264319294	0.000037108532264319294	+1	
GUANYL-NUCLEOTIDE EXCHANGE FACTOR ACTIVITY%GOMF%GO:0005085	guanyl-nucleotide exchange factor activity	0.00004017532805110124	0.00004017532805110124	+1	
PMC2731164__F7	Embryonic Stem Cell Differentiation	0.0000412492628513436	0.0000412492628513436	+1	
UBIQUITIN-LIKE PROTEIN TRANSFERASE ACTIVITY%GOMF%GO:0019787	ubiquitin-like protein transferase activity	0.00004197340392699621	0.00004197340392699621	+1	
POSITIVE REGULATION OF MITOTIC CELL CYCLE%GOBP%GO:0045931	positive regulation of mitotic cell cycle	0.00004241917697504567	0.00004241917697504567	+1	
CONDENSED CHROMOSOME, CENTROMERIC REGION%GOCC%GO:0000779	condensed chromosome, centromeric region	0.00004619140534045421	0.00004619140534045421	+1	
PDGF SIGNALING PATHWAY%PANTHER PATHWAY%P00047	PDGF signaling pathway	0.00004632649004582685	0.00004632649004582685	+1	
VESICLE%GOCC%GO:0031982	vesicle	0.00004633497191067974	0.00004633497191067974	+1	
DEATH RECEPTOR SIGNALING%REACTOME%R-HSA-73887.7	Death Receptor Signaling	0.000046734501614044745	0.000046734501614044745	+1	
NEGATIVE REGULATION OF APOPTOTIC PROCESS%GOBP%GO:0043066	negative regulation of apoptotic process	0.00004711485997636863	0.00004711485997636863	+1	
RESPONSE TO ABIOTIC STIMULUS%GOBP%GO:0009628	response to abiotic stimulus	0.0000472994566873283	0.0000472994566873283	+1	
POSITIVE REGULATION OF PROTEIN MODIFICATION PROCESS%GOBP%GO:0031401	positive regulation of protein modification process	0.000050654338839537476	0.000050654338839537476	+1	
PROTEIN ACETYLTRANSFERASE COMPLEX%GOCC%GO:0031248	protein acetyltransferase complex	0.0000515526562802864	0.0000515526562802864	+1	
ACETYLTRANSFERASE COMPLEX%GOCC%GO:1902493	acetyltransferase complex	0.0000515526562802864	0.0000515526562802864	+1	
TRIF (TICAM1)-MEDIATED TLR4 SIGNALING%REACTOME DATABASE ID RELEASE 78%937061	TRIF (TICAM1)-mediated TLR4 signaling	0.00005204652614988837	0.00005204652614988837	+1	
MYD88-INDEPENDENT TLR4 CASCADE%REACTOME DATABASE ID RELEASE 78%166166	MyD88-independent TLR4 cascade	0.00005204652614988837	0.00005204652614988837	+1	
HOMOLOGY DIRECTED REPAIR%REACTOME DATABASE ID RELEASE 78%5693538	Homology Directed Repair	0.00005493374817723454	0.00005493374817723454	+1	
INTEGRIN-LINKED KINASE SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%INTEGRIN-LINKED KINASE SIGNALING	Integrin-linked kinase signaling	0.000055969310014879435	0.000055969310014879435	+1	
POSITIVE REGULATION OF INTRACELLULAR SIGNAL TRANSDUCTION%GOBP%GO:1902533	positive regulation of intracellular signal transduction	0.00005652094297439882	0.00005652094297439882	+1	
REGULATION OF CYTOSKELETON ORGANIZATION%GOBP%GO:0051493	regulation of cytoskeleton organization	0.00005714431454171887	0.00005714431454171887	+1	
INTRACELLULAR PROTEIN TRANSPORT%GOBP%GO:0006886	intracellular protein transport	0.00005909345746652579	0.00005909345746652579	+1	
ORGANELLE ASSEMBLY%GOBP%GO:0070925	organelle assembly	0.00006557529839435962	0.00006557529839435962	+1	
KINETOCHORE%GOCC%GO:0000776	kinetochore	0.00006717530883533401	0.00006717530883533401	+1	
NUCLEOTIDE BINDING%GOMF%GO:0000166	nucleotide binding	0.00006719733220599519	0.00006719733220599519	+1	
ESTABLISHMENT OF ORGANELLE LOCALIZATION%GOBP%GO:0051656	establishment of organelle localization	0.00007022599909741974	0.00007022599909741974	+1	
TNFALPHA%IOB%TNFALPHA	TNFalpha	0.00007039028591113728	0.00007039028591113728	+1	
CELL-SUBSTRATE JUNCTION%GOCC%GO:0030055	cell-substrate junction	0.00007200988233348973	0.00007200988233348973	+1	
REGULATION OF TRANSFERASE ACTIVITY%GOBP%GO:0051338	regulation of transferase activity	0.00007409545418700551	0.00007409545418700551	+1	
TRANSCRIPTION COACTIVATOR ACTIVITY%GOMF%GO:0003713	transcription coactivator activity	0.0000753745559199366	0.0000753745559199366	+1	
HDR THROUGH HOMOLOGOUS RECOMBINATION (HRR) OR SINGLE STRAND ANNEALING (SSA)%REACTOME%R-HSA-5693567.4	HDR through Homologous Recombination (HRR) or Single Strand Annealing (SSA)	0.00007683027812739016	0.00007683027812739016	+1	
HALLMARK_MYC_TARGETS_V1%MSIGDBHALLMARK%HALLMARK_MYC_TARGETS_V1	HALLMARK_MYC_TARGETS_V1	0.00007683027812739016	0.00007683027812739016	+1	
ORGANELLE FISSION%GOBP%GO:0048285	organelle fission	0.00008124521786783385	0.00008124521786783385	+1	
RHOA GTPASE CYCLE%REACTOME%R-HSA-8980692.2	RHOA GTPase cycle	0.00008327720345691867	0.00008327720345691867	+1	
RHO GTPASES ACTIVATE FORMINS%REACTOME DATABASE ID RELEASE 78%5663220	RHO GTPases Activate Formins	0.00008366036532670801	0.00008366036532670801	+1	
MITOTIC CELL CYCLE PHASE TRANSITION%GOBP%GO:0044772	mitotic cell cycle phase transition	0.00009059107471909418	0.00009059107471909418	+1	
POSITIVE REGULATION OF MITOTIC CELL CYCLE PHASE TRANSITION%GOBP%GO:1901992	positive regulation of mitotic cell cycle phase transition	0.00009188428490014624	0.00009188428490014624	+1	
RIBOSOME BIOGENESIS%GOBP%GO:0042254	ribosome biogenesis	0.00009245504890173414	0.00009245504890173414	+1	
POSITIVE REGULATION OF APOPTOTIC PROCESS%GOBP%GO:0043065	positive regulation of apoptotic process	0.00009314576198419876	0.00009314576198419876	+1	
TOLL LIKE RECEPTOR 3 (TLR3) CASCADE%REACTOME%R-HSA-168164.6	Toll Like Receptor 3 (TLR3) Cascade	0.00009429377033610752	0.00009429377033610752	+1	
RESPONSE TO VIRUS%GOBP%GO:0009615	response to virus	0.00009490929254459088	0.00009490929254459088	+1	
PMC5336551__F2	Chronic lymphocytic leukaemia	0.00009711675999871871	0.00009711675999871871	+1	
REGULATION OF LOCALIZATION%GOBP%GO:0032879	regulation of localization	0.00009736626432373665	0.00009736626432373665	+1	
REGULATION OF CELL CYCLE G1/S PHASE TRANSITION%GOBP%GO:1902806	regulation of cell cycle G1/S phase transition	0.00009852424969523262	0.00009852424969523262	+1	
NEGATIVE REGULATION OF MOLECULAR FUNCTION%GOBP%GO:0044092	negative regulation of molecular function	0.00010868626800823664	0.00010868626800823664	+1	
REGULATION OF MRNA METABOLIC PROCESS%GOBP%GO:1903311	regulation of mRNA metabolic process	0.00011273776261402099	0.00011273776261402099	+1	
NEGATIVE REGULATION OF PROTEIN METABOLIC PROCESS%GOBP%GO:0051248	negative regulation of protein metabolic process	0.00011631811095182696	0.00011631811095182696	+1	
SMALL MOLECULE METABOLIC PROCESS%GOBP%GO:0044281	small molecule metabolic process	0.00011821587093984399	0.00011821587093984399	+1	
POSITIVE REGULATION OF PROGRAMMED CELL DEATH%GOBP%GO:0043068	positive regulation of programmed cell death	0.00012000083569611312	0.00012000083569611312	+1	
POSITIVE REGULATION OF DOUBLE-STRAND BREAK REPAIR%GOBP%GO:2000781	positive regulation of double-strand break repair	0.0001219615803490787	0.0001219615803490787	+1	
DNA DAMAGE CHECKPOINT SIGNALING%GOBP%GO:0000077	DNA damage checkpoint signaling	0.00012718500415536633	0.00012718500415536633	+1	
CONDENSED CHROMOSOME%GOCC%GO:0000793	condensed chromosome	0.00013022614412870167	0.00013022614412870167	+1	
DNA METABOLIC PROCESS%GOMF%GO:0006259	DNA metabolic process	0.00013835235810511328	0.00013835235810511328	+1	
POSITIVE REGULATION OF WNT SIGNALING PATHWAY%GOBP%GO:0030177	positive regulation of Wnt signaling pathway	0.00013901415270481862	0.00013901415270481862	+1	
REGULATION OF TP53 ACTIVITY%REACTOME DATABASE ID RELEASE 78%5633007	Regulation of TP53 Activity	0.00014286161675456147	0.00014286161675456147	+1	
PMC8218506__F4	Cornuside I promoted osteogenic differentiation of bone mesenchymal stem cells through PI3K/Akt signaling pathway	0.00014490184290047914	0.00014490184290047914	+1	
NUCLEAR DIVISION%GOBP%GO:0000280	nuclear division	0.0001537576853199547	0.0001537576853199547	+1	
REGULATION OF CELLULAR LOCALIZATION%GOBP%GO:0060341	regulation of cellular localization	0.00015485099699340092	0.00015485099699340092	+1	
PMC7709568__F5	Pathway enrichment analysis of (A) significantly higher expressed genes and (B) significantly lower expressed genes in T47D cells after glucose deprivation	0.00015920910409613425	0.00015920910409613425	+1	
HETEROCYCLIC COMPOUND BINDING%GOMF%GO:1901363	heterocyclic compound binding	0.00016299501174935884	0.00016299501174935884	+1	
POSITIVE REGULATION OF MULTICELLULAR ORGANISMAL PROCESS%GOBP%GO:0051240	positive regulation of multicellular organismal process	0.0001644570194666923	0.0001644570194666923	+1	
NUCLEASE ACTIVITY%GOMF%GO:0004518	nuclease activity	0.0001659919800584045	0.0001659919800584045	+1	
DAMAGED DNA BINDING%GOMF%GO:0003684	damaged DNA binding	0.0001683089647639208	0.0001683089647639208	+1	
PMC7375892__F5	Affected Local Networks by RB1 and TP53 Inactivation Events	0.0001683089647639208	0.0001683089647639208	+1	
AMINOACYLTRANSFERASE ACTIVITY%GOMF%GO:0016755	aminoacyltransferase activity	0.00018366500959185334	0.00018366500959185334	+1	
CELL CYCLE G2/M PHASE TRANSITION%GOBP%GO:0044839	cell cycle G2/M phase transition	0.00018662544418432	0.00018662544418432	+1	
MEASLES VIRUS INFECTION%WIKIPATHWAYS_20240910%WP4630%HOMO SAPIENS	Measles virus infection	0.000194324996761465	0.000194324996761465	+1	
REGULATION OF POST-TRANSLATIONAL PROTEIN MODIFICATION%GOBP%GO:1901873	regulation of post-translational protein modification	0.0002038988043420222	0.0002038988043420222	+1	
POSITIVE REGULATION OF NUCLEOBASE-CONTAINING COMPOUND METABOLIC PROCESS%GOMF%GO:0045935	positive regulation of nucleobase-containing compound metabolic process	0.00020724115427063022	0.00020724115427063022	+1	
POSITIVE REGULATION OF RNA METABOLIC PROCESS%GOMF%GO:0051254	positive regulation of RNA metabolic process	0.00020724115427063022	0.00020724115427063022	+1	
DNA STRAND ELONGATION%REACTOME DATABASE ID RELEASE 78%69190	DNA strand elongation	0.00020932551274587682	0.00020932551274587682	+1	
NEGATIVE REGULATION OF BIOLOGICAL PROCESS%GOMF%GO:0048519	negative regulation of biological process	0.00021078051869185256	0.00021078051869185256	+1	
NEGATIVE REGULATION OF CELLULAR PROCESS%GOMF%GO:0048523	negative regulation of cellular process	0.00021078051869185256	0.00021078051869185256	+1	
HALLMARK_MTORC1_SIGNALING%MSIGDBHALLMARK%HALLMARK_MTORC1_SIGNALING	HALLMARK_MTORC1_SIGNALING	0.00021268384089308338	0.00021268384089308338	+1	
POSITIVE REGULATION OF MACROMOLECULE METABOLIC PROCESS%GOMF%GO:0010604	positive regulation of macromolecule metabolic process	0.0002146336467546327	0.0002146336467546327	+1	
POSITIVE REGULATION OF METABOLIC PROCESS%GOMF%GO:0009893	positive regulation of metabolic process	0.0002146336467546327	0.0002146336467546327	+1	
MEMBRANE ORGANIZATION%GOBP%GO:0061024	membrane organization	0.0002146499682780249	0.0002146499682780249	+1	
REGULATION OF G2/M TRANSITION OF MITOTIC CELL CYCLE%GOBP%GO:0010389	regulation of G2/M transition of mitotic cell cycle	0.00022057203737417384	0.00022057203737417384	+1	
POSITIVE REGULATION OF INNATE IMMUNE RESPONSE%GOBP%GO:0045089	positive regulation of innate immune response	0.0002307995818351362	0.0002307995818351362	+1	
REGULATION OF HYDROLASE ACTIVITY%GOBP%GO:0051336	regulation of hydrolase activity	0.0002328120992614694	0.0002328120992614694	+1	
REGULATION OF CHROMOSOME SEPARATION%GOBP%GO:1905818	regulation of chromosome separation	0.00023391546235503817	0.00023391546235503817	+1	
MICROTUBULE CYTOSKELETON ORGANIZATION INVOLVED IN MITOSIS%GOBP%GO:1902850	microtubule cytoskeleton organization involved in mitosis	0.00024273951531533672	0.00024273951531533672	+1	
TNFALPHA%NETPATH%TNFALPHA	TNFalpha	0.00024273951531533672	0.00024273951531533672	+1	
RAB REGULATION OF TRAFFICKING%REACTOME%R-HSA-9007101.4	Rab regulation of trafficking	0.00024273951531533672	0.00024273951531533672	+1	
TRANSLATION%REACTOME%R-HSA-72766.6	Translation	0.0002514811477595551	0.0002514811477595551	+1	
MITOCHONDRIAL ENVELOPE%GOCC%GO:0005740	mitochondrial envelope	0.00025286477386898435	0.00025286477386898435	+1	
NUCLEAR MEMBRANE%GOCC%GO:0031965	nuclear membrane	0.00025328551437416046	0.00025328551437416046	+1	
ACTIN FILAMENT-BASED PROCESS%GOBP%GO:0030029	actin filament-based process	0.00025744375318350774	0.00025744375318350774	+1	
APOPTOTIC SIGNALING PATHWAY%GOBP%GO:0097190	apoptotic signaling pathway	0.00027085212649076613	0.00027085212649076613	+1	
POSITIVE REGULATION OF CHROMOSOME ORGANIZATION%GOBP%GO:2001252	positive regulation of chromosome organization	0.00027298466846532247	0.00027298466846532247	+1	
DNA-BINDING TRANSCRIPTION FACTOR BINDING%GOMF%GO:0140297	DNA-binding transcription factor binding	0.0002815268891526504	0.0002815268891526504	+1	
PMC5549772__F2	Salmonella enterica serovar-specific transcriptional reprogramming of infected cells	0.00029510675510699674	0.00029510675510699674	+1	
NEGATIVE REGULATION OF METABOLIC PROCESS%GOMF%GO:0009892	negative regulation of metabolic process	0.00030695984157496785	0.00030695984157496785	+1	
NEGATIVE REGULATION OF MACROMOLECULE METABOLIC PROCESS%GOMF%GO:0010605	negative regulation of macromolecule metabolic process	0.00030695984157496785	0.00030695984157496785	+1	
NEGATIVE REGULATION OF CELLULAR BIOSYNTHETIC PROCESS%GOMF%GO:0031327	negative regulation of cellular biosynthetic process	0.00030695984157496785	0.00030695984157496785	+1	
NEGATIVE REGULATION OF BIOSYNTHETIC PROCESS%GOMF%GO:0009890	negative regulation of biosynthetic process	0.00030695984157496785	0.00030695984157496785	+1	
NEGATIVE REGULATION OF MACROMOLECULE BIOSYNTHETIC PROCESS%GOMF%GO:0010558	negative regulation of macromolecule biosynthetic process	0.00030695984157496785	0.00030695984157496785	+1	
NEGATIVE REGULATION OF CELLULAR METABOLIC PROCESS%GOMF%GO:0031324	negative regulation of cellular metabolic process	0.00030695984157496785	0.00030695984157496785	+1	
CELLULAR RESPONSE TO CYTOKINE STIMULUS%GOBP%GO:0071345	cellular response to cytokine stimulus	0.0003097259062584968	0.0003097259062584968	+1	
GTPASE BINDING%GOMF%GO:0051020	GTPase binding	0.00031076285795554034	0.00031076285795554034	+1	
POSITIVE REGULATION OF CELLULAR PROCESS%GOMF%GO:0048522	positive regulation of cellular process	0.000312596276641706	0.000312596276641706	+1	
POSITIVE REGULATION OF CELLULAR METABOLIC PROCESS%GOMF%GO:0031325	positive regulation of cellular metabolic process	0.000312596276641706	0.000312596276641706	+1	
POSITIVE REGULATION OF BIOSYNTHETIC PROCESS%GOMF%GO:0009891	positive regulation of biosynthetic process	0.000312596276641706	0.000312596276641706	+1	
POSITIVE REGULATION OF MACROMOLECULE BIOSYNTHETIC PROCESS%GOMF%GO:0010557	positive regulation of macromolecule biosynthetic process	0.000312596276641706	0.000312596276641706	+1	
POSITIVE REGULATION OF CELLULAR BIOSYNTHETIC PROCESS%GOMF%GO:0031328	positive regulation of cellular biosynthetic process	0.000312596276641706	0.000312596276641706	+1	
POSITIVE REGULATION OF RNA BIOSYNTHETIC PROCESS%GOMF%GO:1902680	positive regulation of RNA biosynthetic process	0.000312973832953999	0.000312973832953999	+1	
POSITIVE REGULATION OF DNA-TEMPLATED TRANSCRIPTION%GOMF%GO:0045893	positive regulation of DNA-templated transcription	0.000312973832953999	0.000312973832953999	+1	
REGULATION OF IMMUNE SYSTEM PROCESS%GOBP%GO:0002682	regulation of immune system process	0.00032212815798209337	0.00032212815798209337	+1	
NON-MEMBRANE-BOUNDED ORGANELLE ASSEMBLY%GOBP%GO:0140694	non-membrane-bounded organelle assembly	0.00033329303959327356	0.00033329303959327356	+1	
MIDBODY%GOCC%GO:0030496	midbody	0.0003367237963484326	0.0003367237963484326	+1	
PMC7962393__F7	Functional Prediction of the Key Genes Involved in HBV Associated HCC	0.00034561006028852	0.00034561006028852	+1	
SIGNALING BY NTRK1 (TRKA)%REACTOME%R-HSA-187037.4	Signaling by NTRK1 (TRKA)	0.0003470124917441694	0.0003470124917441694	+1	
NUCLEOTIDE METABOLIC PROCESS%GOBP%GO:0009117	nucleotide metabolic process	0.0003768580861093833	0.0003768580861093833	+1	
PDGFR-BETA SIGNALING PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%PDGFR-BETA SIGNALING PATHWAY	PDGFR-beta signaling pathway	0.0003771060785638164	0.0003771060785638164	+1	
DNA REPLICATION%WIKIPATHWAYS_20240910%WP466%HOMO SAPIENS	DNA replication	0.0003824390613267983	0.0003824390613267983	+1	
PATTERN RECOGNITION RECEPTOR SIGNALING PATHWAY%GOBP%GO:0002221	pattern recognition receptor signaling pathway	0.0003848125284225112	0.0003848125284225112	+1	
MICROTUBULE CYTOSKELETON ORGANIZATION%GOBP%GO:0000226	microtubule cytoskeleton organization	0.0003948125942956323	0.0003948125942956323	+1	
POSITIVE REGULATION OF DEVELOPMENTAL PROCESS%GOBP%GO:0051094	positive regulation of developmental process	0.0003962729390259908	0.0003962729390259908	+1	
PMC9283897__F3	Bioinformatics Analysis Reveals FOXM1/BUB1B Signaling Pathway as a Key Target of Neosetophomone B in Human Leukemic Cells: A Gene Network-Based Microarray Analysis	0.0004037660580286298	0.0004037660580286298	+1	
HDR THROUGH HOMOLOGOUS RECOMBINATION (HRR)%REACTOME DATABASE ID RELEASE 78%5685942	HDR through Homologous Recombination (HRR)	0.0004166934603093413	0.0004166934603093413	+1	
TELOMERE MAINTENANCE%GOBP%GO:0000723	telomere maintenance	0.00041816679004429077	0.00041816679004429077	+1	
ATP BINDING%GOMF%GO:0005524	ATP binding	0.0004356487939731384	0.0004356487939731384	+1	
RETINOBLASTOMA GENE IN CANCER%WIKIPATHWAYS_20240910%WP2446%HOMO SAPIENS	Retinoblastoma gene in cancer	0.00045285087833275795	0.00045285087833275795	+1	
REGULATION OF PROTEIN SERINE/THREONINE KINASE ACTIVITY%GOBP%GO:0071900	regulation of protein serine/threonine kinase activity	0.00045811829924741085	0.00045811829924741085	+1	
REGULATION OF CHROMOSOME SEGREGATION%GOBP%GO:0051983	regulation of chromosome segregation	0.00046469481627320016	0.00046469481627320016	+1	
ENDOSOMAL TRANSPORT%GOBP%GO:0016197	endosomal transport	0.000472452007459984	0.000472452007459984	+1	
PMC7706582__F4	Epigenetic Mechanisms in Leukemias and Lymphomas	0.00048651221390181654	0.00048651221390181654	+1	
POSITIVE REGULATION OF BIOLOGICAL PROCESS%GOMF%GO:0048518	positive regulation of biological process	0.0004887456003316447	0.0004887456003316447	+1	
VIRAL INFECTION PATHWAYS%REACTOME DATABASE ID RELEASE 78%9824446	Viral Infection Pathways	0.0005019874119033034	0.0005019874119033034	+1	
HEPATITIS B INFECTION%WIKIPATHWAYS_20240910%WP4666%HOMO SAPIENS	Hepatitis B infection	0.0005075523306716016	0.0005075523306716016	+1	
REGULATION OF NUCLEOBASE-CONTAINING COMPOUND METABOLIC PROCESS%GOMF%GO:0019219	regulation of nucleobase-containing compound metabolic process	0.0005215145416691988	0.0005215145416691988	+1	
REGULATION OF RNA METABOLIC PROCESS%GOMF%GO:0051252	regulation of RNA metabolic process	0.0005215145416691988	0.0005215145416691988	+1	
MITOTIC G2-G2 M PHASES%REACTOME%R-HSA-453274.4	Mitotic G2-G2 M phases	0.0005349538106090833	0.0005349538106090833	+1	
REGULATION OF KINASE ACTIVITY%GOBP%GO:0043549	regulation of kinase activity	0.000536173713685278	0.000536173713685278	+1	
POSITIVE REGULATION OF HYDROLASE ACTIVITY%GOBP%GO:0051345	positive regulation of hydrolase activity	0.0005398867026436534	0.0005398867026436534	+1	
REGULATION OF PROTEIN MODIFICATION BY SMALL PROTEIN CONJUGATION OR REMOVAL%GOBP%GO:1903320	regulation of protein modification by small protein conjugation or removal	0.0005456088480008435	0.0005456088480008435	+1	
REGULATION OF MULTICELLULAR ORGANISMAL DEVELOPMENT%GOBP%GO:2000026	regulation of multicellular organismal development	0.0005525661887949868	0.0005525661887949868	+1	
SPINDLE ASSEMBLY%GOBP%GO:0051225	spindle assembly	0.0005551260094143822	0.0005551260094143822	+1	
ADENYL NUCLEOTIDE BINDING%GOMF%GO:0030554	adenyl nucleotide binding	0.0005555633304415876	0.0005555633304415876	+1	
REGULATION OF RNA STABILITY%GOBP%GO:0043487	regulation of RNA stability	0.0005592761849252019	0.0005592761849252019	+1	
NEGATIVE REGULATION OF MAPK CASCADE%GOBP%GO:0043409	negative regulation of MAPK cascade	0.0005685920194379262	0.0005685920194379262	+1	
SIGNALING BY NTRKS%REACTOME DATABASE ID RELEASE 78%166520	Signaling by NTRKs	0.0005697629070983276	0.0005697629070983276	+1	
SIGNALING BY RECEPTOR TYROSINE KINASES%REACTOME DATABASE ID RELEASE 78%9006934	Signaling by Receptor Tyrosine Kinases	0.0005765511161340081	0.0005765511161340081	+1	
HALLMARK_G2M_CHECKPOINT%MSIGDBHALLMARK%HALLMARK_G2M_CHECKPOINT	HALLMARK_G2M_CHECKPOINT	0.0005866766515527341	0.0005866766515527341	+1	
REGULATION OF DNA REPLICATION%GOBP%GO:0006275	regulation of DNA replication	0.0006260487320240064	0.0006260487320240064	+1	
MITOTIC SPINDLE CHECKPOINT%REACTOME%R-HSA-69618.4	Mitotic Spindle Checkpoint	0.0006260487320240064	0.0006260487320240064	+1	
REGULATION OF CELL CYCLE G2/M PHASE TRANSITION%GOBP%GO:1902749	regulation of cell cycle G2/M phase transition	0.0006342492029217767	0.0006342492029217767	+1	
NUCLEAR CHROMOSOME SEGREGATION%GOBP%GO:0098813	nuclear chromosome segregation	0.0006432238756417044	0.0006432238756417044	+1	
UBIQUITIN-PROTEIN TRANSFERASE ACTIVITY%GOMF%GO:0004842	ubiquitin-protein transferase activity	0.0006490331843072493	0.0006490331843072493	+1	
REGULATION OF RNA BIOSYNTHETIC PROCESS%GOMF%GO:2001141	regulation of RNA biosynthetic process	0.0006714927014256773	0.0006714927014256773	+1	
REGULATION OF DNA-TEMPLATED TRANSCRIPTION%GOMF%GO:0006355	regulation of DNA-templated transcription	0.0006714927014256773	0.0006714927014256773	+1	
REGULATION OF INTRINSIC APOPTOTIC SIGNALING PATHWAY%GOBP%GO:2001242	regulation of intrinsic apoptotic signaling pathway	0.0006910694136380462	0.0006910694136380462	+1	
NEGATIVE REGULATION OF PHOSPHORUS METABOLIC PROCESS%GOBP%GO:0010563	negative regulation of phosphorus metabolic process	0.000699548051443229	0.000699548051443229	+1	
NEGATIVE REGULATION OF PHOSPHATE METABOLIC PROCESS%GOBP%GO:0045936	negative regulation of phosphate metabolic process	0.000699548051443229	0.000699548051443229	+1	
REGULATION OF SMALL GTPASE MEDIATED SIGNAL TRANSDUCTION%GOBP%GO:0051056	regulation of small GTPase mediated signal transduction	0.0007093417331222244	0.0007093417331222244	+1	
PROCESS UTILIZING AUTOPHAGIC MECHANISM%GOBP%GO:0061919	process utilizing autophagic mechanism	0.000713147530554268	0.000713147530554268	+1	
AUTOPHAGY%GOBP%GO:0006914	autophagy	0.000713147530554268	0.000713147530554268	+1	
VESICLE MEMBRANE%GOCC%GO:0012506	vesicle membrane	0.0007145757811460079	0.0007145757811460079	+1	
KINASE BINDING%GOMF%GO:0019900	kinase binding	0.0007443996015036133	0.0007443996015036133	+1	
NUCLEOTIDE METABOLISM%REACTOME DATABASE ID RELEASE 78%15869	Nucleotide metabolism	0.0007455265088777338	0.0007455265088777338	+1	
REGULATION OF TELOMERE MAINTENANCE%GOBP%GO:0032204	regulation of telomere maintenance	0.0007476752749822976	0.0007476752749822976	+1	
RHO GTPASE EFFECTORS%REACTOME DATABASE ID RELEASE 78%195258	RHO GTPase Effectors	0.000770612003733756	0.000770612003733756	+1	
PMC6941108__F3	Visualization of lncRNAs and mRNAs in enriched pathways	0.0007746820361200904	0.0007746820361200904	+1	
DNA BIOSYNTHETIC PROCESS%GOBP%GO:0071897	DNA biosynthetic process	0.0007907541142423746	0.0007907541142423746	+1	
PMC7932549__F2	Overexpression of DNA repair genes in invasive ductal and lobular breast carcinomas: Insights on individual variations and precision medicine	0.0007966355245557915	0.0007966355245557915	+1	
FANCONI ANEMIA PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%FANCONI ANEMIA PATHWAY	Fanconi anemia pathway	0.0007966355245557915	0.0007966355245557915	+1	
MITOTIC DNA INTEGRITY CHECKPOINT SIGNALING%GOBP%GO:0044774	mitotic DNA integrity checkpoint signaling	0.0008160398284859515	0.0008160398284859515	+1	
RIBONUCLEOPROTEIN COMPLEX BINDING%GOMF%GO:0043021	ribonucleoprotein complex binding	0.0008232109227012353	0.0008232109227012353	+1	
PHOSPHATIDYLINOSITOL METABOLIC PROCESS%GOBP%GO:0046488	phosphatidylinositol metabolic process	0.0008232109227012353	0.0008232109227012353	+1	
DNA NUCLEASE ACTIVITY%GOMF%GO:0004536	DNA nuclease activity	0.0008303423268328858	0.0008303423268328858	+1	
EXONUCLEASE ACTIVITY, ACTIVE WITH EITHER RIBO- OR DEOXYRIBONUCLEIC ACIDS AND PRODUCING 5'-PHOSPHOMONOESTERS%GOMF%GO:0016796	exonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 5'-phosphomonoesters	0.0008303423268328858	0.0008303423268328858	+1	
CELLULAR BIOSYNTHETIC PROCESS%GOMF%GO:0044249	cellular biosynthetic process	0.0008381280140764095	0.0008381280140764095	+1	
TRANSFERASE COMPLEX, TRANSFERRING PHOSPHORUS-CONTAINING GROUPS%GOCC%GO:0061695	transferase complex, transferring phosphorus-containing groups	0.0008561226035587898	0.0008561226035587898	+1	
REGULATION OF TP53 ACTIVITY THROUGH PHOSPHORYLATION%REACTOME DATABASE ID RELEASE 78%6804756	Regulation of TP53 Activity through Phosphorylation	0.0008738020332663433	0.0008738020332663433	+1	
NUCLEOBASE-CONTAINING COMPOUND BIOSYNTHETIC PROCESS%GOMF%GO:0034654	nucleobase-containing compound biosynthetic process	0.0008748643612586973	0.0008748643612586973	+1	
POSITIVE REGULATION OF CANONICAL WNT SIGNALING PATHWAY%GOBP%GO:0090263	positive regulation of canonical Wnt signaling pathway	0.0008761868461269515	0.0008761868461269515	+1	
