GO.ID	Description	p.Val	FDR	Phenotype	Genes
REGULATION OF CELLULAR BIOSYNTHETIC PROCESS%GOMF%GO:0031326	regulation of cellular biosynthetic process	1.39834801228102e-05	1.39834801228102e-05	+1	1087
PURINE NUCLEOTIDE BINDING%GOMF%GO:0017076	purine nucleotide binding	1.43258924019506e-05	1.43258924019506e-05	+1	353
POSITIVE REGULATION OF PROTEOLYSIS%GOBP%GO:0045862	positive regulation of proteolysis	1.47078720355322e-05	1.47078720355322e-05	+1	183
PROTEIN PHOSPHORYLATION%GOBP%GO:0006468	protein phosphorylation	1.48473752560191e-05	1.48473752560191e-05	+1	229
REGULATION OF G1/S TRANSITION OF MITOTIC CELL CYCLE%GOBP%GO:2000045	regulation of G1/S transition of mitotic cell cycle	1.52765231044284e-05	1.52765231044284e-05	+1	101
PURINE RIBONUCLEOSIDE TRIPHOSPHATE BINDING%GOMF%GO:0035639	purine ribonucleoside triphosphate binding	1.59062526302477e-05	1.59062526302477e-05	+1	288
FOCAL ADHESION%GOCC%GO:0005925	focal adhesion	1.63930343279804e-05	1.63930343279804e-05	+1	244
RNA POLYMERASE II TRANSCRIPTION REGULATOR COMPLEX%GOCC%GO:0090575	RNA polymerase II transcription regulator complex	1.98937372345105e-05	1.98937372345105e-05	+1	163
RESPONSE TO UV%GOBP%GO:0009411	response to UV	1.99012317308712e-05	1.99012317308712e-05	+1	94
ANION BINDING%GOMF%GO:0043168	anion binding	2.13939123295643e-05	2.13939123295643e-05	+1	551
PHOSPHATIDYLINOSITOL BIOSYNTHETIC PROCESS%GOBP%GO:0006661	phosphatidylinositol biosynthetic process	2.14053773201425e-05	2.14053773201425e-05	+1	84
CHROMATIN ORGANIZATION%GOBP%GO:0006325	chromatin organization	2.21204529298038e-05	2.21204529298038e-05	+1	310
REGULATION OF PROTEIN PHOSPHORYLATION%GOBP%GO:0001932	regulation of protein phosphorylation	2.21258480471635e-05	2.21258480471635e-05	+1	369
CELL CYCLE PHASE TRANSITION%GOBP%GO:0044770	cell cycle phase transition	2.34878776320897e-05	2.34878776320897e-05	+1	92
CHROMATIN REMODELING%GOBP%GO:0006338	chromatin remodeling	2.36176684526672e-05	2.36176684526672e-05	+1	279
PHOSPHATE-CONTAINING COMPOUND METABOLIC PROCESS%GOMF%GO:0006796	phosphate-containing compound metabolic process	2.46388507538978e-05	2.46388507538978e-05	+1	87
PHOSPHORUS METABOLIC PROCESS%GOMF%GO:0006793	phosphorus metabolic process	2.46388507538978e-05	2.46388507538978e-05	+1	87
PMC2642890__F2	Posttranscriptional regulation of gene networks by GREs	2.4758987757483e-05	2.4758987757483e-05	+1	30
PURINE RIBONUCLEOTIDE BINDING%GOMF%GO:0032555	purine ribonucleotide binding	2.76851845233434e-05	2.76851845233434e-05	+1	320
NUCLEOSIDE PHOSPHATE BINDING%GOMF%GO:1901265	nucleoside phosphate binding	2.84564692645038e-05	2.84564692645038e-05	+1	415
REGULATION OF TRANSLATION%GOBP%GO:0006417	regulation of translation	3.04097884647553e-05	3.04097884647553e-05	+1	186
TRANSCRIPTION REGULATOR ACTIVITY%GOMF%GO:0140110	transcription regulator activity	3.05543634371876e-05	3.05543634371876e-05	+1	1028
NEGATIVE REGULATION OF PROGRAMMED CELL DEATH%GOBP%GO:0043069	negative regulation of programmed cell death	3.06965660208665e-05	3.06965660208665e-05	+1	377
HYDROLASE ACTIVITY%GOMF%GO:0016787	hydrolase activity	3.19726428455718e-05	3.19726428455718e-05	+1	1033
INTERFERON SIGNALING%REACTOME%R-HSA-913531.5	Interferon Signaling	3.20623902222278e-05	3.20623902222278e-05	+1	167
DEFENSE RESPONSE TO VIRUS%GOBP%GO:0051607	defense response to virus	3.30587695473663e-05	3.30587695473663e-05	+1	132
REGULATION OF CANONICAL NF-KAPPAB SIGNAL TRANSDUCTION%GOBP%GO:0043122	regulation of canonical NF-kappaB signal transduction	3.66271867773441e-05	3.66271867773441e-05	+1	172
RIBONUCLEOTIDE BINDING%GOMF%GO:0032553	ribonucleotide binding	3.70881720341598e-05	3.70881720341598e-05	+1	326
CHROMATIN%GOCC%GO:0000785	chromatin	3.71085322643193e-05	3.71085322643193e-05	+1	725
GUANYL-NUCLEOTIDE EXCHANGE FACTOR ACTIVITY%GOMF%GO:0005085	guanyl-nucleotide exchange factor activity	4.01753280511012e-05	4.01753280511012e-05	+1	140
PMC2731164__F7	Embryonic Stem Cell Differentiation	4.12492628513436e-05	4.12492628513436e-05	+1	38
UBIQUITIN-LIKE PROTEIN TRANSFERASE ACTIVITY%GOMF%GO:0019787	ubiquitin-like protein transferase activity	4.19734039269962e-05	4.19734039269962e-05	+1	273
POSITIVE REGULATION OF MITOTIC CELL CYCLE%GOBP%GO:0045931	positive regulation of mitotic cell cycle	4.24191769750457e-05	4.24191769750457e-05	+1	74
CONDENSED CHROMOSOME, CENTROMERIC REGION%GOCC%GO:0000779	condensed chromosome, centromeric region	4.61914053404542e-05	4.61914053404542e-05	+1	106
PDGF SIGNALING PATHWAY%PANTHER PATHWAY%P00047	PDGF signaling pathway	4.63264900458269e-05	4.63264900458269e-05	+1	92
VESICLE%GOCC%GO:0031982	vesicle	4.63349719106797e-05	4.63349719106797e-05	+1	1880
DEATH RECEPTOR SIGNALING%REACTOME%R-HSA-73887.7	Death Receptor Signaling	4.67345016140447e-05	4.67345016140447e-05	+1	109
NEGATIVE REGULATION OF APOPTOTIC PROCESS%GOBP%GO:0043066	negative regulation of apoptotic process	4.71148599763686e-05	4.71148599763686e-05	+1	362
RESPONSE TO ABIOTIC STIMULUS%GOBP%GO:0009628	response to abiotic stimulus	4.72994566873283e-05	4.72994566873283e-05	+1	395
POSITIVE REGULATION OF PROTEIN MODIFICATION PROCESS%GOBP%GO:0031401	positive regulation of protein modification process	5.06543388395375e-05	5.06543388395375e-05	+1	315
PROTEIN ACETYLTRANSFERASE COMPLEX%GOCC%GO:0031248	protein acetyltransferase complex	5.15526562802864e-05	5.15526562802864e-05	+1	77
ACETYLTRANSFERASE COMPLEX%GOCC%GO:1902493	acetyltransferase complex	5.15526562802864e-05	5.15526562802864e-05	+1	77
TRIF (TICAM1)-MEDIATED TLR4 SIGNALING%REACTOME DATABASE ID RELEASE 78%937061	TRIF (TICAM1)-mediated TLR4 signaling	5.20465261498884e-05	5.20465261498884e-05	+1	82
MYD88-INDEPENDENT TLR4 CASCADE%REACTOME DATABASE ID RELEASE 78%166166	MyD88-independent TLR4 cascade	5.20465261498884e-05	5.20465261498884e-05	+1	82
HOMOLOGY DIRECTED REPAIR%REACTOME DATABASE ID RELEASE 78%5693538	Homology Directed Repair	5.49337481772345e-05	5.49337481772345e-05	+1	90
INTEGRIN-LINKED KINASE SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%INTEGRIN-LINKED KINASE SIGNALING	Integrin-linked kinase signaling	5.59693100148794e-05	5.59693100148794e-05	+1	40
POSITIVE REGULATION OF INTRACELLULAR SIGNAL TRANSDUCTION%GOBP%GO:1902533	positive regulation of intracellular signal transduction	5.65209429743988e-05	5.65209429743988e-05	+1	540
REGULATION OF CYTOSKELETON ORGANIZATION%GOBP%GO:0051493	regulation of cytoskeleton organization	5.71443145417189e-05	5.71443145417189e-05	+1	273
INTRACELLULAR PROTEIN TRANSPORT%GOBP%GO:0006886	intracellular protein transport	5.90934574665258e-05	5.90934574665258e-05	+1	258
ORGANELLE ASSEMBLY%GOBP%GO:0070925	organelle assembly	6.55752983943596e-05	6.55752983943596e-05	+1	448
KINETOCHORE%GOCC%GO:0000776	kinetochore	6.7175308835334e-05	6.7175308835334e-05	+1	102
NUCLEOTIDE BINDING%GOMF%GO:0000166	nucleotide binding	6.71973322059952e-05	6.71973322059952e-05	+1	405
ESTABLISHMENT OF ORGANELLE LOCALIZATION%GOBP%GO:0051656	establishment of organelle localization	7.02259990974197e-05	7.02259990974197e-05	+1	217
TNFALPHA%IOB%TNFALPHA	TNFalpha	7.03902859111373e-05	7.03902859111373e-05	+1	91
CELL-SUBSTRATE JUNCTION%GOCC%GO:0030055	cell-substrate junction	7.20098823334897e-05	7.20098823334897e-05	+1	246
REGULATION OF TRANSFERASE ACTIVITY%GOBP%GO:0051338	regulation of transferase activity	7.40954541870055e-05	7.40954541870055e-05	+1	283
TRANSCRIPTION COACTIVATOR ACTIVITY%GOMF%GO:0003713	transcription coactivator activity	7.53745559199366e-05	7.53745559199366e-05	+1	167
HDR THROUGH HOMOLOGOUS RECOMBINATION (HRR) OR SINGLE STRAND ANNEALING (SSA)%REACTOME%R-HSA-5693567.4	HDR through Homologous Recombination (HRR) or Single Strand Annealing (SSA)	7.68302781273902e-05	7.68302781273902e-05	+1	86
HALLMARK_MYC_TARGETS_V1%MSIGDBHALLMARK%HALLMARK_MYC_TARGETS_V1	HALLMARK_MYC_TARGETS_V1	7.68302781273902e-05	7.68302781273902e-05	+1	86
ORGANELLE FISSION%GOBP%GO:0048285	organelle fission	8.12452178678339e-05	8.12452178678339e-05	+1	188
RHOA GTPASE CYCLE%REACTOME%R-HSA-8980692.2	RHOA GTPase cycle	8.32772034569187e-05	8.32772034569187e-05	+1	106
RHO GTPASES ACTIVATE FORMINS%REACTOME DATABASE ID RELEASE 78%5663220	RHO GTPases Activate Formins	8.3660365326708e-05	8.3660365326708e-05	+1	89
MITOTIC CELL CYCLE PHASE TRANSITION%GOBP%GO:0044772	mitotic cell cycle phase transition	9.05910747190942e-05	9.05910747190942e-05	+1	84
POSITIVE REGULATION OF MITOTIC CELL CYCLE PHASE TRANSITION%GOBP%GO:1901992	positive regulation of mitotic cell cycle phase transition	9.18842849001462e-05	9.18842849001462e-05	+1	58
RIBOSOME BIOGENESIS%GOBP%GO:0042254	ribosome biogenesis	9.24550489017341e-05	9.24550489017341e-05	+1	165
POSITIVE REGULATION OF APOPTOTIC PROCESS%GOBP%GO:0043065	positive regulation of apoptotic process	9.31457619841988e-05	9.31457619841988e-05	+1	240
TOLL LIKE RECEPTOR 3 (TLR3) CASCADE%REACTOME%R-HSA-168164.6	Toll Like Receptor 3 (TLR3) Cascade	9.42937703361075e-05	9.42937703361075e-05	+1	79
RESPONSE TO VIRUS%GOBP%GO:0009615	response to virus	9.49092925445909e-05	9.49092925445909e-05	+1	194
PMC5336551__F2	Chronic lymphocytic leukaemia	9.71167599987187e-05	9.71167599987187e-05	+1	34
REGULATION OF LOCALIZATION%GOBP%GO:0032879	regulation of localization	9.73662643237366e-05	9.73662643237366e-05	+1	874
REGULATION OF CELL CYCLE G1/S PHASE TRANSITION%GOBP%GO:1902806	regulation of cell cycle G1/S phase transition	9.85242496952326e-05	9.85242496952326e-05	+1	113
NEGATIVE REGULATION OF MOLECULAR FUNCTION%GOBP%GO:0044092	negative regulation of molecular function	0.000108686268008237	0.000108686268008237	+1	338
REGULATION OF MRNA METABOLIC PROCESS%GOBP%GO:1903311	regulation of mRNA metabolic process	0.000112737762614021	0.000112737762614021	+1	179
NEGATIVE REGULATION OF PROTEIN METABOLIC PROCESS%GOBP%GO:0051248	negative regulation of protein metabolic process	0.000116318110951827	0.000116318110951827	+1	359
SMALL MOLECULE METABOLIC PROCESS%GOBP%GO:0044281	small molecule metabolic process	0.000118215870939844	0.000118215870939844	+1	734
POSITIVE REGULATION OF PROGRAMMED CELL DEATH%GOBP%GO:0043068	positive regulation of programmed cell death	0.000120000835696113	0.000120000835696113	+1	249
POSITIVE REGULATION OF DOUBLE-STRAND BREAK REPAIR%GOBP%GO:2000781	positive regulation of double-strand break repair	0.000121961580349079	0.000121961580349079	+1	70
DNA DAMAGE CHECKPOINT SIGNALING%GOBP%GO:0000077	DNA damage checkpoint signaling	0.000127185004155366	0.000127185004155366	+1	75
CONDENSED CHROMOSOME%GOCC%GO:0000793	condensed chromosome	0.000130226144128702	0.000130226144128702	+1	149
DNA METABOLIC PROCESS%GOMF%GO:0006259	DNA metabolic process	0.000138352358105113	0.000138352358105113	+1	68
POSITIVE REGULATION OF WNT SIGNALING PATHWAY%GOBP%GO:0030177	positive regulation of Wnt signaling pathway	0.000139014152704819	0.000139014152704819	+1	83
REGULATION OF TP53 ACTIVITY%REACTOME DATABASE ID RELEASE 78%5633007	Regulation of TP53 Activity	0.000142861616754561	0.000142861616754561	+1	112
PMC8218506__F4	Cornuside I promoted osteogenic differentiation of bone mesenchymal stem cells through PI3K/Akt signaling pathway	0.000144901842900479	0.000144901842900479	+1	43
NUCLEAR DIVISION%GOBP%GO:0000280	nuclear division	0.000153757685319955	0.000153757685319955	+1	174
REGULATION OF CELLULAR LOCALIZATION%GOBP%GO:0060341	regulation of cellular localization	0.000154850996993401	0.000154850996993401	+1	447
PMC7709568__F5	Pathway enrichment analysis of (A) significantly higher expressed genes and (B) significantly lower expressed genes in T47D cells after glucose deprivation	0.000159209104096134	0.000159209104096134	+1	45
HETEROCYCLIC COMPOUND BINDING%GOMF%GO:1901363	heterocyclic compound binding	0.000162995011749359	0.000162995011749359	+1	441
POSITIVE REGULATION OF MULTICELLULAR ORGANISMAL PROCESS%GOBP%GO:0051240	positive regulation of multicellular organismal process	0.000164457019466692	0.000164457019466692	+1	710
NUCLEASE ACTIVITY%GOMF%GO:0004518	nuclease activity	0.000165991980058405	0.000165991980058405	+1	126
DAMAGED DNA BINDING%GOMF%GO:0003684	damaged DNA binding	0.000168308964763921	0.000168308964763921	+1	47
PMC7375892__F5	Affected Local Networks by RB1 and TP53 Inactivation Events	0.000168308964763921	0.000168308964763921	+1	47
AMINOACYLTRANSFERASE ACTIVITY%GOMF%GO:0016755	aminoacyltransferase activity	0.000183665009591853	0.000183665009591853	+1	278
CELL CYCLE G2/M PHASE TRANSITION%GOBP%GO:0044839	cell cycle G2/M phase transition	0.00018662544418432	0.00018662544418432	+1	38
MEASLES VIRUS INFECTION%WIKIPATHWAYS_20240910%WP4630%HOMO SAPIENS	Measles virus infection	0.000194324996761465	0.000194324996761465	+1	62
REGULATION OF POST-TRANSLATIONAL PROTEIN MODIFICATION%GOBP%GO:1901873	regulation of post-translational protein modification	0.000203898804342022	0.000203898804342022	+1	138
POSITIVE REGULATION OF NUCLEOBASE-CONTAINING COMPOUND METABOLIC PROCESS%GOMF%GO:0045935	positive regulation of nucleobase-containing compound metabolic process	0.00020724115427063	0.00020724115427063	+1	368
POSITIVE REGULATION OF RNA METABOLIC PROCESS%GOMF%GO:0051254	positive regulation of RNA metabolic process	0.00020724115427063	0.00020724115427063	+1	368
DNA STRAND ELONGATION%REACTOME DATABASE ID RELEASE 78%69190	DNA strand elongation	0.000209325512745877	0.000209325512745877	+1	30
NEGATIVE REGULATION OF BIOLOGICAL PROCESS%GOMF%GO:0048519	negative regulation of biological process	0.000210780518691853	0.000210780518691853	+1	264
NEGATIVE REGULATION OF CELLULAR PROCESS%GOMF%GO:0048523	negative regulation of cellular process	0.000210780518691853	0.000210780518691853	+1	264
HALLMARK_MTORC1_SIGNALING%MSIGDBHALLMARK%HALLMARK_MTORC1_SIGNALING	HALLMARK_MTORC1_SIGNALING	0.000212683840893083	0.000212683840893083	+1	82
POSITIVE REGULATION OF MACROMOLECULE METABOLIC PROCESS%GOMF%GO:0010604	positive regulation of macromolecule metabolic process	0.000214633646754633	0.000214633646754633	+1	383
POSITIVE REGULATION OF METABOLIC PROCESS%GOMF%GO:0009893	positive regulation of metabolic process	0.000214633646754633	0.000214633646754633	+1	383
MEMBRANE ORGANIZATION%GOBP%GO:0061024	membrane organization	0.000214649968278025	0.000214649968278025	+1	369
REGULATION OF G2/M TRANSITION OF MITOTIC CELL CYCLE%GOBP%GO:0010389	regulation of G2/M transition of mitotic cell cycle	0.000220572037374174	0.000220572037374174	+1	67
POSITIVE REGULATION OF INNATE IMMUNE RESPONSE%GOBP%GO:0045089	positive regulation of innate immune response	0.000230799581835136	0.000230799581835136	+1	170
REGULATION OF HYDROLASE ACTIVITY%GOBP%GO:0051336	regulation of hydrolase activity	0.000232812099261469	0.000232812099261469	+1	277
REGULATION OF CHROMOSOME SEPARATION%GOBP%GO:1905818	regulation of chromosome separation	0.000233915462355038	0.000233915462355038	+1	58
MICROTUBULE CYTOSKELETON ORGANIZATION INVOLVED IN MITOSIS%GOBP%GO:1902850	microtubule cytoskeleton organization involved in mitosis	0.000242739515315337	0.000242739515315337	+1	88
TNFALPHA%NETPATH%TNFALPHA	TNFalpha	0.000242739515315337	0.000242739515315337	+1	88
RAB REGULATION OF TRAFFICKING%REACTOME%R-HSA-9007101.4	Rab regulation of trafficking	0.000242739515315337	0.000242739515315337	+1	88
TRANSLATION%REACTOME%R-HSA-72766.6	Translation	0.000251481147759555	0.000251481147759555	+1	188
MITOCHONDRIAL ENVELOPE%GOCC%GO:0005740	mitochondrial envelope	0.000252864773868984	0.000252864773868984	+1	388
NUCLEAR MEMBRANE%GOCC%GO:0031965	nuclear membrane	0.00025328551437416	0.00025328551437416	+1	151
ACTIN FILAMENT-BASED PROCESS%GOBP%GO:0030029	actin filament-based process	0.000257443753183508	0.000257443753183508	+1	321
APOPTOTIC SIGNALING PATHWAY%GOBP%GO:0097190	apoptotic signaling pathway	0.000270852126490766	0.000270852126490766	+1	144
POSITIVE REGULATION OF CHROMOSOME ORGANIZATION%GOBP%GO:2001252	positive regulation of chromosome organization	0.000272984668465322	0.000272984668465322	+1	83
DNA-BINDING TRANSCRIPTION FACTOR BINDING%GOMF%GO:0140297	DNA-binding transcription factor binding	0.00028152688915265	0.00028152688915265	+1	253
PMC5549772__F2	Salmonella enterica serovar-specific transcriptional reprogramming of infected cells	0.000295106755106997	0.000295106755106997	+1	48
NEGATIVE REGULATION OF METABOLIC PROCESS%GOMF%GO:0009892	negative regulation of metabolic process	0.000306959841574968	0.000306959841574968	+1	260
NEGATIVE REGULATION OF MACROMOLECULE METABOLIC PROCESS%GOMF%GO:0010605	negative regulation of macromolecule metabolic process	0.000306959841574968	0.000306959841574968	+1	260
NEGATIVE REGULATION OF CELLULAR BIOSYNTHETIC PROCESS%GOMF%GO:0031327	negative regulation of cellular biosynthetic process	0.000306959841574968	0.000306959841574968	+1	260
NEGATIVE REGULATION OF BIOSYNTHETIC PROCESS%GOMF%GO:0009890	negative regulation of biosynthetic process	0.000306959841574968	0.000306959841574968	+1	260
NEGATIVE REGULATION OF MACROMOLECULE BIOSYNTHETIC PROCESS%GOMF%GO:0010558	negative regulation of macromolecule biosynthetic process	0.000306959841574968	0.000306959841574968	+1	260
NEGATIVE REGULATION OF CELLULAR METABOLIC PROCESS%GOMF%GO:0031324	negative regulation of cellular metabolic process	0.000306959841574968	0.000306959841574968	+1	260
CELLULAR RESPONSE TO CYTOKINE STIMULUS%GOBP%GO:0071345	cellular response to cytokine stimulus	0.000309725906258497	0.000309725906258497	+1	277
GTPASE BINDING%GOMF%GO:0051020	GTPase binding	0.00031076285795554	0.00031076285795554	+1	149
POSITIVE REGULATION OF CELLULAR PROCESS%GOMF%GO:0048522	positive regulation of cellular process	0.000312596276641706	0.000312596276641706	+1	373
POSITIVE REGULATION OF CELLULAR METABOLIC PROCESS%GOMF%GO:0031325	positive regulation of cellular metabolic process	0.000312596276641706	0.000312596276641706	+1	373
POSITIVE REGULATION OF BIOSYNTHETIC PROCESS%GOMF%GO:0009891	positive regulation of biosynthetic process	0.000312596276641706	0.000312596276641706	+1	373
POSITIVE REGULATION OF MACROMOLECULE BIOSYNTHETIC PROCESS%GOMF%GO:0010557	positive regulation of macromolecule biosynthetic process	0.000312596276641706	0.000312596276641706	+1	373
POSITIVE REGULATION OF CELLULAR BIOSYNTHETIC PROCESS%GOMF%GO:0031328	positive regulation of cellular biosynthetic process	0.000312596276641706	0.000312596276641706	+1	373
POSITIVE REGULATION OF RNA BIOSYNTHETIC PROCESS%GOMF%GO:1902680	positive regulation of RNA biosynthetic process	0.000312973832953999	0.000312973832953999	+1	366
POSITIVE REGULATION OF DNA-TEMPLATED TRANSCRIPTION%GOMF%GO:0045893	positive regulation of DNA-templated transcription	0.000312973832953999	0.000312973832953999	+1	366
REGULATION OF IMMUNE SYSTEM PROCESS%GOBP%GO:0002682	regulation of immune system process	0.000322128157982093	0.000322128157982093	+1	723
NON-MEMBRANE-BOUNDED ORGANELLE ASSEMBLY%GOBP%GO:0140694	non-membrane-bounded organelle assembly	0.000333293039593274	0.000333293039593274	+1	196
MIDBODY%GOCC%GO:0030496	midbody	0.000336723796348433	0.000336723796348433	+1	114
PMC7962393__F7	Functional Prediction of the Key Genes Involved in HBV Associated HCC	0.00034561006028852	0.00034561006028852	+1	32
SIGNALING BY NTRK1 (TRKA)%REACTOME%R-HSA-187037.4	Signaling by NTRK1 (TRKA)	0.000347012491744169	0.000347012491744169	+1	84
NUCLEOTIDE METABOLIC PROCESS%GOBP%GO:0009117	nucleotide metabolic process	0.000376858086109383	0.000376858086109383	+1	207
PDGFR-BETA SIGNALING PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%PDGFR-BETA SIGNALING PATHWAY	PDGFR-beta signaling pathway	0.000377106078563816	0.000377106078563816	+1	90
DNA REPLICATION%WIKIPATHWAYS_20240910%WP466%HOMO SAPIENS	DNA replication	0.000382439061326798	0.000382439061326798	+1	26
PATTERN RECOGNITION RECEPTOR SIGNALING PATHWAY%GOBP%GO:0002221	pattern recognition receptor signaling pathway	0.000384812528422511	0.000384812528422511	+1	79
MICROTUBULE CYTOSKELETON ORGANIZATION%GOBP%GO:0000226	microtubule cytoskeleton organization	0.000394812594295632	0.000394812594295632	+1	300
POSITIVE REGULATION OF DEVELOPMENTAL PROCESS%GOBP%GO:0051094	positive regulation of developmental process	0.000396272939025991	0.000396272939025991	+1	549
PMC9283897__F3	Bioinformatics Analysis Reveals FOXM1/BUB1B Signaling Pathway as a Key Target of Neosetophomone B in Human Leukemic Cells: A Gene Network-Based Microarray Analysis	0.00040376605802863	0.00040376605802863	+1	39
HDR THROUGH HOMOLOGOUS RECOMBINATION (HRR)%REACTOME DATABASE ID RELEASE 78%5685942	HDR through Homologous Recombination (HRR)	0.000416693460309341	0.000416693460309341	+1	55
TELOMERE MAINTENANCE%GOBP%GO:0000723	telomere maintenance	0.000418166790044291	0.000418166790044291	+1	69
ATP BINDING%GOMF%GO:0005524	ATP binding	0.000435648793973138	0.000435648793973138	+1	177
RETINOBLASTOMA GENE IN CANCER%WIKIPATHWAYS_20240910%WP2446%HOMO SAPIENS	Retinoblastoma gene in cancer	0.000452850878332758	0.000452850878332758	+1	41
REGULATION OF PROTEIN SERINE/THREONINE KINASE ACTIVITY%GOBP%GO:0071900	regulation of protein serine/threonine kinase activity	0.000458118299247411	0.000458118299247411	+1	141
REGULATION OF CHROMOSOME SEGREGATION%GOBP%GO:0051983	regulation of chromosome segregation	0.0004646948162732	0.0004646948162732	+1	91
ENDOSOMAL TRANSPORT%GOBP%GO:0016197	endosomal transport	0.000472452007459984	0.000472452007459984	+1	161
PMC7706582__F4	Epigenetic Mechanisms in Leukemias and Lymphomas	0.000486512213901817	0.000486512213901817	+1	34
POSITIVE REGULATION OF BIOLOGICAL PROCESS%GOMF%GO:0048518	positive regulation of biological process	0.000488745600331645	0.000488745600331645	+1	387
VIRAL INFECTION PATHWAYS%REACTOME DATABASE ID RELEASE 78%9824446	Viral Infection Pathways	0.000501987411903303	0.000501987411903303	+1	477
HEPATITIS B INFECTION%WIKIPATHWAYS_20240910%WP4666%HOMO SAPIENS	Hepatitis B infection	0.000507552330671602	0.000507552330671602	+1	60
REGULATION OF NUCLEOBASE-CONTAINING COMPOUND METABOLIC PROCESS%GOMF%GO:0019219	regulation of nucleobase-containing compound metabolic process	0.000521514541669199	0.000521514541669199	+1	998
REGULATION OF RNA METABOLIC PROCESS%GOMF%GO:0051252	regulation of RNA metabolic process	0.000521514541669199	0.000521514541669199	+1	998
MITOTIC G2-G2 M PHASES%REACTOME%R-HSA-453274.4	Mitotic G2-G2 M phases	0.000534953810609083	0.000534953810609083	+1	124
REGULATION OF KINASE ACTIVITY%GOBP%GO:0043549	regulation of kinase activity	0.000536173713685278	0.000536173713685278	+1	243
POSITIVE REGULATION OF HYDROLASE ACTIVITY%GOBP%GO:0051345	positive regulation of hydrolase activity	0.000539886702643653	0.000539886702643653	+1	184
REGULATION OF PROTEIN MODIFICATION BY SMALL PROTEIN CONJUGATION OR REMOVAL%GOBP%GO:1903320	regulation of protein modification by small protein conjugation or removal	0.000545608848000844	0.000545608848000844	+1	135
REGULATION OF MULTICELLULAR ORGANISMAL DEVELOPMENT%GOBP%GO:2000026	regulation of multicellular organismal development	0.000552566188794987	0.000552566188794987	+1	567
SPINDLE ASSEMBLY%GOBP%GO:0051225	spindle assembly	0.000555126009414382	0.000555126009414382	+1	65
ADENYL NUCLEOTIDE BINDING%GOMF%GO:0030554	adenyl nucleotide binding	0.000555563330441588	0.000555563330441588	+1	233
REGULATION OF RNA STABILITY%GOBP%GO:0043487	regulation of RNA stability	0.000559276184925202	0.000559276184925202	+1	114
NEGATIVE REGULATION OF MAPK CASCADE%GOBP%GO:0043409	negative regulation of MAPK cascade	0.000568592019437926	0.000568592019437926	+1	92
SIGNALING BY NTRKS%REACTOME DATABASE ID RELEASE 78%166520	Signaling by NTRKs	0.000569762907098328	0.000569762907098328	+1	95
SIGNALING BY RECEPTOR TYROSINE KINASES%REACTOME DATABASE ID RELEASE 78%9006934	Signaling by Receptor Tyrosine Kinases	0.000576551116134008	0.000576551116134008	+1	309
HALLMARK_G2M_CHECKPOINT%MSIGDBHALLMARK%HALLMARK_G2M_CHECKPOINT	HALLMARK_G2M_CHECKPOINT	0.000586676651552734	0.000586676651552734	+1	78
REGULATION OF DNA REPLICATION%GOBP%GO:0006275	regulation of DNA replication	0.000626048732024006	0.000626048732024006	+1	81
MITOTIC SPINDLE CHECKPOINT%REACTOME%R-HSA-69618.4	Mitotic Spindle Checkpoint	0.000626048732024006	0.000626048732024006	+1	81
REGULATION OF CELL CYCLE G2/M PHASE TRANSITION%GOBP%GO:1902749	regulation of cell cycle G2/M phase transition	0.000634249202921777	0.000634249202921777	+1	73
NUCLEAR CHROMOSOME SEGREGATION%GOBP%GO:0098813	nuclear chromosome segregation	0.000643223875641704	0.000643223875641704	+1	129
UBIQUITIN-PROTEIN TRANSFERASE ACTIVITY%GOMF%GO:0004842	ubiquitin-protein transferase activity	0.000649033184307249	0.000649033184307249	+1	252
REGULATION OF RNA BIOSYNTHETIC PROCESS%GOMF%GO:2001141	regulation of RNA biosynthetic process	0.000671492701425677	0.000671492701425677	+1	996
REGULATION OF DNA-TEMPLATED TRANSCRIPTION%GOMF%GO:0006355	regulation of DNA-templated transcription	0.000671492701425677	0.000671492701425677	+1	996
REGULATION OF INTRINSIC APOPTOTIC SIGNALING PATHWAY%GOBP%GO:2001242	regulation of intrinsic apoptotic signaling pathway	0.000691069413638046	0.000691069413638046	+1	93
NEGATIVE REGULATION OF PHOSPHORUS METABOLIC PROCESS%GOBP%GO:0010563	negative regulation of phosphorus metabolic process	0.000699548051443229	0.000699548051443229	+1	161
NEGATIVE REGULATION OF PHOSPHATE METABOLIC PROCESS%GOBP%GO:0045936	negative regulation of phosphate metabolic process	0.000699548051443229	0.000699548051443229	+1	161
REGULATION OF SMALL GTPASE MEDIATED SIGNAL TRANSDUCTION%GOBP%GO:0051056	regulation of small GTPase mediated signal transduction	0.000709341733122224	0.000709341733122224	+1	157
PROCESS UTILIZING AUTOPHAGIC MECHANISM%GOBP%GO:0061919	process utilizing autophagic mechanism	0.000713147530554268	0.000713147530554268	+1	145
AUTOPHAGY%GOBP%GO:0006914	autophagy	0.000713147530554268	0.000713147530554268	+1	145
VESICLE MEMBRANE%GOCC%GO:0012506	vesicle membrane	0.000714575781146008	0.000714575781146008	+1	531
KINASE BINDING%GOMF%GO:0019900	kinase binding	0.000744399601503613	0.000744399601503613	+1	386
