GO.ID	Description	p.Val	FDR	Phenotype	Genes
REGULATION OF PROTEIN MODIFICATION BY SMALL PROTEIN CONJUGATION OR REMOVAL%GOBP%GO:1903320	regulation of protein modification by small protein conjugation or removal	0.0009134020599314465	0.0009134020599314465	+1	
POSITIVE REGULATION OF MULTICELLULAR ORGANISMAL PROCESS%GOBP%GO:0051240	positive regulation of multicellular organismal process	0.0009157681921112293	0.0009157681921112293	+1	
DNA BIOSYNTHETIC PROCESS%GOBP%GO:0071897	DNA biosynthetic process	0.0009367684190957017	0.0009367684190957017	+1	
NUCLEOTIDE METABOLISM%REACTOME DATABASE ID RELEASE 78%15869	Nucleotide metabolism	0.0009777058135359118	0.0009777058135359118	+1	
REGULATION OF INTRINSIC APOPTOTIC SIGNALING PATHWAY%GOBP%GO:2001242	regulation of intrinsic apoptotic signaling pathway	0.0009935331194048515	0.0009935331194048515	+1	
MITOTIC DNA INTEGRITY CHECKPOINT SIGNALING%GOBP%GO:0044774	mitotic DNA integrity checkpoint signaling	0.0010113090731929371	0.0010113090731929371	+1	
REGULATION OF TELOMERE MAINTENANCE%GOBP%GO:0032204	regulation of telomere maintenance	0.0010148240713875828	0.0010148240713875828	+1	
MICROTUBULE CYTOSKELETON ORGANIZATION%GOBP%GO:0000226	microtubule cytoskeleton organization	0.0010250436106478504	0.0010250436106478504	+1	
POSITIVE REGULATION OF HYDROLASE ACTIVITY%GOBP%GO:0051345	positive regulation of hydrolase activity	0.001046078682842207	0.001046078682842207	+1	
NUCLEAR CHROMOSOME SEGREGATION%GOBP%GO:0098813	nuclear chromosome segregation	0.0010523279183983414	0.0010523279183983414	+1	
POSITIVE REGULATION OF CANONICAL WNT SIGNALING PATHWAY%GOBP%GO:0090263	positive regulation of canonical Wnt signaling pathway	0.0011109338485844349	0.0011109338485844349	+1	
REGULATION OF TP53 ACTIVITY THROUGH PHOSPHORYLATION%REACTOME DATABASE ID RELEASE 78%6804756	Regulation of TP53 Activity through Phosphorylation	0.0011334237520513918	0.0011334237520513918	+1	
PHOSPHATIDYLINOSITOL METABOLIC PROCESS%GOBP%GO:0046488	phosphatidylinositol metabolic process	0.00119819684798865	0.00119819684798865	+1	
G1 TO S CELL CYCLE CONTROL%WIKIPATHWAYS_20240910%WP45%HOMO SAPIENS	G1 to S cell cycle control	0.00120551239400216	0.00120551239400216	+1	
G2/M TRANSITION OF MITOTIC CELL CYCLE%GOBP%GO:0000086	G2/M transition of mitotic cell cycle	0.00120551239400216	0.00120551239400216	+1	
REGULATION OF KINASE ACTIVITY%GOBP%GO:0043549	regulation of kinase activity	0.0012092612785696633	0.0012092612785696633	+1	
AUTOPHAGY%GOBP%GO:0006914	autophagy	0.001224929235790884	0.001224929235790884	+1	
PROCESS UTILIZING AUTOPHAGIC MECHANISM%GOBP%GO:0061919	process utilizing autophagic mechanism	0.001224929235790884	0.001224929235790884	+1	
NEGATIVE REGULATION OF PHOSPHATE METABOLIC PROCESS%GOBP%GO:0045936	negative regulation of phosphate metabolic process	0.0012613299841322241	0.0012613299841322241	+1	
NEGATIVE REGULATION OF PHOSPHORUS METABOLIC PROCESS%GOBP%GO:0010563	negative regulation of phosphorus metabolic process	0.0012613299841322241	0.0012613299841322241	+1	
REGULATION OF SMALL GTPASE MEDIATED SIGNAL TRANSDUCTION%GOBP%GO:0051056	regulation of small GTPase mediated signal transduction	0.0012635772357113143	0.0012635772357113143	+1	
EPO SIGNALING PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%EPO SIGNALING PATHWAY	EPO signaling pathway	0.0012776183942314135	0.0012776183942314135	+1	
POSITIVE REGULATION OF MRNA CATABOLIC PROCESS%GOBP%GO:0061014	positive regulation of mRNA catabolic process	0.0013097348770016242	0.0013097348770016242	+1	
CDC42 GTPASE CYCLE%REACTOME DATABASE ID RELEASE 78%9013148	CDC42 GTPase cycle	0.0013274461387172052	0.0013274461387172052	+1	
POSITIVE REGULATION OF TRANSLATION%GOBP%GO:0045727	positive regulation of translation	0.0013483661780999295	0.0013483661780999295	+1	
PMC6885354__F4	Analysis of miRNA expression profiles in the liver of Clock-delta19 mutant mice	0.001409362836432839	0.001409362836432839	+1	
REGULATION OF SISTER CHROMATID SEGREGATION%GOBP%GO:0033045	regulation of sister chromatid segregation	0.001409362836432839	0.001409362836432839	+1	
RHO GTPASE EFFECTORS%REACTOME DATABASE ID RELEASE 78%195258	RHO GTPase Effectors	0.001442764848963205	0.001442764848963205	+1	
RRNA METABOLIC PROCESS%GOBP%GO:0016072	rRNA metabolic process	0.0014470237141969357	0.0014470237141969357	+1	
S PHASE%REACTOME DATABASE ID RELEASE 78%69242	S Phase	0.0014845858023328602	0.0014845858023328602	+1	
SIGNALING BY ERYTHROPOIETIN%REACTOME%R-HSA-9006335.5	Signaling by Erythropoietin	0.0014982241981347949	0.0014982241981347949	+1	
SIGNALING BY RECEPTOR TYROSINE KINASES%REACTOME DATABASE ID RELEASE 78%9006934	Signaling by Receptor Tyrosine Kinases	0.0015054555201299607	0.0015054555201299607	+1	
PMC8375323__F9	TIMM17A Regulatory Network Contributing to Breast Cancer	0.001525069311109325	0.001525069311109325	+1	
POSITIVE REGULATION OF DEVELOPMENTAL PROCESS%GOBP%GO:0051094	positive regulation of developmental process	0.0016369916486717383	0.0016369916486717383	+1	
PMC4697333__F4	Reconstruction of TGFBsignaling pathway (target instance)	0.0016563993693521242	0.0016563993693521242	+1	
G2 M TRANSITION%REACTOME%R-HSA-69275.7	G2 M Transition	0.0016569642582709336	0.0016569642582709336	+1	
PMC5461634__F3	Sub-network of cell cycle pathway regulated by C1orf132 and TMPO-AS1	0.0016611090936170358	0.0016611090936170358	+1	
REGULATION OF IMMUNE SYSTEM PROCESS%GOBP%GO:0002682	regulation of immune system process	0.0017575743566381797	0.0017575743566381797	+1	
MITOTIC DNA DAMAGE CHECKPOINT SIGNALING%GOBP%GO:0044773	mitotic DNA damage checkpoint signaling	0.0017894948994408113	0.0017894948994408113	+1	
NEGATIVE REGULATION OF CHROMOSOME ORGANIZATION%GOBP%GO:2001251	negative regulation of chromosome organization	0.0017894948994408113	0.0017894948994408113	+1	
VIRAL INFECTION PATHWAYS%REACTOME DATABASE ID RELEASE 78%9824446	Viral Infection Pathways	0.0018161745347189335	0.0018161745347189335	+1	
TOLL LIKE RECEPTOR 9 (TLR9) CASCADE%REACTOME%R-HSA-168138.6	Toll Like Receptor 9 (TLR9) Cascade	0.0019060640692851092	0.0019060640692851092	+1	
RESPONSE TO TUMOR NECROSIS FACTOR%GOBP%GO:0034612	response to tumor necrosis factor	0.0019060640692851092	0.0019060640692851092	+1	
RRNA PROCESSING%REACTOME%R-HSA-72312.5	rRNA processing	0.001911477742721113	0.001911477742721113	+1	
PMC4985183__F6	Phosphoproteome Integration Reveals Patient-Specific Networks in Prostate Cancer	0.0019249357843606517	0.0019249357843606517	+1	
VESICLE ORGANIZATION%GOBP%GO:0016050	vesicle organization	0.0019283189177768186	0.0019283189177768186	+1	
NEGATIVE REGULATION OF PROTEIN MODIFICATION PROCESS%GOBP%GO:0031400	negative regulation of protein modification process	0.0019306994963953332	0.0019306994963953332	+1	
MACROAUTOPHAGY%GOBP%GO:0016236	macroautophagy	0.0019848245853502223	0.0019848245853502223	+1	
DNA DUPLEX UNWINDING%GOBP%GO:0032508	DNA duplex unwinding	0.002149132231001187	0.002149132231001187	+1	
TOLL LIKE RECEPTOR 7 8 (TLR7 8) CASCADE%REACTOME DATABASE ID RELEASE 78%168181	Toll Like Receptor 7 8 (TLR7 8) Cascade	0.002262321719838583	0.002262321719838583	+1	
ACTIVATION OF INNATE IMMUNE RESPONSE%GOBP%GO:0002218	activation of innate immune response	0.002270224202815423	0.002270224202815423	+1	
REGULATION OF SUPRAMOLECULAR FIBER ORGANIZATION%GOBP%GO:1902903	regulation of supramolecular fiber organization	0.002275848781211949	0.002275848781211949	+1	
REGULATION OF MULTICELLULAR ORGANISMAL DEVELOPMENT%GOBP%GO:2000026	regulation of multicellular organismal development	0.0023093809309727175	0.0023093809309727175	+1	
REGULATION OF MICROTUBULE CYTOSKELETON ORGANIZATION%GOBP%GO:0070507	regulation of microtubule cytoskeleton organization	0.0023507777420074356	0.0023507777420074356	+1	
PMC7860207__F2	Significantly enriched Cell Cycle pathway from genes with high DE prior probabilities	0.002363797613049444	0.002363797613049444	+1	
GASTRIN_CCK2R_240212%PANTHER PATHWAY%P06959	Gastrin_CCK2R_240212	0.002502013139029467	0.002502013139029467	+1	
NEUTROPHIL DEGRANULATION%REACTOME%R-HSA-6798695.3	Neutrophil degranulation	0.002583263233462045	0.002583263233462045	+1	
RESPONSE TO ENDOPLASMIC RETICULUM STRESS%GOBP%GO:0034976	response to endoplasmic reticulum stress	0.0025957235013291577	0.0025957235013291577	+1	
MITOTIC SPINDLE ORGANIZATION%GOBP%GO:0007052	mitotic spindle organization	0.0026539568889322354	0.0026539568889322354	+1	
PMC7818012__F2	Mass spectrometry-based protein‒protein interaction techniques and their applications in studies of DNA damage repair	0.0026717733391333665	0.0026717733391333665	+1	
PYRIMIDINE-CONTAINING COMPOUND METABOLIC PROCESS%GOBP%GO:0072527	pyrimidine-containing compound metabolic process	0.0026717733391333665	0.0026717733391333665	+1	
DNA GEOMETRIC CHANGE%GOBP%GO:0032392	DNA geometric change	0.0027923053646141264	0.0027923053646141264	+1	
FAS%IOB%FAS	Fas	0.0028193117329659285	0.0028193117329659285	+1	
EXTENSION OF TELOMERES%REACTOME%R-HSA-180786.4	Extension of Telomeres	0.0028193117329659285	0.0028193117329659285	+1	
DISEASES OF DNA REPAIR%REACTOME DATABASE ID RELEASE 78%9675135	Diseases of DNA repair	0.0028193117329659285	0.0028193117329659285	+1	
REGULATION OF INTERFERON-BETA PRODUCTION%GOBP%GO:0032648	regulation of interferon-beta production	0.0028193117329659285	0.0028193117329659285	+1	
CELL CYCLE%WIKIPATHWAYS_20240910%WP179%HOMO SAPIENS	Cell cycle	0.0028433714010720175	0.0028433714010720175	+1	
DNA REPAIR PATHWAYS FULL NETWORK%WIKIPATHWAYS_20240910%WP4946%HOMO SAPIENS	DNA repair pathways full network	0.0028433714010720175	0.0028433714010720175	+1	
GLYCEROPHOSPHOLIPID BIOSYNTHETIC PROCESS%GOBP%GO:0046474	glycerophospholipid biosynthetic process	0.0029266563683984412	0.0029266563683984412	+1	
EGFR1%IOB%EGFR1	EGFR1	0.002943012412443536	0.002943012412443536	+1	
POSITIVE REGULATION OF CELL CYCLE%GOBP%GO:0045787	positive regulation of cell cycle	0.0029963647616251038	0.0029963647616251038	+1	
REGULATION OF MRNA STABILITY%GOBP%GO:0043488	regulation of mRNA stability	0.0030594049947700944	0.0030594049947700944	+1	
RNA SPLICING%GOBP%GO:0008380	RNA splicing	0.0031395593964846256	0.0031395593964846256	+1	
TOLL-LIKE RECEPTOR CASCADES%REACTOME%R-HSA-168898.10	Toll-like Receptor Cascades	0.003154644824867851	0.003154644824867851	+1	
HALLMARK_INTERFERON_ALPHA_RESPONSE%MSIGDBHALLMARK%HALLMARK_INTERFERON_ALPHA_RESPONSE	HALLMARK_INTERFERON_ALPHA_RESPONSE	0.003167058410554168	0.003167058410554168	+1	
POSITIVE REGULATION OF TYPE I INTERFERON PRODUCTION%GOBP%GO:0032481	positive regulation of type I interferon production	0.003167058410554168	0.003167058410554168	+1	
TELOMERE ORGANIZATION%GOBP%GO:0032200	telomere organization	0.0031743476996418446	0.0031743476996418446	+1	
POSITIVE REGULATION OF RESPONSE TO BIOTIC STIMULUS%GOBP%GO:0002833	positive regulation of response to biotic stimulus	0.003263232445958989	0.003263232445958989	+1	
REGULATION OF DNA-BINDING TRANSCRIPTION FACTOR ACTIVITY%GOBP%GO:0051090	regulation of DNA-binding transcription factor activity	0.003339182227299198	0.003339182227299198	+1	
POSITIVE REGULATION OF PROTEIN-CONTAINING COMPLEX ASSEMBLY%GOBP%GO:0031334	positive regulation of protein-containing complex assembly	0.0033699177845771203	0.0033699177845771203	+1	
HALLMARK_DNA_REPAIR%MSIGDBHALLMARK%HALLMARK_DNA_REPAIR	HALLMARK_DNA_REPAIR	0.0034487499590926136	0.0034487499590926136	+1	
APOPTOSIS SIGNALING PATHWAY%PANTHER PATHWAY%P00006	Apoptosis signaling pathway	0.0034487499590926136	0.0034487499590926136	+1	
POSITIVE REGULATION OF POST-TRANSLATIONAL PROTEIN MODIFICATION%GOBP%GO:1901875	positive regulation of post-translational protein modification	0.0034971625982660876	0.0034971625982660876	+1	
BCR SIGNALING PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%BCR SIGNALING PATHWAY	BCR signaling pathway	0.0034973261766864817	0.0034973261766864817	+1	
REGULATION OF RESPONSE TO ENDOPLASMIC RETICULUM STRESS%GOBP%GO:1905897	regulation of response to endoplasmic reticulum stress	0.003512527539023939	0.003512527539023939	+1	
MRNA DESTABILIZATION%GOBP%GO:0061157	mRNA destabilization	0.003512527539023939	0.003512527539023939	+1	
MRNA CATABOLIC PROCESS%GOBP%GO:0006402	mRNA catabolic process	0.0035849016997622717	0.0035849016997622717	+1	
CXCR4-MEDIATED SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%CXCR4-MEDIATED SIGNALING EVENTS	CXCR4-mediated signaling events	0.003585407372150803	0.003585407372150803	+1	
NEGATIVE REGULATION OF APOPTOTIC SIGNALING PATHWAY%GOBP%GO:2001234	negative regulation of apoptotic signaling pathway	0.003598706443050511	0.003598706443050511	+1	
FANCONI ANEMIA PATHWAY%REACTOME DATABASE ID RELEASE 78%6783310	Fanconi Anemia Pathway	0.003818079840352792	0.003818079840352792	+1	
CELLULAR SENESCENCE%REACTOME DATABASE ID RELEASE 78%2559583	Cellular Senescence	0.0038291358716752073	0.0038291358716752073	+1	
PHOSPHOLIPID BIOSYNTHETIC PROCESS%GOBP%GO:0008654	phospholipid biosynthetic process	0.003973045604470574	0.003973045604470574	+1	
E2F TRANSCRIPTION FACTOR NETWORK%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%E2F TRANSCRIPTION FACTOR NETWORK	E2F transcription factor network	0.003988155731604455	0.003988155731604455	+1	
PMC7970325__F10	Reconstructed differential DNA repair molecular network for the comparison of Papillary cancer (PC) vs Follicular adenoma (FA)	0.003988155731604455	0.003988155731604455	+1	
POSITIVE REGULATION OF CELL CYCLE PHASE TRANSITION%GOBP%GO:1901989	positive regulation of cell cycle phase transition	0.004039442819750087	0.004039442819750087	+1	
REGULATION OF MITOTIC METAPHASE/ANAPHASE TRANSITION%GOBP%GO:0030071	regulation of mitotic metaphase/anaphase transition	0.004039442819750087	0.004039442819750087	+1	
ESTABLISHMENT OF PROTEIN LOCALIZATION TO ORGANELLE%GOBP%GO:0072594	establishment of protein localization to organelle	0.004229941383885435	0.004229941383885435	+1	
REGULATION OF PROTEOLYSIS INVOLVED IN PROTEIN CATABOLIC PROCESS%GOBP%GO:1903050	regulation of proteolysis involved in protein catabolic process	0.00426867932721535	0.00426867932721535	+1	
INTRINSIC APOPTOTIC SIGNALING PATHWAY%GOBP%GO:0097193	intrinsic apoptotic signaling pathway	0.00436884083704947	0.00436884083704947	+1	
NEGATIVE REGULATION OF DNA METABOLIC PROCESS%GOBP%GO:0051053	negative regulation of DNA metabolic process	0.00436884083704947	0.00436884083704947	+1	
REGULATION OF CELL DIFFERENTIATION%GOBP%GO:0045595	regulation of cell differentiation	0.004543289881844756	0.004543289881844756	+1	
SYNTHESIS OF PIPS AT THE PLASMA MEMBRANE%REACTOME%R-HSA-1660499.8	Synthesis of PIPs at the plasma membrane	0.004613496281093073	0.004613496281093073	+1	
NUCLEOCYTOPLASMIC TRANSPORT%GOBP%GO:0006913	nucleocytoplasmic transport	0.004645595514781597	0.004645595514781597	+1	
REGULATION OF PROTEIN POLYMERIZATION%GOBP%GO:0032271	regulation of protein polymerization	0.004648059238801271	0.004648059238801271	+1	
IL6-MEDIATED SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%IL6-MEDIATED SIGNALING EVENTS	IL6-mediated signaling events	0.004747575415774314	0.004747575415774314	+1	
CIRCADIAN CLOCK%REACTOME DATABASE ID RELEASE 78%400253	Circadian Clock	0.005043400206392852	0.005043400206392852	+1	
PROTEASOME-MEDIATED UBIQUITIN-DEPENDENT PROTEIN CATABOLIC PROCESS%GOBP%GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	0.00509474439972236	0.00509474439972236	+1	
POSITIVE REGULATION OF PROTEIN MODIFICATION BY SMALL PROTEIN CONJUGATION OR REMOVAL%GOBP%GO:1903322	positive regulation of protein modification by small protein conjugation or removal	0.0051378977285968805	0.0051378977285968805	+1	
NUCLEAR-TRANSCRIBED MRNA CATABOLIC PROCESS%GOBP%GO:0000956	nuclear-transcribed mRNA catabolic process	0.005212617085857478	0.005212617085857478	+1	
REGULATION OF METAPHASE/ANAPHASE TRANSITION OF CELL CYCLE%GOBP%GO:1902099	regulation of metaphase/anaphase transition of cell cycle	0.005212617085857478	0.005212617085857478	+1	
SUMOYLATION%REACTOME%R-HSA-2990846.7	SUMOylation	0.0052423902080009355	0.0052423902080009355	+1	
PMC6839211__F8	MicroRNA-182 in ovarian cancer	0.005453383812903449	0.005453383812903449	+1	
PMC3620110__F6	Expression of GATA3 in MDA-MB-231 Triple-negative Breast Cancer Cells Induces a Growth Inhibitory Response to TGFß	0.005688015567698442	0.005688015567698442	+1	
PMC2533023__F5	Response of A549 cells exposed to crocidolite	0.005695108242765936	0.005695108242765936	+1	
PROCESSING OF CAPPED INTRON-CONTAINING PRE-MRNA%REACTOME%R-HSA-72203.6	Processing of Capped Intron-Containing Pre-mRNA	0.0057087087895353805	0.0057087087895353805	+1	
REGULATION OF EXTRINSIC APOPTOTIC SIGNALING PATHWAY%GOBP%GO:2001236	regulation of extrinsic apoptotic signaling pathway	0.006274020726374075	0.006274020726374075	+1	
REGULATION OF ENDOPEPTIDASE ACTIVITY%GOBP%GO:0052548	regulation of endopeptidase activity	0.006291719289154977	0.006291719289154977	+1	
CENTROSOME MATURATION%REACTOME%R-HSA-380287.4	Centrosome maturation	0.0063843237761850285	0.0063843237761850285	+1	
RECRUITMENT OF MITOTIC CENTROSOME PROTEINS AND COMPLEXES%REACTOME DATABASE ID RELEASE 78%380270	Recruitment of mitotic centrosome proteins and complexes	0.0063843237761850285	0.0063843237761850285	+1	
REGULATION OF RESPONSE TO CYTOKINE STIMULUS%GOBP%GO:0060759	regulation of response to cytokine stimulus	0.006609252219087418	0.006609252219087418	+1	
CYTOPLASMIC PATTERN RECOGNITION RECEPTOR SIGNALING PATHWAY%GOBP%GO:0002753	cytoplasmic pattern recognition receptor signaling pathway	0.006721921008281905	0.006721921008281905	+1	
ACTIVATION OF ATR IN RESPONSE TO REPLICATION STRESS%REACTOME%R-HSA-176187.4	Activation of ATR in response to replication stress	0.006758296565564501	0.006758296565564501	+1	
REGULATION OF MACROAUTOPHAGY%GOBP%GO:0016241	regulation of macroautophagy	0.00684268769002304	0.00684268769002304	+1	
REGULATION OF PATTERN RECOGNITION RECEPTOR SIGNALING PATHWAY%GOBP%GO:0062207	regulation of pattern recognition receptor signaling pathway	0.006849845789146401	0.006849845789146401	+1	
NUCLEAR TRANSPORT%GOBP%GO:0051169	nuclear transport	0.007001251315389492	0.007001251315389492	+1	
REGULATION OF CYSTEINE-TYPE ENDOPEPTIDASE ACTIVITY%GOBP%GO:2000116	regulation of cysteine-type endopeptidase activity	0.007252765468159958	0.007252765468159958	+1	
REGULATION OF PROTEIN LOCALIZATION%GOBP%GO:0032880	regulation of protein localization	0.007281394452795299	0.007281394452795299	+1	
RESPONSE TO TOPOLOGICALLY INCORRECT PROTEIN%GOBP%GO:0035966	response to topologically incorrect protein	0.007341114851631997	0.007341114851631997	+1	
PMC2806370__F2	Cell cycle pathway gene expression	0.007496311307328991	0.007496311307328991	+1	
RHOU GTPASE CYCLE%REACTOME DATABASE ID RELEASE 78%9013420	RHOU GTPase cycle	0.007496311307328991	0.007496311307328991	+1	
RESOLUTION OF SISTER CHROMATID COHESION%REACTOME%R-HSA-2500257.6	Resolution of Sister Chromatid Cohesion	0.007522461174589837	0.007522461174589837	+1	
REGULATION OF PROTEASOMAL PROTEIN CATABOLIC PROCESS%GOBP%GO:0061136	regulation of proteasomal protein catabolic process	0.007734693534030546	0.007734693534030546	+1	
POSITIVE REGULATION OF DOUBLE-STRAND BREAK REPAIR VIA HOMOLOGOUS RECOMBINATION%GOBP%GO:1905168	positive regulation of double-strand break repair via homologous recombination	0.007911539366636326	0.007911539366636326	+1	
PMC3792024__F4	Meta-Analysis Identifies NFKB as a Therapeutic Target in Renal Cancer	0.007931521556495173	0.007931521556495173	+1	
PMC2194763__F5	Cell cycle pathway diagram obtained from GenMAPP (Gene Map Annotator and Pathway Profiler, Gladstone Institutes, University of San Francisco, San Francisco, CA [38]	0.008018347940990062	0.008018347940990062	+1	
PROTEIN LOCALIZATION TO CHROMOSOME%GOBP%GO:0034502	protein localization to chromosome	0.008398000576983871	0.008398000576983871	+1	
REGULATION OF CELL MIGRATION%GOBP%GO:0030334	regulation of cell migration	0.0084821377734097	0.0084821377734097	+1	
RNA LOCALIZATION%GOBP%GO:0006403	RNA localization	0.008647230310947732	0.008647230310947732	+1	
REGULATION OF BINDING%GOBP%GO:0051098	regulation of binding	0.008648508533386525	0.008648508533386525	+1	
NEGATIVE REGULATION OF CATABOLIC PROCESS%GOBP%GO:0009895	negative regulation of catabolic process	0.008664980876831872	0.008664980876831872	+1	
PMC5224520__F7	Bridging topological and functional information in protein interaction networks by short loops profiling	0.008949625062825156	0.008949625062825156	+1	
TOLL LIKE RECEPTOR 4 (TLR4) CASCADE%REACTOME%R-HSA-166016.4	Toll Like Receptor 4 (TLR4) Cascade	0.009272075334034614	0.009272075334034614	+1	
REGULATION OF PROTEIN KINASE ACTIVITY%GOBP%GO:0045859	regulation of protein kinase activity	0.00937462459845307	0.00937462459845307	+1	
NEGATIVE REGULATION OF PHOSPHORYLATION%GOBP%GO:0042326	negative regulation of phosphorylation	0.009392745277760815	0.009392745277760815	+1	
RRNA PROCESSING IN THE NUCLEUS AND CYTOSOL%REACTOME%R-HSA-8868773.5	rRNA processing in the nucleus and cytosol	0.009434319222049518	0.009434319222049518	+1	
PURINE-CONTAINING COMPOUND METABOLIC PROCESS%GOBP%GO:0072521	purine-containing compound metabolic process	0.009677619979232064	0.009677619979232064	+1	
AURKA ACTIVATION BY TPX2%REACTOME%R-HSA-8854518.4	AURKA Activation by TPX2	0.009764763167759496	0.009764763167759496	+1	
VALIDATED TARGETS OF C-MYC TRANSCRIPTIONAL ACTIVATION%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%VALIDATED TARGETS OF C-MYC TRANSCRIPTIONAL ACTIVATION	Validated targets of C-MYC transcriptional activation	0.009791479291851183	0.009791479291851183	+1	
RNA DESTABILIZATION%GOBP%GO:0050779	RNA destabilization	0.009791479291851183	0.009791479291851183	+1	
RECRUITMENT OF NUMA TO MITOTIC CENTROSOMES%REACTOME DATABASE ID RELEASE 78%380320	Recruitment of NuMA to mitotic centrosomes	0.009791479291851183	0.009791479291851183	+1	
ACTIVATION OF THE PRE-REPLICATIVE COMPLEX%REACTOME%R-HSA-68962.6	Activation of the pre-replicative complex	0.010238596949480143	0.010238596949480143	+1	
PMC6070710__F10	Sepantronium Bromide (YM-155) on the Whole Transcriptome of MDA-MB-231 Cells: Highlight on Impaired ATR/ATM Fanconi Anemia DNA Damage Response	0.010238596949480143	0.010238596949480143	+1	
INNATE IMMUNE RESPONSE-ACTIVATING SIGNALING PATHWAY%GOBP%GO:0002758	innate immune response-activating signaling pathway	0.01046463527175508	0.01046463527175508	+1	
POSITIVE REGULATION OF CYSTEINE-TYPE ENDOPEPTIDASE ACTIVITY%GOBP%GO:2001056	positive regulation of cysteine-type endopeptidase activity	0.010791875866486887	0.010791875866486887	+1	
MYD88 DEPENDENT CASCADE INITIATED ON ENDOSOME%REACTOME%R-HSA-975155.6	MyD88 dependent cascade initiated on endosome	0.010791875866486887	0.010791875866486887	+1	
PI METABOLISM%REACTOME%R-HSA-1483255.7	PI Metabolism	0.010887204452885605	0.010887204452885605	+1	
TNF SIGNALING%REACTOME%R-HSA-75893.10	TNF signaling	0.010891489015125126	0.010891489015125126	+1	
PKR-MEDIATED SIGNALING%REACTOME DATABASE ID RELEASE 78%9833482	PKR-mediated signaling	0.010891489015125126	0.010891489015125126	+1	
PMC7320752__F6	Protein interaction pathway analysis in metastasis	0.010932109041161622	0.010932109041161622	+1	
REGULATION OF MRNA CATABOLIC PROCESS%GOBP%GO:0061013	regulation of mRNA catabolic process	0.010977364479584306	0.010977364479584306	+1	
REGULATION OF PROTEIN STABILITY%GOBP%GO:0031647	regulation of protein stability	0.011227983275775233	0.011227983275775233	+1	
RAB GEFS EXCHANGE GTP FOR GDP ON RABS%REACTOME%R-HSA-8876198.4	RAB GEFs exchange GTP for GDP on RABs	0.011775691779355989	0.011775691779355989	+1	
PMC5098220__F3	Multi-label ℓ2-regularized logistic regression for predicting activation/inhibition relationships in human protein-protein interaction networks	0.011805332529837185	0.011805332529837185	+1	
IL2-MEDIATED SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%IL2-MEDIATED SIGNALING EVENTS	IL2-mediated signaling events	0.011805332529837185	0.011805332529837185	+1	
B CELL ACTIVATION%PANTHER PATHWAY%P00010	B cell activation	0.011805332529837185	0.011805332529837185	+1	
POSITIVE REGULATION OF PEPTIDASE ACTIVITY%GOBP%GO:0010952	positive regulation of peptidase activity	0.012254904333699199	0.012254904333699199	+1	
AMPLIFICATION OF SIGNAL FROM UNATTACHED KINETOCHORES VIA A MAD2 INHIBITORY SIGNAL%REACTOME%R-HSA-141444.4	Amplification of signal from unattached kinetochores via a MAD2 inhibitory signal	0.01244886729620695	0.01244886729620695	+1	
AMPLIFICATION OF SIGNAL FROM THE KINETOCHORES%REACTOME DATABASE ID RELEASE 78%141424	Amplification of signal from the kinetochores	0.01244886729620695	0.01244886729620695	+1	
REGULATION OF PEPTIDASE ACTIVITY%GOBP%GO:0052547	regulation of peptidase activity	0.012595849203832239	0.012595849203832239	+1	
TNF ALPHA SIGNALING%WIKIPATHWAYS_20240910%WP231%HOMO SAPIENS	TNF alpha signaling	0.012606624609847895	0.012606624609847895	+1	
PMC8284093__F11	Genomic Response to TGFB1 Dictates Failed Repair and Progression of Fibrotic Disease in the Obstructed Kidney	0.012777911920613142	0.012777911920613142	+1	
POSITIVE REGULATION OF ENDOPEPTIDASE ACTIVITY%GOBP%GO:0010950	positive regulation of endopeptidase activity	0.012981128331769854	0.012981128331769854	+1	
ATR SIGNALING PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%ATR SIGNALING PATHWAY	ATR signaling pathway	0.012997291691786638	0.012997291691786638	+1	
PMC7970325__F8	Reconstructed differential DNA repair molecular network for the comparison of Papillary cancer (PC) vs Follicular cancer (FC)	0.013173243312841492	0.013173243312841492	+1	
POSITIVE REGULATION OF TELOMERE MAINTENANCE%GOBP%GO:0032206	positive regulation of telomere maintenance	0.013173243312841492	0.013173243312841492	+1	
POSITIVE REGULATION OF RESPONSE TO EXTERNAL STIMULUS%GOBP%GO:0032103	positive regulation of response to external stimulus	0.013179651759321717	0.013179651759321717	+1	
PMC10311176__F3	Transcriptome analysis of CD4+ T cells from HIV-infected individuals receiving ART with LLV revealed novel transcription factors regulating HIV-1 promoter activity	0.013220412304135096	0.013220412304135096	+1	
