GeneID	GSM6290462	GSM6290463	GSM6290464	GSM6290466	GSM6290467	GSM6290468
27257	1499	1703	1336	1898	2123	1823
9530	1329	1277	1216	1200	1158	1056
23259	2929	2297	2288	1363	1579	1739
84513	1478	1120	995	1293	1435	1589
54904	5809	5205	5378	7648	7816	7397
137994	212	192	208	402	476	478
102723716	12	12	7	18	15	27
2260	1386	1208	890	970	1108	1479
389649	0	0	0	0	0	0
105379383	0	0	0	0	1	0
105379384	0	0	0	0	0	0
286140	279	180	205	91	119	117
6867	6609	6268	6469	5951	6184	8342
59339	2500	2349	2023	584	640	620
203100	5	0	1	0	1	0
83877	1477	1543	1328	1838	1836	1622
8754	2155	1068	1454	4792	4251	4518
109616979	1	0	0	0	0	0
203102	41	24	25	22	30	25
255926	1	0	0	0	0	0
1587	0	1	0	0	0	2
100130964	0	0	0	0	0	0
8749	0	0	0	0	0	0
2515	0	0	0	0	0	0
3620	1	3	1	163	164	438
169355	0	0	0	145	165	253
105379385	0	0	0	7	1	1
105379386	0	0	0	1	0	1
56892	0	0	0	33	30	102
112543493	0	0	0	0	0	0
105379388	0	0	0	0	0	0
79698	0	0	0	0	0	1
107986938	0	0	0	0	0	0
105379389	0	0	0	0	0	0
105379390	0	0	0	0	0	0
105379771	0	0	0	0	0	0
6422	790	959	817	325	510	589
100847068	0	0	0	0	0	0
109616980	0	0	0	0	0	0
105379391	4	2	0	32	40	23
51125	2517	2243	2039	3505	3784	3606
84296	2513	2581	2504	2507	2795	2816
102723729	116	130	143	175	161	197
137964	7001	6110	5894	3382	4059	5085
157848	154	128	114	8	2	9
286	767	462	345	111	103	146
619554	8	6	3	0	0	1
102465696	8	6	3	0	0	1
105379392	0	0	0	0	0	0
7994	3966	3371	3956	8982	11094	10609
105379393	12	9	18	54	91	62
107986939	1	0	1	0	0	0
10947	1053	1148	1048	99	67	206
5327	16	23	10	308	159	424
101929897	1	1	2	7	1	3
3551	7850	5892	5805	9149	9393	10372
105379395	251	238	166	1069	999	660
5423	605	580	532	556	576	418
27121	1	2	0	4	0	2
7419	6760	7133	6757	1975	2258	2002
6575	2468	2261	1944	635	767	1079
114926	1434	976	892	602	710	750
105379396	0	0	0	0	0	0
1142	0	0	0	0	0	0
8973	0	1	0	0	0	1
55145	722	678	735	656	658	592
81790	1134	840	874	414	553	588
100616115	5	3	1	1	2	2
84376	2261	2206	1997	2915	3096	3339
2339	3199	2747	2499	2596	2826	2628
84197	167	134	187	179	278	204
138050	7379	5890	5434	2711	3214	4851
340441	0	0	0	0	0	0
105379397	1	0	0	0	0	0
389652	8	1	3	0	1	0
105375811	0	0	0	0	0	0
105375812	0	0	0	0	0	0
497634	0	0	0	0	0	0
105375813	0	0	0	0	0	0
105375814	0	0	0	0	0	1
105375815	0	1	0	1	0	0
105375816	34	16	39	35	25	22
105375817	6	2	0	11	5	10
107986885	5	1	4	8	3	5
100287846	179	158	131	248	150	141
100996586	0	0	0	0	6	1
23514	3515	2722	2802	1098	1437	1603
107986940	2	0	0	0	0	0
1052	892	952	926	1510	1314	955
5591	21538	27913	28590	6507	8264	10439
105375818	3	2	0	0	0	1
4173	17002	21653	21265	1091	1164	2229
105375819	3	0	0	0	0	1
7336	2917	3249	2764	3767	4136	4077
107986941	0	0	1	0	0	0
105375820	0	0	0	0	0	0
105375821	0	0	0	7	1	10
105375822	652	621	485	540	523	367
112268027	0	0	0	0	0	0
101929268	0	0	0	0	0	0
105375823	0	0	0	0	0	0
101929217	0	0	0	0	0	0
79645	0	0	0	0	0	0
105375825	0	1	0	0	0	0
6591	3	5	4	4	6	10
107986942	5	0	0	0	0	0
492307	8	1	4	1	2	4
105375826	83	57	67	77	91	102
100507464	0	0	0	0	0	0
54212	0	0	0	1	0	0
105375829	0	0	0	0	0	0
105375828	0	0	0	0	0	0
105375830	0	0	0	0	0	0
105375831	0	0	0	0	0	0
137902	16	7	2	0	3	6
105375833	0	0	0	1	1	0
115294	1690	792	991	2033	2350	2358
102724330	178	137	131	29	52	47
9705	4	1	1	3	2	4
101929341	0	0	0	0	0	0
389658	29	27	20	39	38	41
9821	2638	1895	2459	9064	12023	9670
105375835	3	3	10	2	4	2
107986943	0	0	0	0	0	0
2831	2	2	0	2	1	2
105375836	0	0	0	0	0	3
4986	0	0	0	0	0	0
100507516	0	0	0	0	0	0
51606	1771	1208	1331	2089	2406	2349
8601	41	30	35	86	71	128
6917	8293	4965	5847	6475	6227	5958
105375839	13	19	5	6	7	14
10434	4902	4170	3687	2806	2354	3036
29088	1913	2175	1863	5987	4831	4124
26766	0	0	0	0	0	0
105375840	1	1	1	0	5	9
105375841	0	0	0	0	0	0
64321	0	0	0	0	0	0
100129098	0	0	0	0	0	0
6101	0	0	0	0	0	0
107984125	0	0	0	0	0	0
105375842	0	0	0	0	0	0
107986944	0	0	0	0	0	0
107986886	0	0	0	0	0	0
107986887	0	0	0	0	0	0
114786	1	0	2	2	1	1
105375844	0	0	0	0	0	0
100133234	3	3	4	1	3	1
105375843	0	0	0	0	0	0
105375845	0	0	0	0	0	0
105375846	68	47	41	5	14	9
137695	794	652	703	491	610	787
96764	1800	1785	1843	1421	1605	1951
4067	7714	4338	4857	26161	32796	43254
109617001	0	0	0	0	0	0
6224	35110	29111	28876	19082	21753	23313
26795	55	53	30	86	113	68
105375847	4	2	1	0	0	1
4342	0	0	0	0	0	0
5324	126	76	100	156	179	208
79145	1279	1382	1360	1097	1182	1153
195814	0	0	0	0	0	0
442388	0	0	1	0	0	0
105375849	0	0	0	0	0	0
5179	412	353	361	77	73	59
101929415	64	68	57	9	9	12
101929398	6	5	6	0	0	3
100507632	28	26	30	7	5	12
105375850	0	0	1	0	0	0
105375851	0	0	0	0	0	0
105375852	0	0	0	0	0	0
54928	4676	4675	4309	5571	6390	6511
100507651	0	0	0	0	0	0
286177	0	0	0	0	0	0
26138	0	0	0	0	0	0
101929488	0	0	0	0	0	1
107986888	36	49	23	20	14	20
105375855	3360	4006	3816	410	452	914
286178	88	64	61	6	7	5
105375856	0	0	0	1	0	0
100505477	1	4	0	2	3	2
90362	81	82	54	618	720	666
107986945	0	0	0	1	0	0
101929528	0	0	0	0	0	0
137886	3488	2414	2838	719	813	945
1581	4	4	3	55	82	174
105375857	1	0	0	0	2	1
6386	10707	7210	8285	57617	67672	63808
8439	7281	4811	5644	6463	6677	7357
105375858	0	0	0	0	0	0
9760	22	22	24	6	9	19
100505501	29	7	16	6	7	10
105375860	0	0	0	0	0	0
105375859	0	0	0	0	0	0
105375861	0	0	0	0	0	0
105375863	0	0	0	0	0	0
767	51	69	44	76	75	61
105375864	6	7	1	1	0	2
100505532	35	15	14	1	2	5
5862	4143	3606	3231	3504	3789	4003
55636	2549	2332	2027	2029	2500	2150
105375938	1	1	2	0	3	0
157807	90	82	70	16	21	16
100130298	8	11	6	6	0	2
105375870	0	0	0	0	0	0
444	1614	1662	1923	401	466	481
100616484	0	0	0	0	0	0
101929628	1	1	0	1	1	0
105375871	0	0	0	0	0	0
111082988	0	0	0	0	0	0
286183	1	3	3	2	1	4
643763	1	0	0	1	0	0
107986946	2	1	0	1	0	3
8836	1329	1236	1406	763	713	698
7274	42	54	49	2	0	2
101410533	37	17	41	58	30	40
253943	4520	4139	3998	10402	10588	10712
105375873	2	0	2	5	10	6
105375875	0	0	0	0	0	0
105375874	2	0	1	0	0	0
102724612	0	0	0	0	0	0
105375876	0	0	0	0	0	0
286184	0	0	0	0	0	0
102724623	0	0	0	0	0	0
105375877	0	0	0	0	0	0
100130155	0	0	0	0	0	0
406908	0	0	0	0	0	0
401463	278	247	227	146	189	202
27319	2436	2502	2274	1553	1950	1936
9420	446	364	345	21407	18202	17987
105375879	146	157	173	61	32	53
105375878	417	383	412	146	138	79
105375880	0	0	0	0	0	0
552859	0	0	0	0	0	0
105375881	0	0	0	0	0	0
286186	3	21	18	1	8	7
55156	2340	2662	2600	704	845	1069
9650	884	1107	924	363	434	445
5150	9311	6916	7101	2736	3552	4354
107986949	7	6	6	1	11	6
107986948	198	170	188	62	87	152
107986950	112	48	91	3	2	2
105375883	5	2	5	0	1	1
85479	1026	563	775	161	195	143
84675	5	2	1	0	0	0
100189437	0	0	0	0	0	0
100189102	0	0	0	1	0	0
1392	0	0	0	0	0	0
112268029	0	0	0	0	0	0
100505659	0	0	0	0	0	0
102724687	38	33	29	7	8	13
100505676	9	7	4	3	0	3
23212	1539	2247	1581	246	239	341
137872	16	6	3	3	2	3
254778	4	1	0	5	3	2
4603	546	491	471	59	46	100
105375884	52	49	23	3	6	11
80124	3023	2612	2862	2768	2736	3048
100533105	1611	1540	1476	448	531	618
56260	400	245	221	76	94	82
23678	1559	1518	1445	443	520	606
26255	30	30	43	28	42	26
157777	1825	1406	1319	845	1140	1109
641638	4382	3288	2974	2116	2874	2718
641648	137	127	80	41	34	55
100129654	115	101	74	24	17	14
286187	3	1	5	1	0	1
105375885	0	0	1	0	0	0
10987	3688	3453	3314	3799	4020	3615
79848	1126	1222	1156	1089	1145	1709
10565	3809	3532	4434	5500	6240	6742
102724708	15	15	13	1	1	7
57094	0	0	0	2	0	0
105375886	0	0	0	0	0	0
80243	0	0	0	1	0	0
105375888	0	0	0	0	0	0
286189	0	0	0	0	0	0
116328	6	0	2	1	0	0
107986951	0	0	0	0	0	0
100505718	0	0	0	0	0	0
100505739	0	0	0	0	0	0
23213	0	0	0	0	0	0
81796	615	446	303	572	838	681
105375889	0	0	0	4	1	0
101929759	0	0	0	0	8	0
63978	0	0	2	1	0	1
10499	2732	2055	2416	7915	9944	10214
101926892	2	6	2	0	0	0
105375890	0	0	0	0	0	0
23471	6774	5285	5391	2667	2506	3047
286190	257	214	283	167	183	154
51110	1156	982	1086	557	584	526
389668	14	10	4	1	1	11
105375894	1	0	2	0	0	1
2138	15	16	11	10	7	9
102724772	0	0	0	0	0	0
105375892	0	0	0	0	0	0
107986890	15	42	33	2	0	3
9242	415	336	274	14208	11062	10059
100132891	366	290	268	3011	2466	3061
8989	54	42	49	238	223	307
105375896	35	13	22	33	27	53
392232	10	11	8	10	14	28
105375897	0	0	0	13	5	5
9312	2	0	1	45	33	29
101926908	0	0	0	0	5	0
7013	1191	1000	1009	1459	1593	1349
157869	291	237	148	35	49	64
107986891	0	0	0	0	0	0
105375901	0	0	0	0	0	0
100130301	5	4	1	0	0	0
6129	38844	32716	31315	12051	15956	14977
157506	411	592	469	1000	926	1017
101926926	22	27	13	28	29	17
105375899	0	0	0	0	0	0
100128126	5	9	4	1	3	4
27067	2609	2094	2393	1770	1906	2067
105375902	30	21	10	43	23	53
55284	3217	2747	2544	6285	6317	6409
101926947	16	6	10	4	10	2
6921	2736	3076	2613	2858	3350	2956
54968	1148	1263	953	841	1009	1010
23643	25	7	8	8	15	7
105375903	1	0	0	0	0	0
56704	97	125	110	38	41	62
54332	281	281	347	1120	1016	1231
100847058	0	0	0	0	0	0
100847091	0	0	0	0	0	0
105375904	0	0	0	0	0	0
441355	47	31	57	58	37	82
100302260	1	0	4	1	3	1
51050	510	276	319	191	136	266
83690	1487	904	1015	546	512	520
105375905	9	3	3	7	2	2
101805492	217	133	100	386	274	218
3174	756	610	762	74	75	56
105375906	1	0	0	0	0	0
102724858	2	1	3	0	4	2
101926978	0	0	0	0	0	0
107986952	0	0	0	0	0	0
100192378	0	0	0	0	0	0
79776	9	4	13	1	3	4
100422921	6	0	2	0	1	0
5828	1614	1436	1396	1098	1300	1301
105375909	0	0	0	0	0	0
102724874	0	0	0	0	0	0
105375911	1	0	0	0	1	0
5569	58	41	31	12	10	4
101927003	0	0	0	0	0	0
51101	64	34	30	40	26	22
3574	6	6	3	717	628	571
101241902	1	3	1	1	0	0
105375914	1	1	1	931	820	778
112935892	4	0	0	1359	1340	1219
105375912	0	1	0	26	38	55
105375913	0	1	0	229	276	371
107986892	0	0	0	0	0	0
105375915	0	0	0	0	0	0
113219456	0	0	0	0	0	0
105375916	0	0	0	0	0	0
11075	0	0	0	0	0	0
107986893	0	0	0	0	0	0
23462	5	2	0	260	197	334
101927067	0	0	0	6	4	3
101927040	4	1	1	10	14	17
28957	679	914	737	552	583	649
7163	5301	4018	4374	7398	9094	9860
105375919	0	1	0	7	5	5
105375918	0	2	0	4	2	3
105375920	0	0	0	0	0	0
100847056	0	0	0	0	0	0
105375922	0	0	0	1	1	0
105375921	31	17	11	69	77	50
65986	1521	1209	1154	127525	125088	105633
619279	565	490	468	661	907	2357
107986894	0	0	0	0	0	0
55824	2573	1876	2218	610	661	1370
105375924	8	0	3	4	0	5
2171	1694	2400	1911	973	899	975
105375925	1	0	1	1	0	0
105375926	0	0	0	0	0	0
5375	0	0	0	0	0	0
646480	0	0	0	0	0	0
101927118	0	0	0	0	3	5
2167	18	8	9	7	7	27
646486	0	0	1	0	0	1
650747	3	2	5	5	6	8
3612	1955	1813	1577	3085	3049	3009
347051	47	29	7	8	7	6
79752	2563	1495	1652	779	808	731
92421	2	2	1	1	0	0
64089	382	305	316	500	335	380
105375928	12	12	4	14	7	22
105375929	0	0	0	0	0	0
105375930	0	1	0	1	0	0
105375931	0	0	0	0	0	0
107986953	0	0	0	0	0	0
101927141	0	0	0	0	0	0
103352670	0	0	0	0	0	0
105375932	0	0	0	0	0	0
138046	0	0	0	1	0	1
105375933	16	12	10	4	6	6
85444	2691	2384	2807	1299	1366	1156
102723322	4	2	0	0	0	0
1875	183	162	121	136	111	94
401466	1895	1664	1561	1008	1034	989
105375936	6	1	1	0	1	1
105375935	0	1	0	0	1	1
377677	223	196	139	1793	1530	1656
759	2	0	1	0	0	2
761	153	82	71	61	46	60
100996348	430	256	200	70	93	77
760	111450	61831	58073	25461	29199	21565
105375937	1	2	2	1	1	0
101929601	26	5	3	0	0	1
101929627	67	19	18	1	1	2
100288527	37	11	8	1	0	1
100288562	61	18	24	0	0	2
105375622	12	9	5	0	1	0
107986954	4	0	0	0	0	0
85481	15	3	1	0	0	0
245972	21	5	4	2	3	9
105375623	0	0	0	0	0	2
157724	1	0	0	0	0	0
105375624	20	10	14	4	4	9
11059	1542	1248	1224	1596	1769	1838
51115	2524	1851	2001	771	864	1076
8895	1839	1620	1789	615	679	753
54714	1	0	0	1	4	2
107986895	0	0	0	0	0	0
168975	0	0	0	0	0	0
105375626	0	0	0	0	0	0
138009	0	0	0	0	0	1
105375628	0	0	0	0	0	0
4325	37	40	34	124	166	96
105375630	0	0	0	3	0	0
105375629	0	0	0	0	0	0
105375631	0	0	2	0	0	2
112268015	10	6	11	92	100	166
101929709	131	60	81	3740	3672	3656
8767	665	629	540	20533	23601	17543
734	2606	2416	2217	12996	14050	13166
4683	2597	2308	2894	16974	16554	17595
1666	3534	2701	3123	3654	3982	3868
793	9	5	1	43	41	26
100874052	0	0	1	1	1	0
107986955	0	1	0	0	0	0
101937451	1	0	0	0	0	0
169200	523	580	392	1721	1630	1500
102724670	10	1	0	7	4	2
105375633	0	0	0	0	0	0
64168	240	219	184	516	390	379
105375635	5	0	0	17	26	8
105375634	80	36	31	17	22	19
100127983	172	169	154	190	192	133
55529	479	383	405	99	69	92
100506365	1248	1188	1181	1738	2143	1876
51633	876	931	908	1140	1040	950
100130742	90	64	69	27	29	50
100616245	1	0	0	0	0	0
115111	71	54	29	13	31	24
105375637	0	0	0	0	0	0
862	10	3	2	170	200	419
105375638	0	0	1	0	0	0
105375639	0	0	0	0	0	0
102724710	0	0	0	0	0	0
101926956	285	66	87	37	54	36
441369	0	0	0	0	0	1
286144	1014	733	834	295	342	363
102467005	0	0	0	0	0	0
389676	0	0	0	0	0	0
105375644	0	0	0	0	0	0
105375643	0	0	0	0	0	0
107986956	2	0	0	0	0	0
105375642	0	0	0	0	0	0
642924	3	0	1	0	0	0
105375641	0	0	0	0	0	0
137392	1001	1019	845	337	361	347
389677	2973	2919	2655	1295	1482	1911
55472	70	79	87	44	47	97
105375645	3	7	1	3	2	1
91147	151	110	138	231	221	472
105375646	0	0	0	0	0	0
100616169	1	0	0	0	0	0
54704	1001	882	826	908	723	1064
1015	4	3	0	1	0	2
105375647	0	0	1	0	0	0
105375648	0	0	0	0	0	0
2669	113	10	22	5746	3429	4559
107986896	6	2	1	0	0	0
25788	934	1045	1312	335	285	434
100861412	78	59	93	53	36	41
25962	4570	4279	4647	3587	4383	4634
101926977	29	27	11	7	7	7
100288748	1	0	0	0	0	0
54845	166	85	78	4	2	2
286148	2829	1854	1718	596	595	886
55656	4500	4821	4946	3589	3506	4184
9134	1596	1440	1697	1386	958	2020
137682	901	774	662	1559	1558	1985
94241	280	90	132	906	1095	1160
105375650	25	7	9	130	97	150
100500907	0	0	0	0	0	1
100422964	0	0	0	0	0	1
79666	1158	948	1048	10227	8544	13986
619344	0	0	0	0	0	0
157657	173	146	130	156	156	188
100616530	3	4	11	8	4	6
100189248	4	1	4	0	0	0
107986957	0	0	0	0	0	0
100500773	0	0	0	0	0	0
392255	4	2	2	2	2	3
7381	7536	7159	7105	5424	6585	5708
101927039	13	3	12	3	2	1
51001	1318	1371	1241	427	525	678
9791	9962	10835	10092	3980	4397	4417
105375652	3	2	6	1	1	1
102724804	0	0	0	0	0	0
105375653	0	0	0	0	0	0
6383	2967	3144	2781	1032	1001	2070
10404	938	873	877	690	831	950
101927066	2	0	0	0	0	0
105375655	10	7	7	5	1	16
85453	2767	2089	2026	629	883	891
109617016	0	0	0	0	0	0
105375657	0	0	0	0	0	0
92140	11883	11756	11907	6645	7386	7057
55353	3452	3507	3306	1229	1522	1294
4147	386	324	342	113	94	98
6156	38567	32333	31296	21902	28744	25007
26775	33	54	19	36	42	42
203111	67	46	45	1	0	1
10247	651	700	648	147	243	165
10940	1878	2896	2086	574	523	747
105375660	0	0	0	0	0	0
79815	2900	2065	2133	867	1139	1080
105375659	0	1	0	1	1	0
107986870	0	0	0	0	0	0
113218497	0	0	0	0	1	0
3788	4	4	1	8	13	2
6788	1087	866	1037	1726	1835	2533
112268016	208	116	146	2	4	9
116039	379	402	453	933	1472	2225
107986872	27	11	13	8	16	44
105375666	72	49	51	33	49	27
107986871	148	128	127	56	62	113
157680	3217	2657	3068	3472	4710	5339
693184	0	0	0	0	0	0
100126309	0	0	0	0	0	0
1345	5200	5556	5364	3888	4303	4549
26166	14	12	12	5	15	5
109616982	0	0	0	0	0	0
286151	579	359	404	23	14	59
5440	1951	1857	1839	2167	2585	2313
6674	510	463	490	1598	1621	2319
105375669	19	13	18	47	70	61
105375668	16	16	13	18	26	32
25897	5344	3083	3614	7924	7906	8747
100616451	0	0	0	0	0	0
105375670	0	0	0	0	0	0
107986959	1	0	0	1	0	0
157567	999	927	820	289	339	528
169166	1	1	1	4	8	4
105375671	0	0	0	0	0	0
105375672	2	0	0	0	1	0
26986	95741	76272	79426	100125	97649	88179
102466854	584	414	302	347	142	300
105375673	8	2	0	10	10	12
7534	25900	22501	22581	30024	30524	33838
401471	0	0	0	0	0	0
441374	6	3	3	1	2	1
105375674	75	54	65	65	46	56
105375675	2	1	0	0	0	0
105375676	3	0	2	1	3	2
51123	2489	2117	1877	5955	7276	6213
107984005	1	0	0	1	3	0
105375679	0	0	0	1	0	0
83955	346	240	195	116	142	128
105375680	0	0	0	0	0	0
107986897	0	0	0	0	0	0
107986961	0	0	0	0	0	0
107986962	0	0	0	0	0	0
79977	2	1	3	0	0	0
83988	1097	1093	956	50	66	72
107986963	1	4	5	3	12	1
104054148	1	1	1	0	0	0
100847001	1	0	2	0	0	0
50484	2274	1663	2053	1660	1771	2618
101927221	149	52	68	87	114	114
51366	9581	8202	8777	19556	24159	19561
105375683	34	41	46	115	163	143
107986898	3	0	3	0	0	0
105375684	0	0	0	0	1	1
4956	0	0	0	0	1	1
7071	2131	1357	1124	26938	16853	29647
101927245	33	11	6	72	42	127
105375686	0	0	0	0	0	1
105375685	2	1	1	4	3	27
401472	237	126	104	212	198	282
51582	9635	8980	9749	36070	40204	40520
100506753	51	35	31	24	36	32
528	3080	2920	3041	3707	4717	5638
379034	17	21	9	43	64	72
157556	2	2	2	6	2	7
79870	30	10	17	11	6	45
100422992	1	0	0	0	0	0
100499183	7	8	11	3	0	1
105369147	184	95	99	28	61	42
8323	1504	1000	1061	1030	1257	1249
109623480	0	2	1	0	0	4
115908	11	6	6	8	6	2
81034	1248	1485	1140	1114	1156	1554
25879	2016	2603	2162	1234	1346	1200
105375690	48	19	19	179	116	468
9699	39	36	37	180	143	342
105375689	0	0	0	0	0	0
107984007	0	1	0	0	3	1
105375688	0	0	0	0	0	2
107986899	2	1	0	0	0	1
81501	9	0	1	0	0	5
1807	4	7	3	22	25	74
105375692	1	0	1	1	2	3
105375691	6	2	0	4	0	1
693127	1	0	1	1	8	6
29967	497	376	461	4318	4214	4612
105375694	0	0	0	0	0	0
105375693	0	0	0	0	0	0
105375695	0	0	0	0	0	0
101927392	0	0	0	0	0	0
23414	22	10	9	79	91	111
105375696	0	0	0	2	1	0
102723356	87	72	53	154	145	193
55074	2260	1936	2045	2501	2233	1971
105375700	13	16	12	6	7	3
137735	2	1	3	0	0	1
105375701	0	0	0	0	0	0
284	0	0	1	2	4	1
105375703	0	0	0	0	0	0
340419	5	2	5	9	18	50
3646	23596	17054	17970	9913	11763	10695
105375704	3	1	3	3	1	1
9694	1530	1351	1199	985	1052	1152
157753	22	16	33	4	6	3
102723368	0	0	0	0	0	0
101927413	1	0	0	0	4	2
107984017	0	0	2	0	0	1
7201	8	9	2	4	1	0
84955	1218	1505	1619	657	690	902
56943	3532	3121	2883	3559	4266	3948
93035	5	5	4	0	0	4
9166	1105	951	906	397	430	552
55638	17	3	7	6	4	7
100132813	0	0	0	0	0	0
27012	2	0	0	1	1	0
101927459	0	0	0	0	0	0
101927487	0	0	0	0	0	0
107986965	0	0	0	0	0	0
105375705	0	0	0	0	0	0
107986964	0	0	0	0	0	0
105375706	0	0	0	0	0	0
105375707	0	0	0	0	0	0
114788	59	20	29	45	30	56
100302225	0	0	0	0	0	0
107986966	0	0	0	0	0	0
105375709	0	0	0	0	0	0
105375710	0	0	0	0	0	0
107986901	0	0	0	7	12	7
7227	1826	1208	1314	3408	4300	4636
107986968	0	0	0	0	0	0
107986902	0	0	0	0	0	0
107986903	1	0	0	0	0	0
100859921	0	0	3	2	0	0
102723447	0	0	0	0	0	1
105375711	0	0	0	0	4	0
105375712	0	0	0	0	0	0
8667	20295	14033	14044	8966	11716	9706
105375713	13	12	17	66	53	62
84294	2371	2532	2123	1646	1998	2169
112268030	64	56	42	12	7	28
5885	23193	14833	21719	17824	21975	20431
644660	172	112	203	150	196	168
100500914	5	4	6	7	6	8
441376	41	18	29	1	3	5
105375715	0	1	0	0	0	0
169026	1	0	0	0	0	0
105375716	1	0	1	0	2	0
107986969	0	0	0	0	0	0
105375719	0	0	0	0	0	0
105375717	0	0	0	1	0	0
90390	1025	735	755	743	825	653
105375721	0	1	0	4	3	15
107986970	0	0	0	0	0	0
2131	157	93	117	891	897	920
109623457	0	0	0	0	0	0
401474	2	1	3	60	24	28
105375724	1	2	0	1	1	1
552860	0	0	0	0	0	0
105375723	0	0	0	0	0	0
4982	1	1	1	15	6	34
10584	0	0	0	2	1	1
101927513	0	0	0	0	0	0
105375725	0	0	0	0	0	0
114569	13	2	4	0	0	0
105375726	0	1	0	0	0	0
102466162	0	0	0	0	0	0
4856	1	1	4	11	6	27
5168	41	0	3	78	72	158
105375727	0	0	0	0	0	0
6873	3220	2929	3069	5736	6381	6979
105375728	70	115	112	9	5	13
79075	969	1055	1025	53	22	84
64798	401	267	352	32	26	36
105375730	5	4	4	0	0	0
7373	6	0	4	0	1	7
28998	1673	1813	1854	1239	1444	1090
27085	1094	880	1129	379	382	656
6641	2486	1154	1891	318	339	523
101927543	11	3	6	3	7	1
107986874	24	14	14	13	7	9
105375731	0	0	0	0	0	0
107986971	1	1	1	0	2	0
3037	2	1	0	8	13	17
594842	2	1	0	8	15	6
105375732	0	0	0	0	0	0
105375733	1	2	0	0	0	0
105375734	0	0	0	0	0	0
107986972	0	0	1	0	0	0
104266958	1	0	1	0	0	0
107986904	12	11	7	1	2	0
22882	709	545	461	3159	4956	7092
79139	4167	3351	3376	2100	2547	2441
93594	1387	1059	1324	377	411	566
100189201	1	0	0	0	0	0
84985	12	8	8	0	3	5
100131726	1	0	0	1	0	3
100616260	0	0	0	0	0	0
84933	574	562	483	616	603	599
100533106	507	515	489	612	614	592
11244	2689	2810	2838	3363	3371	3431
29028	10360	9337	11815	5194	5041	5333
100500863	14	9	10	5	7	4
693130	14	9	10	5	7	4
105375737	6	7	3	1	4	0
55093	576	578	523	184	198	166
114907	177	64	90	179	308	355
340359	4	1	0	115	223	102
105375738	1	0	0	12	7	6
312	0	0	0	0	0	0
105375739	0	0	0	0	0	0
157769	3299	3066	3076	5157	5178	5966
654463	3	5	3	4	0	5
439941	0	0	0	0	0	0
157376	5	2	1	2	0	0
101927588	68	57	53	5	3	5
107986973	4	0	0	38	21	23
157378	797	567	611	345	251	381
55039	579	612	477	211	214	251
101927612	94	67	56	26	20	35
11236	2175	1751	1614	1508	1566	1354
83940	1971	1623	1632	1250	1480	1249
102466200	0	1	0	1	0	0
4715	3322	4183	3220	1738	1829	1381
9788	295	132	100	3735	3792	6279
105375740	50	41	24	162	148	291
105375741	0	0	0	15	5	13
100616255	0	0	0	0	0	0
100616221	0	0	0	0	0	0
105375743	382	251	286	71	65	93
105375742	0	0	0	0	0	2
157381	0	0	0	6	4	19
137209	206	140	210	63	65	98
105375744	4	0	0	0	0	1
6713	5030	3894	5410	4232	4353	4963
9897	3553	3490	3538	1447	1666	1869
286053	730	598	605	713	999	957
10221	582	224	326	4528	4377	4426
105375746	1	1	0	2	3	5
105375747	0	0	0	0	0	0
105375748	0	0	0	0	0	0
107986974	0	0	0	0	0	0
100130231	9	6	0	1	0	0
101927657	0	0	0	0	0	0
105375749	0	0	0	0	0	0
105375750	0	0	0	0	0	0
157638	1506	320	739	120	143	117
105375751	45	16	20	11	4	3
105375753	0	0	0	0	0	0
100750225	2	2	1	0	1	1
103164619	0	0	0	0	0	0
101867536	302	295	249	339	432	356
105375752	0	0	0	0	0	0
103021165	0	0	1	0	0	0
100507056	0	0	0	0	0	0
103021164	3	0	0	0	0	0
727677	45	8	8	0	3	2
101805488	1	0	1	0	0	0
5462	10	2	0	0	0	3
105375754	1	0	0	0	2	0
100270680	4	2	1	1	0	1
4609	8710	7199	6779	1600	1314	1761
5820	693	668	386	507	518	583
100302185	7	7	3	5	2	8
641384	5	5	1	3	0	1
100302161	0	0	0	0	0	0
100302170	1	1	2	0	0	0
100302175	0	0	0	0	0	0
100302281	0	1	0	0	1	0
101927774	2	0	4	0	1	0
106144608	4	0	2	0	0	2
728724	227	241	203	31	22	27
137196	452	429	444	65	63	55
100500839	0	0	0	0	0	0
56169	22	8	13	6	1	6
51571	7220	6700	5979	5313	6022	6988
100847051	0	0	0	0	0	2
50807	3385	2782	2656	11712	10889	12110
100507117	2	0	0	2	7	2
29065	0	0	0	1	0	0
105375758	0	0	0	0	0	0
114	0	1	4	29	15	33
105375762	0	0	0	0	0	0
105375761	0	0	0	1	0	1
105375760	0	0	0	3	0	2
105375759	0	0	0	0	0	0
105375763	0	0	0	0	0	0
107986976	4	1	5	11	2	15
23167	3465	3284	3362	5175	5136	6948
729330	0	0	0	2	2	10
10086	2	0	0	1	1	5
3786	1051	659	920	2204	2527	9125
107986977	29	12	13	155	145	304
105375765	0	0	0	8	4	15
93668	3	0	0	0	0	0
23639	90	70	65	41	49	51
105375767	1	0	0	0	1	0
137835	52	28	44	6	10	20
51105	3002	2845	2821	4816	5253	5806
7038	165	81	44	85	197	219
105375768	0	0	0	1	4	2
6503	1353	929	775	1119	1274	1799
102466865	0	0	0	3	1	0
100302522	13	2	0	9	17	31
105375769	0	0	0	0	0	1
