GeneID	GSM6290462	GSM6290463	GSM6290464	GSM6290465	GSM6290466	GSM6290467	GSM6290468	GSM6290469	GSM6290470	GSM6290471	GSM6290472	GSM6290473	GSM6290474	GSM6290475	GSM6290476	GSM6290477
102724386	4	3	4	6	4	4	10	1	2	9	6	18	12	2	9	13
104355291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
109623459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100506489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105375461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105375462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
102724407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22797	2815	3189	2667	1962	4768	3293	5423	6303	5000	5426	10692	7604	9602	10104	5376	5703
26136	1681	1070	1027	1897	1150	1172	1520	808	1200	1376	1700	1462	1506	796	875	1074
102724434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105375463	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
107986838	6	1	3	4	2	2	2	1	2	5	3	8	8	2	2	4
107986839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
858	85	73	52	94	43	43	41	40	66	64	69	68	123	54	52	80
857	182	129	133	98	281	244	470	234	380	553	747	636	473	280	390	540
100996266	0	0	0	0	2	6	1	0	1	6	8	5	7	4	2	5
4233	3	11	4	17	941	866	2395	1446	1535	2218	1265	1540	1255	1239	1122	1509
830	3524	2990	2841	3073	3639	3918	3996	2477	3796	3802	4261	3628	4354	2726	2822	2974
105375465	1	0	1	0	1	0	0	0	2	0	0	0	1	1	0	0
93653	63	56	45	53	67	99	86	104	86	94	44	36	33	73	64	74
7982	718	713	564	515	545	602	597	620	649	736	598	522	523	585	509	512
338069	5	8	6	7	9	14	15	8	9	6	14	5	6	10	7	12
102466616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
93654	48	55	62	47	42	40	57	40	71	58	58	35	38	50	46	38
93655	124	113	106	100	85	102	117	84	112	146	85	74	83	87	66	84
105375466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105375467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
136991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105375468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
111082987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
83992	23	24	30	35	35	37	81	17	40	55	103	146	95	25	51	38
105375469	0	0	0	0	2	0	0	0	0	0	2	0	1	0	0	0
105375470	13	17	12	17	2	5	2	10	5	4	3	1	4	16	3	5
51691	3567	2279	2522	3526	2087	2357	2341	1709	2090	2243	1909	1699	1659	1640	1722	1694
56311	7	4	5	5	5	3	0	0	5	3	4	1	3	5	0	2
102724495	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
105375471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105375472	2	1	0	5	0	2	0	0	1	0	2	0	0	1	0	0
107986747	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105375473	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
105375475	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107986840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105375477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3751	50	90	47	13	11	9	8	7	5	16	6	0	2	2	0	6
23554	70	59	52	38	15	13	21	13	17	7	13	14	16	1	7	12
54556	774	582	685	799	2139	2498	2764	2058	2756	2822	698	682	732	1259	1551	1835
79974	7	6	13	9	4	2	5	5	3	2	0	1	1	0	0	5
51384	4	2	1	2	1	0	1	7	6	1	6	2	4	2	3	2
10447	831	887	783	800	1271	1173	1278	790	1307	1143	1159	1097	1146	835	965	863
105375478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5803	0	1	0	0	5	2	5	3	2	2	1	0	0	3	3	3
10157	393	281	338	432	586	482	371	361	403	314	123	78	130	268	205	151
102724527	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
389549	0	0	0	0	3	2	1	2	1	2	0	0	4	1	0	0
154860	0	0	0	0	1	2	0	4	0	0	0	0	1	0	0	0
93664	130	96	138	105	95	102	67	67	57	53	73	60	69	49	43	32
105375481	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
168433	4	0	2	0	2	0	0	0	3	3	0	0	0	0	0	0
378925	2	1	4	2	4	5	6	4	4	2	1	1	1	1	4	4
105375482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6561	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0
154865	10	10	9	11	3	10	16	7	11	13	6	10	12	12	10	4
4698	2190	2125	1940	1769	2013	2095	2240	1246	2327	1838	1475	1165	1589	1188	1518	1489
142685	0	0	0	0	1	1	1	4	1	0	0	1	0	0	0	2
102724555	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0
442721	1	0	2	5	22	28	24	31	24	15	7	5	1	15	7	7
8976	503	398	410	551	1127	1302	962	844	906	880	465	433	478	719	559	592
23553	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0
26062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105375483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
730130	0	3	0	1	2	1	5	5	1	0	0	2	0	0	0	0
105375484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107986841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101928211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
102724577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107986842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2861	45	31	24	21	77	85	103	69	82	70	26	29	20	47	63	35
154872	19	10	18	4	3	1	1	12	4	3	6	0	2	2	4	0
25913	1433	1035	1229	1367	1044	1159	1197	1086	1137	1248	1045	853	1080	1174	991	916
401398	20	9	14	22	12	6	15	7	5	12	12	3	4	9	3	7
105375486	3	0	2	8	2	0	0	0	0	0	0	0	0	0	0	0
101928283	1	1	0	4	0	0	1	1	0	0	0	0	0	0	0	0
101928254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100506664	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	1
105375487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105375488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2918	0	3	6	4	1	5	5	9	0	5	6	1	5	2	2	0
101928357	0	0	2	0	0	0	1	0	0	2	3	0	0	1	0	0
107986843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
693177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101928333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
168850	1993	1839	1595	2367	4512	4570	5796	3673	4653	4697	2100	2107	2178	3032	3286	2810
100506682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105375490	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
79571	1137	989	1085	1167	1898	1888	2133	1333	1947	2273	1011	1194	942	1036	1440	1399
381	2066	1600	1430	1256	1279	1443	1359	1861	1364	1687	1632	1847	1463	1498	1121	1127
105375489	331	237	197	158	184	181	178	224	171	240	214	268	194	218	144	152
29999	4	3	0	2	7	4	1	16	11	10	5	10	6	4	7	6
5078	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27044	9110	7634	8416	9016	3158	4394	5319	5117	5111	6557	6869	6969	6685	6410	4912	4801
105375492	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
27099	0	4	0	1	3	2	3	0	0	1	1	2	3	2	1	0
64101	210	256	226	62	176	212	135	132	167	193	190	238	191	89	124	114
693178	2	0	0	0	1	7	1	0	0	0	0	0	2	3	2	1
105375493	8	1	8	1	2	3	1	3	2	1	2	0	2	8	0	1
406917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105375494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3952	0	0	0	0	0	5	3	2	3	5	2	1	2	2	0	1
55131	2239	2210	1872	2470	1742	2127	2275	1645	2167	2418	1968	2027	2114	1771	1719	1757
401399	119	187	123	87	22	26	44	23	29	33	13	44	34	14	45	31
107986845	70	68	48	25	9	11	10	7	10	15	25	31	30	13	13	7
3614	4834	5329	4249	2903	857	1036	1038	962	1179	1265	2323	2687	2604	1287	932	959
102724660	220	193	150	193	15	14	17	47	27	23	89	119	155	73	25	17
29923	521	593	510	471	118	142	174	157	164	209	341	543	665	222	130	152
55798	961	1286	961	927	1099	1427	1392	1162	1401	1576	926	1011	975	1055	1054	1082
101928451	1274	901	908	1435	2860	3723	3591	3289	2795	2870	1544	1028	1413	3422	1869	2034
402483	5233	3590	3179	4022	6603	8188	7787	8060	6147	6245	4206	3052	3692	6856	4410	3473
346653	96	41	43	66	93	150	188	213	116	162	64	61	70	82	69	87
84691	2	0	0	3	6	8	7	0	13	5	2	6	3	2	9	0
813	3884	3762	4220	4628	1945	2260	2414	1492	1958	2579	5897	5401	5146	2659	2439	2215
611	25	20	13	28	3	2	7	7	3	6	21	19	24	22	4	7
100189276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
64753	573	473	347	651	96	112	158	82	97	115	104	60	96	95	66	60
107986846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2318	32	21	21	24	4	15	23	13	5	10	7	7	5	5	6	3
110806300	2	3	1	3	0	0	6	4	0	4	1	3	1	0	1	2
9296	2377	2087	1874	2115	2400	2677	2429	1960	2044	2616	3314	3485	2531	1717	1571	1597
100130705	192	110	96	142	85	113	129	202	149	170	111	116	128	147	65	81
375616	873	425	435	499	212	246	329	425	223	288	225	226	234	243	128	123
105375497	9	8	9	8	0	2	9	6	5	5	3	2	9	3	2	1
3663	7903	7675	6872	4813	3616	3630	3254	4088	2978	3473	6487	7746	6124	3744	3186	2729
23534	4523	4715	4564	4300	3596	3947	4314	2677	3611	3997	4151	3876	3716	2876	2988	2985
286016	88	65	92	82	37	63	58	67	55	58	67	62	65	53	55	49
407835	41	35	34	22	29	25	36	39	37	30	26	28	30	31	28	20
340348	318	354	231	286	272	370	264	286	334	296	136	128	119	205	204	196
6608	139	139	104	140	14	25	7	22	16	11	9	13	22	18	3	10
23382	664	641	594	801	294	443	441	262	334	411	341	347	344	255	282	264
105375500	4	0	2	2	1	2	3	2	6	2	9	1	2	12	1	1
107986847	11	11	4	8	7	12	6	3	11	8	10	3	3	7	5	5
57464	1260	1180	1173	806	502	430	662	472	526	688	1110	710	847	511	582	477
100287482	27	13	5	20	3	1	20	2	6	14	12	11	6	4	3	12
107986848	8	1	3	1	0	0	3	1	0	0	0	0	0	0	0	2
4899	1055	851	926	833	565	679	726	767	710	796	946	1006	855	794	618	639
105375501	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	1
406958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
407053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
406959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7328	2662	1824	1936	3088	11295	13469	11466	10303	10600	10157	2715	2578	2478	6264	5480	6052
51530	1270	1327	1227	909	1484	1896	1657	1210	1738	1709	1158	1154	1027	1048	1147	1285
23008	2057	1968	1826	2191	1919	2145	2026	1428	1977	1831	2081	2042	1922	1707	1548	1539
100128325	0	0	4	0	0	0	0	0	0	0	0	0	2	0	0	0
84928	1878	1357	1457	1949	684	849	910	687	951	856	1313	1027	1241	972	827	763
136263	6	3	6	10	1	5	4	1	2	5	11	4	5	4	10	6
1358	5	1	1	0	1	0	0	1	1	0	0	0	1	1	0	0
51200	0	0	0	0	0	0	0	0	0	1	1	0	1	3	3	0
105375503	0	0	0	0	1	0	2	1	0	1	0	0	0	2	0	0
93979	7	2	0	1	1	4	0	8	9	4	2	0	0	30	5	1
105375504	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	1
1357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
95681	819	779	836	911	275	316	314	224	425	375	589	537	557	365	419	315
105375505	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
4232	1226	1158	1001	1513	275	406	279	283	335	353	207	190	269	406	237	242
317751	1	0	0	1	0	0	1	2	1	1	0	0	4	2	1	0
442904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26958	1286	1268	1446	1444	271	292	464	332	455	606	586	521	519	465	376	385
53844	28	14	6	29	1	0	2	1	4	0	2	2	3	3	1	2
114960	24	25	28	41	5	8	9	9	15	14	10	10	8	12	7	7
136259	0	1	3	2	3	1	0	2	2	0	3	1	0	0	1	1
105375508	0	0	0	0	1	1	3	0	1	1	0	0	1	0	0	3
105375509	1	0	0	0	0	0	1	1	0	0	0	0	0	2	0	0
407021	0	0	0	0	2	1	1	0	0	0	0	0	0	1	2	1
407024	0	0	0	0	2	1	0	2	0	0	2	2	0	0	0	0
378805	57	27	24	85	868	475	455	717	677	462	209	192	170	433	206	285
100506860	0	2	1	4	33	15	14	13	16	21	6	1	10	9	10	19
4289	2984	2447	2599	3679	3976	4301	4730	3480	4684	4524	3160	2755	2807	3562	3405	3037
100506881	67	35	31	73	26	25	30	22	21	28	32	31	27	36	19	23
5420	440	497	456	435	86	75	82	49	91	79	81	43	55	64	42	75
107986849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101928782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
91584	23	11	15	6	11	25	33	11	35	39	20	8	20	27	56	39
101928807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105375511	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
102724906	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
286023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100506937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
54927	2988	3434	3356	3225	3003	3655	3195	2251	3382	3464	3459	3496	3483	2394	2783	2757
100500804	4549	3737	3348	3228	935	995	1182	1050	908	998	2057	1691	1921	1371	861	851
105375512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
60412	2433	1727	2285	2721	762	835	1139	1161	1199	1534	1722	1357	1543	1413	1243	1202
102465139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101928861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105375513	10	10	8	8	23	34	26	30	28	32	13	10	16	29	20	15
105375514	4	0	1	1	3	4	6	4	4	2	2	1	5	3	2	2
136332	143	75	48	92	120	214	270	162	152	205	181	158	196	161	165	142
84912	1559	1585	1523	1608	239	257	391	300	372	464	1033	901	1118	557	404	338
105375518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105375517	3	0	2	4	0	0	0	0	0	0	0	0	2	0	0	0
105375519	5	12	7	5	0	0	0	1	0	2	1	3	1	2	0	0
231	3156	2782	2657	1898	4691	4825	3497	2503	3860	3311	2789	2383	2456	1867	2086	2365
57016	0	0	1	0	4	2	2	5	8	1	2	3	1	1	1	2
105375520	2	1	1	0	81	71	69	50	130	39	2	9	9	24	38	35
441282	0	0	0	0	171	121	80	111	177	96	7	2	6	49	48	60
669	300	366	356	316	85	147	139	97	150	159	267	250	223	136	143	129
107986850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
800	1	0	0	0	1	4	1	4	0	0	6	2	1	5	2	0
340351	214	119	78	187	11	8	19	19	30	31	65	26	79	84	31	32
78996	3699	2570	2942	3568	1644	2076	2535	2523	2367	2707	2625	2284	2214	3098	2067	2181
55281	646	453	588	685	367	427	550	664	508	588	588	510	440	879	420	520
29062	3518	3614	2806	3235	1084	1353	1263	1568	1116	1440	1432	1382	1304	1381	820	808
102465254	3	2	0	1	0	2	1	3	0	1	0	1	0	1	0	0
346673	12	14	6	7	6	1	2	4	1	4	2	1	1	2	2	3
107984123	0	5	0	3	0	0	1	2	0	0	0	0	0	0	0	3
4850	1209	1033	1158	1171	3074	3138	3414	2755	3222	3474	1656	1485	1262	2070	2375	2472
23165	5892	5611	6631	5934	2351	2840	3945	3001	3350	4250	7351	6457	6437	4758	3998	3945
647087	1902	1633	1443	1260	963	1048	1506	1072	1221	1458	2032	1626	2036	1514	1189	1273
26266	89	43	41	61	7	9	26	13	10	20	38	33	47	38	22	12
105375521	31	22	40	28	5	2	8	7	1	14	24	14	14	11	11	9
389558	0	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0
105375522	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
767558	4955	4155	4589	5215	3346	4062	3972	2899	3327	3349	4268	3768	4057	3279	2499	2612
136319	4955	4155	4589	5215	3346	4062	3972	2899	3327	3349	4268	3768	4057	3279	2499	2612
105375523	1	1	1	2	1	0	5	3	2	0	2	0	2	3	4	0
105375524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
349160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
574443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105375525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105375527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9162	5	0	0	1	5	5	6	3	8	8	8	2	3	8	3	4
64764	3737	2661	2966	3841	1809	2615	2488	3306	2575	2617	2086	1704	2003	3574	1738	2051
100130880	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6718	0	0	0	0	3	1	3	0	1	0	0	0	1	0	1	1
100616226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107986749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8805	2798	2556	2553	2616	6274	7582	6478	5707	7016	6565	2197	1888	2130	3931	4177	4348
136306	4	2	0	2	1	4	3	3	3	10	1	0	0	0	3	0
50617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
155006	1	0	0	0	1	8	1	0	2	0	0	1	0	0	0	0
57670	300	315	252	396	866	1256	914	549	1029	730	305	320	354	343	534	433
92092	853	864	622	711	29	35	80	63	61	77	281	343	371	146	66	73
107986852	49	31	24	50	6	10	12	8	4	6	18	18	12	6	2	7
56829	4206	3895	3957	4925	6750	5998	6602	7124	4167	4635	8548	6587	6662	6435	2991	3261
113218503	102	75	65	89	67	59	70	95	50	60	144	136	113	125	41	42
79989	181	203	216	159	42	73	90	31	128	101	101	127	133	50	84	129
254048	1437	1358	1210	1564	2043	2318	2342	1310	2018	1671	1141	925	986	1233	1402	968
51631	2563	2147	2179	2458	2063	2358	2761	2661	2353	2863	2467	2225	2337	2463	1997	2085
154791	174	161	178	84	93	122	75	111	98	78	68	79	53	64	53	43
100189406	4	1	0	0	0	0	0	0	0	0	2	0	2	0	0	0
100996928	2469	2101	2142	2254	1934	2256	2505	2327	2241	2641	2353	2097	2191	2272	1829	1942
100129148	408	298	309	370	305	361	403	387	350	472	369	343	368	406	312	333
346689	53	78	48	20	4	1	3	7	3	4	1	2	4	1	2	5
154790	9	5	9	4	2	3	1	5	0	2	2	1	0	4	1	2
28996	1121	889	761	1766	5341	6983	8449	6411	6268	6915	6970	7327	6165	6622	5591	4466
105375530	3	0	0	0	5	8	8	1	3	5	2	0	0	1	2	4
6916	479	365	229	520	209	248	461	482	295	437	855	786	878	826	307	355
107986853	12	3	7	6	23	15	19	22	8	15	11	17	26	29	11	15
105375532	26	22	16	28	16	26	48	57	55	69	62	70	83	99	28	58
64761	1178	699	491	986	1848	1454	2474	6348	1762	2733	4222	2694	2787	6073	1875	2636
80853	224	61	66	382	627	613	723	629	747	593	563	500	469	495	455	445
100134229	39	18	9	23	14	24	29	13	27	24	19	48	19	5	15	18
107986854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105375534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
84255	224	162	105	303	130	164	90	134	161	121	119	122	121	149	94	116
401409	1	0	1	1	0	1	2	0	1	0	0	1	0	1	2	0
23608	4352	3134	3427	3887	2892	3790	3007	2359	2747	2871	2434	2413	2375	2363	1970	2122
27147	23	11	11	14	0	5	17	7	3	22	16	18	25	9	14	23
105375535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
107986718	3	0	1	4	1	0	3	3	0	1	3	0	1	0	0	3
90956	1228	1170	942	911	197	178	237	212	179	318	487	480	435	298	245	243
100134713	339	401	375	222	176	203	188	140	195	222	307	350	258	144	169	169
4708	1044	1362	1089	598	632	683	594	472	588	674	848	813	773	471	518	525
673	1668	1369	1405	2097	8921	9960	9310	6748	8895	7850	1894	1843	1861	4214	4765	4687
105375536	5	3	9	3	15	12	18	11	8	12	18	7	2	7	5	1
107986720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
51650	951	877	834	884	549	722	619	384	634	616	439	503	511	432	398	498
107986719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105375537	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100507421	2	1	1	7	2	3	3	4	3	5	6	1	1	1	5	2
105375538	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
55750	1037	850	837	1163	838	905	1441	1185	1293	1589	1228	1200	1230	1220	1215	1340
57189	208	189	162	327	131	145	223	177	172	225	185	178	224	164	161	160
285962	27	11	8	19	0	0	0	1	0	11	2	3	3	2	2	0
494551	3	1	0	2	0	0	1	0	0	0	2	0	0	1	0	2
6742	2039	2140	1929	1900	1122	1409	1240	864	1337	1286	1760	1736	1785	1123	969	1080
50831	3	2	0	6	0	0	0	0	0	1	1	0	0	1	0	0
50832	15	8	11	14	0	0	1	0	0	0	3	2	9	5	2	0
54429	10	13	8	6	0	0	2	6	1	0	5	8	8	7	5	1
136242	3	2	3	3	0	0	0	0	0	0	2	0	0	1	0	1
130075	0	0	0	0	1	0	1	0	0	2	1	0	4	0	0	1
23601	17	27	17	27	69	52	270	91	209	330	812	382	684	183	178	271
5726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
8972	18	2	9	12	22	19	120	22	40	79	137	103	118	27	73	89
93432	18	52	26	11	42	49	80	11	33	79	163	259	147	33	78	50
100289017	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0
136541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
207147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105375539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28596	0	0	0	0	5	1	3	10	0	1	1	0	0	2	1	5
28588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28595	14	9	15	2	3	7	9	9	5	1	7	8	6	3	1	5
28587	14	10	16	11	11	3	4	5	11	3	4	9	2	0	3	2
28612	1	1	2	0	0	0	0	0	0	2	1	1	0	0	0	2
28586	1	1	3	0	1	0	0	0	0	0	0	0	1	0	0	0
28585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107986855	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105379749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
113839523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28610	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28589	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
28574	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
28583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28580	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100463482	257	180	143	236	246	273	238	212	235	208	250	175	187	181	145	137
28562	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28555	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
28560	0	0	0	0	0	0	0	2	2	0	0	0	0	3	0	0
28559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5644	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
28558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
