Gene	GSM6290462	GSM6290463	GSM6290464	GSM6290466	GSM6290467	GSM6290468
OXA1L	146.0021817	115.2018648	124.4743816	57.07745676	54.27680007	62.24240614
SLC7A7	16.6960181	10.07529726	8.647744736	6.50911971	5.155875691	6.553184792
LARP1	422.620402	414.0947172	503.380873	216.8943357	219.7131592	178.0924338
CNOT8	100.6062168	95.37184789	115.150277	99.10870715	98.91435429	78.86950638
LRGUK	1.309874957	0.709850489	0.6280485	1.668166358	3.278464434	3.032454139
SETD9	3.714570772	2.999690774	3.671668156	2.878404696	2.886169544	3.546429417
MIER3	21.32945638	24.18071342	26.95777409	90.5062022	101.2120815	84.60033072
NUP205	159.9220469	170.7991869	155.6110938	87.85676152	77.81449344	93.87758449
ZKSCAN2	6.256119196	6.4115528	7.246713466	11.70987365	15.49564814	16.83269035
C9orf85	9.872938106	8.838783502	8.696056159	9.354815262	8.014024172	8.763278486
PIK3AP1	111.1438676	107.6453918	152.833187	778.3795063	783.5810208	728.3029686
RBM45	10.69405375	15.18164109	11.88461008	3.238205283	3.054295926	3.623525708
TTN	0.058651117	0.091593611	0	1.275656627	0.924695097	1.336335722
VSIG4	1.133921604	0.457968057	0.169089981	0.098127433	0.084063191	0.385481458
PDIA4	78.51429591	146.6413719	133.2429049	43.63399846	45.70235463	38.29115819
KDM8	5.747809511	4.831563003	5.386723676	1.210238338	1.457095304	1.593323361
PDZD9	0.15640298	0.32057764	0.241557116	0.359800587	0.140105318	0.256987639
OTOA	1.036169742	1.236513754	1.40103127	1.373784059	2.045537638	1.413432014
KCTD18	19.56992286	18.18133187	18.98638928	21.45719864	24.12613571	18.52880876
FAM126B	21.15350303	22.4862316	30.12217231	90.83329365	100.7357234	70.97998586
FLACC1	0.488759312	0.114492014	0.410647096	0.654182885	1.373032113	1.002251792
TMEM237	5.630507276	6.800825648	8.212941928	8.177286068	5.632233771	8.968868597
FZD7	5.337251689	4.0072205	3.744135291	65.41828855	55.73389538	47.67120701
DEPTOR	7.585544525	6.022279951	8.237097639	0.948565184	0.672505525	0.822360444
FMN2	0.07820149	0.091593611	0	0.556055453	0.364273826	0.488276514
RNF20	39.47220205	46.04868814	47.99739885	26.42898857	31.57973861	31.94356351
PPARGC1B	19.15936504	29.01227642	18.93807786	3.82696988	3.390548688	7.992315569
ELMO1	32.49271907	40.66756347	32.6102106	17.92461106	13.36604731	18.99138651
SLC26A2	33.15743174	36.8664286	42.0309381	13.63971316	14.79512155	19.89084325
LSM11	23.46044698	22.82970765	23.26195022	12.33134739	11.40457286	11.28175735
MED7	11.0850612	11.38050622	11.11162731	15.04620637	10.11560394	9.071663653
RRAGA	38.84659013	43.3008798	36.88577154	39.93786516	40.54647894	38.67663965
PXYLP1	1.642231289	1.557091394	2.222325463	0.490637164	0.644484461	0.46257775
ADCY8	0	0.022898403	0.120778558	0.785019463	0.924695097	1.619022125
RASA2	23.24539289	18.95987756	17.46457945	12.20051081	13.4501105	11.61584128
RMND1	23.47999736	22.11985716	23.93831015	7.752067193	7.957982045	8.609085903
SLA	23.63640034	21.06653063	17.36795661	36.01276784	38.38885705	47.51701443
TMBIM4	64.77038405	52.918209	65.05133121	51.84399367	45.25401761	47.69690578
VBP1	47.70290887	54.95616685	54.10879388	74.34788493	62.01061361	58.36189279
CLIC2	1.153471977	1.328107366	2.536349713	7.523103183	8.042045235	12.33540667
AFF2	15.99220469	17.49437978	27.63413402	13.77054974	13.08583667	11.15326353
GRIP1	5.063546474	4.625477377	7.295024889	3.59800587	3.922948895	4.677175028
VPS37A	33.39203621	27.45518502	32.92423485	72.71242772	62.26280318	76.17113617
PSD3	12.00392871	10.67065573	10.82175878	297.4242489	189.8707265	451.2445951
CARNMT1	12.649091	17.88365263	18.96223357	10.23796216	9.639245857	8.429194556
MCU	22.54157948	26.4247569	22.9962374	44.48443621	35.95102452	35.66988428
MIDEAS	70.43999207	51.81908566	52.65945118	153.4713049	134.8933999	139.4671916
CFAP70	2.834804011	1.92346584	1.038695597	7.228720884	9.639245857	12.41250296
GNA14	3.812322635	3.228674803	4.420495214	1.14482005	1.653242749	1.876009764
FAM161B	2.561098796	2.060856257	2.02907977	1.471911492	1.288968923	2.004503583
GNAQ	112.0822855	95.89851116	125.0782744	112.7157112	111.4677908	96.29326829
UGT2B4	0.371457077	0.389272849	0.289868539	0.45792802	1.204905732	0.102795056
MMP16	0.54741043	0.64115528	0.603892789	2.878404696	3.16638018	2.441382569
ADK	36.32459208	37.39309186	41.64444672	18.08815678	20.17516575	17.39806315
KCNMA1	1.779083896	0.274780834	0.652204212	0.68689203	0.084063191	0.154192583
BATF	11.18281306	15.84569478	14.92822974	31.1063962	22.94925104	28.01165264
DCK	63.77331505	62.76452223	71.52506191	21.48990779	17.56920684	17.96343596
ADAMTS3	0.46920894	0.686952086	0.241557116	1.864421224	1.513137431	1.773214708
DPY19L4	39.33534944	29.81372052	40.17094831	16.77979101	21.07183978	31.76367217
NDUFAF6	13.29425329	15.47932033	13.43057562	50.07769988	41.75138467	48.57066375
DRAM2	79.68731826	53.81124671	60.82408169	46.11989342	52.65157839	38.29115819
C8orf37	3.577718165	3.549252443	3.526733887	5.266172228	4.763580801	5.319644125
PPEF2	0.058651117	1.030428129	0.821294193	0.719601174	0.86865297	0.308385167
ADAMTSL3	6.666677018	4.236204528	5.700747926	6.868920297	6.108591851	7.504039056
ART3	0.918867507	0.549561669	0.724671347	0.523346308	1.036779351	0.693866625
WHAMM	19.62857398	16.18917082	17.48873516	100.1881089	82.52203212	83.80366904
N6AMT1	11.12416194	9.594430797	8.961768986	4.840953352	6.949223757	6.681678611
RWDD2B	17.28252928	19.64682965	19.88015061	6.803502009	10.39581457	6.578883556
USP16	59.02257454	57.17731193	62.08017869	132.9626715	122.2839213	124.4591135
CCT8	381.7210228	334.0876977	403.81103	259.1545501	284.3857738	220.9322732
MAP3K7CL	2.072339484	1.465497783	1.014539885	1.210238338	1.288968923	1.439130778
BACH1	27.82018005	26.65374092	29.61490236	163.8073945	164.8198957	196.2614598
TIAM1	0.527860057	0.938834517	0.652204212	0.261673154	0.616463398	0.770962917
SCAF4	66.41261534	68.78680218	73.31258456	209.1422685	210.9145452	189.4255886
RPGR	8.934520226	5.724600714	9.082547544	33.03623572	29.56222203	43.12252581
CDK20	20.43013925	31.00443747	27.19933121	5.495136238	7.28547652	4.959861431
PCGF6	14.07626819	14.97555547	13.33395278	17.56481047	16.56044855	18.32321865
ANKRD9	16.59826624	19.02857277	16.71575239	7.392266606	6.837139503	8.197905681
SFR1	8.093854209	7.716761762	7.246713466	19.33110427	13.19792093	15.05947564
SFXN2	20.87979782	25.78360162	28.16555967	5.658681959	5.239938882	5.833619403
ATP5MPL	49.0323342	54.26921477	49.59167582	50.17582731	56.57452728	47.69690578
FUT6	0.684263037	0.847240906	0.31402425	0.523346308	0.644484461	0.719565389
FGF18	0.097751862	0.068695209	0.024155712	1.242947482	0.896674033	0.899456736
SH3RF2	0.215054097	0.183187223	0.193245692	0.719601174	0.39229489	0.436878986
UQCRB	158.0061104	171.2113582	184.0182106	174.7322487	186.1999672	142.8080309
MTERF3	29.01275277	29.85951732	28.18971538	13.60700402	14.87918474	17.14107551
PTDSS1	189.1889546	244.3030601	250.3256388	129.1029924	119.7620256	114.1282104
PPP2R2B	1.524929054	0.343476043	0.289868539	0.065418289	0.056042127	0.411180222
RPL30	818.046236	783.4459553	815.4485106	713.6481097	847.7772773	667.1913081
FAM122C	10.40079816	8.128933014	9.855530313	13.27991257	12.74958391	12.07841903
SUPV3L1	22.7370832	30.88994545	24.34895724	47.65722321	53.15595753	38.70233842
FAM122B	76.95026611	81.47251736	89.54522272	45.92363856	37.26801451	38.18836314
EEF1A1	15252.4968	12798.00895	12831.90047	15626.66284	14637.36296	14321.79262
FBXO43	9.970689968	7.785456971	9.613973198	1.373784059	1.316989986	2.544177625
HK1	37.65401741	49.18576933	48.98778303	24.72811307	24.46238847	35.95257068
TYSND1	17.65398636	22.07406035	17.94769368	1.668166358	2.073558702	2.235792458
PHF6	58.45561374	48.47591885	61.95940013	116.542681	125.9266595	110.8901662
CD109	34.52595781	24.0891198	30.14632802	44.77881851	43.40462742	76.19683493
UBE2L6	23.03033879	16.60134207	15.0490083	30.84472305	18.60598619	36.13246203
ZDHHC5	138.299335	162.4641683	150.8524186	269.2943848	242.7744945	235.2721834
MED19	7.174986703	9.273853157	7.343336312	11.90612852	8.602466506	10.27950556
ZFAND3	63.24545499	54.01733234	60.72745884	400.6543082	361.2475511	378.7226834
NPTN	49.54064388	51.72749205	53.60152393	138.9484449	121.0229734	163.803921
SAMD8	12.88369547	8.632697877	10.94253733	49.91415416	45.16995442	44.92143928
RAB11FIP1	63.10860239	59.26106659	57.46643778	101.0385467	102.0246923	159.2295411
UTP14A	31.55430119	43.71305105	35.21902744	47.03574946	44.52546996	40.57834818
AIFM1	43.12812171	53.23878664	52.56282834	17.76106534	18.60598619	18.04053225
MAPK13	9.364628421	9.869211631	8.599433312	5.789518536	4.931707183	9.482843875
BAG4	23.75370257	26.17287446	30.67775367	36.73236902	31.49567542	27.24068972
TBC1D31	24.24246188	23.72274536	25.65336567	8.013740347	8.966740332	11.17896229
NTAQ1	9.931589223	10.35007809	12.85083855	7.621230616	4.51139123	3.700622
ATAD2	198.2603274	215.1304948	285.8345348	164.1017768	140.8618864	134.198945
FBXO32	3.46041593	1.877669034	2.17401404	6.051191691	9.19090884	8.609085903
NSMCE2	14.11536894	13.73904171	14.37264837	21.88241752	26.31177866	24.20823558
ZNF689	12.49268802	12.98339442	15.8944582	20.24696031	21.35205042	20.81599875
PRR14	45.06360858	46.89592905	39.95354691	152.2610666	109.6184006	99.86539647
FBRS	88.93464444	98.37153867	88.0234129	785.3792631	688.8137839	497.6308639
FRRS1	6.471173293	10.25848448	6.546197831	18.90588539	16.4483643	12.97787576
PHKG2	39.04209386	49.82692461	38.14186854	16.64895443	16.61649068	16.16452249
MFSD14A	72.57098267	62.81031903	75.02764008	137.7709157	145.9056778	137.2827967
SASS6	38.12322635	43.23218459	43.0696337	18.97130368	13.87042645	13.31195969
MALSU1	9.149574324	12.68571518	9.686440332	4.448443621	5.183896754	5.062656486
VPS8	19.27666727	16.25786603	22.68221315	32.15308882	33.54121305	34.12795844
GALK2	8.778117247	12.13615351	12.7542157	16.22373556	17.84941747	21.20148021
B3GNT7	57.9864048	80.55658125	67.68430377	18.8404671	14.87918474	13.41475475
MPV17L	6.334320686	8.312120237	4.106470964	0.68689203	2.521895718	2.544177625
BUB1B	81.52505327	78.19804575	97.25089471	10.69589018	7.033286948	21.48416661
PDE6D	14.66277936	16.37235804	14.13109126	18.70963052	21.85642956	16.24161878
EIF4A2	319.7854428	332.0726382	330.8124697	562.7608272	546.9431392	568.3281634
BRPF1	58.47516411	63.84074716	60.34096746	89.23054558	98.91435429	62.39659872
RPUSD3	34.36955483	39.79742416	39.01147416	8.11186778	8.658508633	7.761026694
TATDN2	65.41554634	83.4188816	67.80508233	86.12317687	90.1437614	82.44163456
GHRL	2.697951403	1.144920143	2.246481174	2.714858975	2.29772721	3.469333125
SEC13	55.19070153	73.20619393	70.07571921	68.65649383	66.63408909	60.31499885
EXOG	9.560132146	11.72398226	8.116319081	13.24720343	11.26446754	11.23035982
SHCBP1L	0.31280596	0	0.096622846	0.196254866	0.47635808	0.334083931
NMNAT2	1.153471977	0.870139309	2.101546905	0.261673154	0.336252762	0.051397528
ZFYVE9	9.755635871	10.83094455	9.758907467	11.48090964	18.40983874	10.20240926
SMG1	125.2201358	159.7163599	137.5184659	292.1907858	308.0915936	333.492859
FCHO2	35.67942979	25.6691096	29.20425527	71.24051623	75.37666092	67.27936386
RBPMS	2.150540974	0.114492014	0.6280485	0.948565184	1.401053177	0.770962917
TMEM171	0.762464527	1.511294588	1.062851308	0.850437751	0.420315953	1.182143139
SYN2	2.267843208	2.633316328	1.859989789	1.210238338	1.064800414	0.976553028
NRG1	3.577718165	1.579989797	1.497654116	4.023224746	2.157621892	8.018014333
ODR4	14.50637639	18.20423027	14.73498405	59.20355113	63.60781423	61.9854185
CPT2	58.98347379	59.51294902	69.88247352	24.40102163	25.61125207	28.75691679
NECAP2	59.45268273	57.15441353	55.02671092	289.6721817	279.4820877	230.7748997
LRP8	106.5299797	110.9198634	106.0677294	65.90892571	46.09464952	48.77625386
PAXIP1	30.65498406	39.56844013	43.40781366	29.37281156	24.26624102	31.42958824
STEAP2	0.899317134	0.618256877	0.362335673	0.719601174	0.784589779	1.439130778
SSBP3	37.71266853	43.23218459	43.21456797	94.56213609	87.28561292	66.04582319
CLDN12	14.52592676	14.81526665	19.4453478	17.63022876	20.48339745	11.7443351
MMP14	252.512611	124.5215147	139.934037	207.9320301	247.7342227	412.5936542
FZD1	14.09581856	16.14337401	14.6383612	20.80301576	21.26798723	22.92329739
GATAD1	52.62960273	44.21681591	46.49974474	62.63801128	56.0981692	60.64908278
SUSD3	22.69798246	20.63146097	22.70636886	1.341074915	1.485116367	1.670419653
CLEC18A	0.54741043	0.893037711	0.217401404	0.719601174	1.120842542	1.105046847
DHRS4	24.59436859	29.74502531	23.52766305	6.934338586	6.472865677	7.683930403
C1orf158	1.133921604	0.618256877	0.579737077	1.504620637	1.793348066	1.490528306
CLEC18C	0.215054097	0	0.096622846	0.294382298	0.504379144	0.436878986
ARMC12	0.54741043	0.206085626	0.676359923	0.327091443	0.364273826	0.950854264
DDX19B	33.37248583	35.01165797	36.20941162	58.09144023	56.93880111	40.4241556
ST3GAL2	21.54451048	21.18102264	19.71106063	33.62500031	23.17341955	87.99256756
FCSK	16.83287071	14.38019699	12.85083855	8.602504944	7.061308011	12.33540667
DHRS1	8.739016502	6.617638425	6.811910658	4.317607044	1.765327003	2.621273917
CACNA1D	1.974587621	1.76317702	1.352719847	2.616731542	2.129600829	1.541925833
KIT	1.759533524	1.396802574	2.753751117	0.065418289	0.308231699	0.128493819
AASDH	10.47899965	11.70108386	13.7929113	6.73808372	10.19966713	12.07841903
ZNF19	1.915936504	1.488396186	0.917917039	1.570038925	0.672505525	1.413432014
CACNA2D3	13.02054808	15.63960915	11.83629866	1.308365771	1.625221685	2.055901111
RNF111	30.02937214	40.59886826	38.04524569	124.7526763	102.0807345	98.91454221
CCNB2	56.46147574	57.63527999	80.60760945	28.39153723	25.16291506	23.92554918
FAM81A	3.108509225	3.320268414	2.17401404	0.981274328	0.028021064	0.051397528
MYO1E	10.32259667	11.70108386	19.8559949	56.16160072	49.51321927	50.80645621
APPL1	70.53774393	73.98473963	86.33251309	40.65746633	38.809173	31.78937093
TSC22D3	66.76452204	17.33409096	33.8663076	130.0515576	222.0108864	156.7624597
VPS26C	37.28256033	36.01918769	41.49951245	28.94759268	27.96502141	28.26864028
DYRK1A	72.62963379	57.7268736	77.05671985	195.1427547	210.9705874	183.3092828
KCNJ6	0.70381341	0.366374446	0.652204212	0.392509731	0.700526588	0.282686403
KCNJ15	1.544479426	1.144920143	3.647512444	3.859679024	3.054295926	4.959861431
ERG	0.175953352	0.389272849	0.531425654	0.523346308	0.168126381	0.873757972
ETS2	59.76548869	51.97937448	59.32642757	166.3914169	138.900412	206.7722543
TSPAN18	0.195503725	0.595358474	0.579737077	0.22896401	0.39229489	0.591071569
LCA5L	0.254154842	0.503764863	0.507269943	0.130836577	0.47635808	0.436878986
SLC35B2	64.69218256	57.63527999	62.44251436	80.56262234	74.59207114	79.10079525
TMEM164	71.45661144	75.86240866	88.4582157	41.90041381	40.65856319	46.84884657
MX1	62.79579643	24.29520543	25.74998851	531.0656664	306.2422034	658.4023308
CREB3L1	1.388076447	1.648685006	0.845449904	3.532587581	3.390548688	3.572128181
C2CD2	18.20139679	22.69231723	20.09755201	27.67193605	34.74611879	28.60272421
TAB3	18.27959828	19.66972805	19.56612636	34.2791832	29.5902431	25.28758367
SLC38A10	210.5575117	228.8237397	200.9513644	85.86150372	88.6866661	103.1291395
ZNF618	42.30700606	34.39340109	44.37404212	15.83122583	14.51491091	20.89309504
TMEM268	29.99027139	14.19700977	24.22817869	16.12560813	16.53242749	13.90303126
SNX22	0.742914154	1.259412157	0.652204212	1.799002935	1.905432321	1.362034486
UBN2	28.28938899	30.59226622	27.46504403	66.17059886	62.87926658	58.72167549
BRAF	28.9932024	26.74533454	32.51358775	312.5358735	297.6397369	242.5963311
SLC34A2	0.54741043	0.503764863	0.531425654	4.252188755	4.063054213	2.055901111
ACAN	0.254154842	0.091593611	0.217401404	0.850437751	0.420315953	0.565372806
PSMG3	26.02154578	30.5006726	23.74506446	23.09265586	19.33453384	15.95893238
CABP1	0.332356332	0.412171251	0.434802808	0.45792802	0.504379144	0.308385167
WDR19	9.833837361	7.556472942	9.710596044	11.61174622	12.02103626	16.72989529
SLC37A3	4.340182692	3.343166817	2.343104021	8.635214088	6.80911844	5.319644125
AP3S2	9.755635871	10.94543657	12.22279005	46.97033118	65.56928868	51.34613025
FMNL2	3.186710715	2.427230703	1.932456924	4.121352178	3.306485497	16.0103299
GAREM2	27.56602521	35.01165797	27.68244544	9.976289003	10.61998308	8.711880958
SPPL3	28.01568377	26.72243613	26.78868411	33.16707229	37.07186706	26.49542557
DPYSL5	0.273705215	0.16028882	0.072467135	0.621473741	0.504379144	0.539674042
RAB28	16.16815805	15.93728839	16.49835099	19.23297683	21.99653488	24.07974176
TNFRSF14	21.44675862	26.19577287	13.62382132	10.66318103	12.27322583	15.39355957
PANK4	6.76442888	6.640536828	4.541273772	11.4482005	13.67427901	12.36110543
C12orf43	13.50930739	15.43352352	15.99108105	22.17679982	20.76360808	20.61040864
PEX10	11.22191381	13.44136248	12.89914997	6.182028268	6.388802487	7.966616806
RER1	85.00501957	100.0202237	94.06234078	94.59484524	94.82327901	100.7134557
RADIL	2.248292836	3.915626888	4.806986599	0.621473741	0.86865297	0.822360444
SKI	103.4605712	106.3401829	88.82055138	93.74440749	112.1402963	90.48534765
WIPI2	77.08711871	68.74100537	72.08064327	79.02529256	92.32940436	58.69597672
LDLRAP1	26.02154578	28.8977844	29.13178813	6.803502009	6.444844614	4.779970083
AGAP1	7.605094897	9.983703645	11.93292151	5.854936825	4.147117404	4.6257775
KRTCAP3	1.251223839	0.709850489	0.603892789	0.588764597	0.140105318	0.411180222
PAFAH2	8.680365384	11.72398226	13.84122272	3.925097313	3.446590815	5.422439181
BABAM2	38.5142338	32.8821065	38.11771283	17.82648363	21.74434531	19.22267539
CFAP251	4.144678967	3.022589177	3.333488194	3.499878437	3.586696133	4.908463903
MRPL17	29.05185352	44.67478397	39.85692406	6.770792865	5.0718125	6.810172431
DUSP2	4.789841259	7.441980928	3.864913848	481.4786037	198.5852773	471.0326433
GRHL3	0.332356332	0.183187223	0.603892789	0.588764597	0.47635808	1.002251792
UBXN11	33.58753993	29.01227642	28.93854244	28.94759268	20.53943957	19.81374696
PTPDC1	9.990240341	8.586901071	8.913457563	5.298881372	5.352023136	6.758774903
NCK1	16.53961512	17.81495742	16.90899809	31.07368706	27.2084527	25.75016142
HPD	0.410557822	0.228984029	0.603892789	0.523346308	0.308231699	0.46257775
RHPN1	30.18577512	38.83569124	24.73544863	8.373540934	8.182150553	9.071663653
TPRG1L	26.00199541	27.02011537	25.94323421	13.80325888	16.11211153	13.05497206
LRRC43	1.309874957	0.549561669	1.352719847	0.588764597	0.560421271	1.079348083
PRXL2C	21.11440229	19.37204882	18.02016082	48.44224267	41.41513191	40.83533582
XDH	0.606061547	0.435069654	0.386491385	2.355058388	0.140105318	0.591071569
XKR8	6.84263037	8.632697877	8.019696235	3.630715014	1.933453384	6.887268722
CNNM4	13.19650143	12.93759761	15.09731972	19.59277742	20.73558702	26.23843793
EYA3	27.35097111	34.75977554	27.803224	131.1963777	111.4397697	155.2719314
DZIP1L	19.21801615	20.37957854	16.76406382	1.406493204	1.849390193	2.621273917
TMSB15A	1.955037249	2.72490994	3.019463944	1.471911492	0.784589779	0.539674042
FANCC	18.90521019	20.17349292	22.92377026	11.41549135	10.84415159	15.23936699
MRAS	15.7771506	21.98246674	18.04431653	97.21157678	105.4432621	139.5185892
WASF2	207.2925995	203.4523094	235.5906548	257.8461843	261.2123543	229.2072751
ABHD3	44.5552989	41.24002354	40.67821825	37.87718907	39.28553108	31.71227464
ESYT3	6.588475528	8.792986697	7.947229101	2.289640099	2.77408529	2.081599875
FAIM	6.060615471	6.365755994	8.09216337	2.812986407	3.138359116	1.953106056
TENT5B	0.762464527	0.457968057	0.821294193	0.032709144	0.112084254	0.051397528
CLSTN2	53.82217546	43.91913668	113.9908028	69.44151329	40.5745	33.56258564
COLEC12	3.010757363	1.190716949	3.043619656	6.083900835	6.33276036	3.597826944
RNF207	11.12416194	10.85384295	8.40618762	2.45318582	3.698780387	1.850311
CUL4B	47.44875403	38.99598006	55.96878367	32.64372598	29.33805352	31.94356351
GPR153	6.412522176	10.4187733	9.589817486	9.681906705	5.46410739	9.380048819
SLC13A3	0.430108195	0.297679237	0.289868539	0.981274328	1.569179558	1.284938194
GPRASP2	4.985344984	4.739969391	6.111395023	8.471668367	4.98774931	7.478340292
RHBDL2	0.586511175	0.457968057	0.531425654	0.719601174	0.672505525	0.591071569
AUTS2	0	0.045796806	0.072467135	0.327091443	1.485116367	0.642469097
SHROOM4	2.385145443	1.717380214	1.521809828	4.644698487	4.063054213	4.959861431
H2BC5	0.566960802	0.824342503	0.748827058	5.822227681	6.164633978	3.340839306
CDC25C	17.61488561	14.4488922	20.31495342	2.584022398	2.942211671	4.317392333
H4C8	0.273705215	0.389272849	0.386491385	2.485894965	1.653242749	1.130745611
MITD1	21.50540974	19.69262646	21.71598469	41.27894007	33.48517093	31.1726006
EIF5B	100.8603717	133.0397206	132.3008322	174.9612127	160.8128836	146.5343517
RIBC1	0.254154842	0.32057764	0.700515635	0.22896401	0.420315953	0.642469097
TMSB15B	2.365595071	3.04548758	2.898685386	2.355058388	2.521895718	3.109550431
CATIP	0.62561192	0.595358474	0.579737077	0.556055453	0.504379144	0.668167861
CNOT11	42.60026165	57.42919436	50.67868284	73.98808435	79.52377832	77.27618301
KCNB1	3.479966303	3.091284386	3.381799617	4.840953352	6.080570788	4.600078736
TSPAN33	6.197468078	8.197628222	5.435035099	8.046449491	10.08758287	6.527486028
AHCYL2	10.06844183	11.40340462	10.67682451	10.40150788	16.92472238	12.84938194
B4GALT5	51.12422405	81.7472982	62.9497843	583.8255161	538.5928623	581.1261478
CD1D	10.90910785	29.24126045	7.391647735	0.556055453	0.784589779	0.539674042
SPATA2	14.70188011	17.74626221	16.83653095	81.47847838	79.80398896	66.99667746
FAM86C1P	5.024445729	10.07529726	6.956844927	7.032466019	6.080570788	8.480592083
DNAH3	0.273705215	0.297679237	0.096622846	0.556055453	0.168126381	0.46257775
NCF1	18.94431094	9.983703645	8.164630505	41.24623093	56.43442196	60.16080626
TSR2	19.78497696	26.83692815	22.77883599	44.58256364	45.16995442	37.46879775
ZC3H18	71.63256479	90.15101204	79.01333249	131.8178514	137.8075905	123.0713803
ZFAND2B	25.33728274	24.27230703	21.93338609	26.06918799	22.10861913	20.40481853
GDPD5	19.02251243	27.06591218	20.2907977	11.74258279	9.807372238	11.101866
DYNC1I1	0.606061547	0.984631323	1.811678366	0.785019463	0.504379144	0.436878986
PFKFB1	0.430108195	0.297679237	0.483114231	0.359800587	0.084063191	0.411180222
TMED4	58.24055964	55.04776047	53.5290568	37.15758789	41.4991951	45.76949849
PPP1R15B	124.1253149	110.1642161	129.0398111	1124.703926	975.2170743	1000.607071
COPG2	26.45165397	30.79835184	36.49928015	8.766050665	8.154129489	11.84713015
EMSY	21.70091346	23.15028529	26.42634844	123.0845099	144.1123298	116.2098103
GPAT4	135.7382362	137.6422996	138.1465144	113.4680215	115.6709503	137.1286041
PKD1L1	0.058651117	0.251882431	0.096622846	0.327091443	0.364273826	0.256987639
ZSCAN12	7.116335585	6.777927245	8.575277601	13.24720343	12.86166816	16.90978664
TAGLN2	554.9764238	729.0851469	684.8868896	1072.598259	970.677662	1039.617794
ELK4	43.38227655	47.17070988	45.00209062	67.25000063	68.3994161	56.33169044
SLAMF8	0.899317134	1.236513754	0.6280485	6.476410566	4.147117404	16.60140147
SLC45A3	3.597268538	4.762867794	3.091931079	2.289640099	1.82136913	2.569876389
DUSP23	20.64519335	28.66880038	23.23779451	10.72859932	10.143625	8.737579722
RNF166	53.8612762	68.87839579	45.65429483	14.71911492	17.2889962	22.89759863
NBL1	15.69894911	14.24280658	13.23732993	45.10590995	30.31879075	34.48774114
F11R	86.7645531	59.92512027	58.93993619	36.37256843	43.37660636	50.34387846
USF1	192.7471223	150.0303355	163.9448143	76.50668845	71.22954351	97.4240139
SPATA2L	7.85924974	8.930377114	7.270869177	17.07417331	14.17865815	20.0707346
NIT1	48.44582302	39.08757367	44.27741927	29.01301097	21.88445062	25.41607749
DEDD	64.82903517	62.10046854	61.01732738	89.85201932	75.60082942	71.13417844
ZNF276	68.81731115	78.5644202	49.18102872	37.55009763	35.5026875	55.32943865
NPM2	3.675470027	3.068385983	1.908301213	2.158803522	2.409811464	2.492780097
EDA	0.273705215	0.251882431	0.217401404	0.425218876	0.364273826	0.411180222
FGF17	2.091889856	1.877669034	0.676359923	0.261673154	0.448337017	0.488276514
VWA5B1	0.527860057	0.32057764	0.120778558	0.294382298	0.504379144	0.642469097
CDA	2.873904756	3.091284386	3.140242502	1.537329781	1.737305939	0.796661681
PINK1	37.59536629	30.82125024	42.32080664	13.21449429	13.98251071	12.0270215
B4GALT3	162.287642	86.53306439	78.16788258	57.46996649	46.90726036	51.88580429
DMTN	3.030307735	2.106653063	1.787522655	0.425218876	0.812610843	0.9251555
ADAMTS4	60.54750359	10.89963976	6.522042119	2.289640099	3.054295926	3.572128181
FAM160B2	72.19952559	77.7400777	56.8867007	48.01702379	63.2435404	55.04675225
NDUFS2	311.24193	221.335962	244.3833338	78.40381882	87.4537393	95.18822144
FCER1G	334.6632762	149.7784531	103.7970925	199.6893258	223.4399606	222.6026928
TOMM40L	60.97761179	94.18113095	71.64584046	20.67217918	23.62175656	29.65637353
MPZ	9.110473579	4.64837578	9.082547544	3.892388168	2.185642956	3.572128181
WFDC8	0.410557822	0.412171251	0.120778558	0.196254866	0.504379144	0.256987639
CCAR2	176.8331191	226.8315787	214.6476529	148.3686784	149.6605004	158.1758917
WNT9B	0.860216389	0.732748891	0.483114231	1.242947482	1.373032113	1.105046847
CACHD1	0.840666017	1.305208963	0.966228462	18.70963052	15.32752176	9.739831514
CDC42SE2	93.13797453	92.64693795	95.7773963	117.9164651	114.9143816	106.8554603
RAPGEF6	31.49565008	34.82847074	40.79899681	150.3966454	114.1017707	129.0077947
EPB41	32.04306051	38.10294235	35.5572074	101.0385467	106.5080625	62.06251479
MIS18A	14.46727564	17.6546686	21.42611615	16.28915385	12.13312051	13.36335722
ALG8	40.13691472	57.61238159	49.47089726	54.32988864	56.12619027	46.30917253
FBXW5	130.2836823	150.4883036	138.9436528	170.3819325	133.9406837	153.0875365
CFAP298	30.49858108	42.04146764	36.20941162	13.05094856	13.31000518	12.15551532
SYNJ1	22.40472687	18.06683985	20.77391193	77.48796278	60.80570788	55.7920164
PAXBP1	65.39599597	61.04714201	56.98332355	123.2153465	120.7707838	117.5718448
IFNAR2	51.20242554	59.14657458	50.46128143	191.1522391	174.2910152	174.5203056
MRPL10	31.61295231	30.79835184	28.47958392	29.50364813	30.65504351	31.40388947
IFNGR2	4.203330085	8.128933014	4.806986599	97.30970421	121.1070366	93.4407055
GART	81.62280513	90.01362163	119.7881736	43.1433613	43.99306975	40.24426425
SON	451.0270933	470.8140611	492.0276886	1012.576979	1019.938692	1167.700434
DONSON	28.50444309	31.32501511	30.09801659	22.30763639	12.69354178	14.98237935
