"","Term","Ont","N","Up","Down","P.Up","P.Down"
"GO:0061324","canonical Wnt signaling pathway involved in positive regulation of cardiac outflow tract cell proliferation","BP",1,1,0,0.324428864982473,1
"GO:0061325","cell proliferation involved in outflow tract morphogenesis","BP",3,1,2,0.691698642913413,0.273267176022581
"GO:0061550","cranial ganglion development","BP",5,3,2,0.196832668660654,0.559563828096545
"GO:0072033","renal vesicle formation","BP",4,3,1,0.103328111390276,0.81458504719227
"GO:0072053","renal inner medulla development","BP",2,1,0,0.543616888722218,1
"GO:0072054","renal outer medulla development","BP",2,1,0,0.543616888722218,1
"GO:0072079","nephron tubule formation","BP",10,4,3,0.41642145619552,0.724783946145907
"GO:0072497","mesenchymal stem cell differentiation","BP",10,6,1,0.0677460332713338,0.98521064864914
"GO:0090279","regulation of calcium ion import","BP",21,6,8,0.723354562636237,0.439383490385957
"GO:0150098","glial cell-neuron signaling","BP",3,3,0,0.0341345716941778,1
"GO:1901963","regulation of cell proliferation involved in outflow tract morphogenesis","BP",1,1,0,0.324428864982473,1
"GO:1902730","positive regulation of proteoglycan biosynthetic process","BP",4,3,1,0.103328111390276,0.81458504719227
"GO:1904954","canonical Wnt signaling pathway involved in midbrain dopaminergic neuron differentiation","BP",2,2,0,0.105240841242728,1
"GO:1905332","positive regulation of morphogenesis of an epithelium","BP",28,12,10,0.164079066169195,0.511500089058707
"GO:1990963","establishment of blood-retinal barrier","BP",2,1,0,0.543616888722218,1
"GO:2000015","regulation of determination of dorsal identity","BP",3,3,0,0.0341345716941778,1
"GO:2000017","positive regulation of determination of dorsal identity","BP",2,2,0,0.105240841242728,1
"GO:2000136","regulation of cell proliferation involved in heart morphogenesis","BP",13,3,6,0.846051428118258,0.267706033445812
"GO:2000697","negative regulation of epithelial cell differentiation involved in kidney development","BP",3,2,1,0.247453380339828,0.717427953542304
"GO:0010700","negative regulation of norepinephrine secretion","BP",4,0,3,1,0.120577679452753
"GO:0014060","regulation of epinephrine secretion","BP",4,1,2,0.791738640788091,0.425956672592409
"GO:0032811","negative regulation of epinephrine secretion","BP",4,1,2,0.791738640788091,0.425956672592409
"GO:0035624","receptor transactivation","BP",5,0,3,1,0.225545939336206
"GO:0042596","fear response","BP",32,9,12,0.757727258048689,0.419001745991811
"GO:0045741","positive regulation of epidermal growth factor-activated receptor activity","BP",4,1,2,0.791738640788091,0.425956672592409
"GO:0045955","negative regulation of calcium ion-dependent exocytosis","BP",8,1,5,0.956647353694726,0.0989998493661784
"GO:0048241","epinephrine transport","BP",6,1,2,0.90497510768303,0.669163132325233
"GO:0048242","epinephrine secretion","BP",4,1,2,0.791738640788091,0.425956672592409
"GO:0050955","thermoception","BP",6,2,3,0.631050312932741,0.340365219639168
"GO:0061179","negative regulation of insulin secretion involved in cellular response to glucose stimulus","BP",8,5,2,0.0790764937178851,0.821543618024194
"GO:0070471","uterine smooth muscle contraction","BP",6,2,1,0.631050312932741,0.920175795894394
"GO:0070472","regulation of uterine smooth muscle contraction","BP",6,2,1,0.631050312932741,0.920175795894394
"GO:0070473","negative regulation of uterine smooth muscle contraction","BP",1,0,1,1,0.343768886739998
"GO:0071881","adenylate cyclase-inhibiting adrenergic receptor signaling pathway","BP",2,1,1,0.543616888722218,0.56937436103573
"GO:0071882","phospholipase C-activating adrenergic receptor signaling pathway","BP",1,0,1,1,0.343768886739998
"GO:0010868","negative regulation of triglyceride biosynthetic process","BP",3,1,2,0.691698642913413,0.273267176022581
"GO:0032792","negative regulation of CREB transcription factor activity","BP",4,1,1,0.791738640788091,0.81458504719227
"GO:0090209","negative regulation of triglyceride metabolic process","BP",10,5,2,0.195195178762958,0.907671861218324
"GO:0060215","primitive hemopoiesis","BP",7,6,0,0.00588313794940523,1
"GO:0060319","primitive erythrocyte differentiation","BP",4,4,0,0.011070058462145,1
"GO:0044210","'de novo' CTP biosynthetic process","BP",2,2,0,0.105240841242728,1
"GO:0010766","negative regulation of sodium ion transport","BP",12,4,3,0.581169108894307,0.83810661305854
"GO:1902306","negative regulation of sodium ion transmembrane transport","BP",9,4,2,0.327930945222495,0.871094278203841
"GO:2000009","negative regulation of protein localization to cell surface","BP",11,2,2,0.916025198806252,0.934338714394367
"GO:2001287","negative regulation of caveolin-mediated endocytosis","BP",2,0,0,1,1
"GO:0038020","insulin receptor recycling","BP",4,1,0,0.791738640788091,1
"GO:1901143","insulin catabolic process","BP",4,1,2,0.791738640788091,0.425956672592409
"GO:0031053","primary miRNA processing","BP",19,4,8,0.909070076827159,0.313351674999663
"GO:0070474","positive regulation of uterine smooth muscle contraction","BP",4,1,0,0.791738640788091,1
"GO:0034478","phosphatidylglycerol catabolic process","BP",2,1,0,0.543616888722218,1
"GO:0034638","phosphatidylcholine catabolic process","BP",12,6,4,0.160286735282871,0.6363642485289
"GO:0046338","phosphatidylethanolamine catabolic process","BP",4,1,2,0.791738640788091,0.425956672592409
"GO:0046340","diacylglycerol catabolic process","BP",4,1,2,0.791738640788091,0.425956672592409
"GO:0060046","regulation of acrosome reaction","BP",5,2,1,0.521409303041864,0.878340351966201
"GO:2000344","positive regulation of acrosome reaction","BP",4,2,0,0.39157864928938,1
"GO:0070946","neutrophil-mediated killing of gram-positive bacterium","BP",1,1,0,0.324428864982473,1
"GO:0098784","biofilm matrix organization","BP",1,1,0,0.324428864982473,1
"GO:0098786","biofilm matrix disassembly","BP",1,1,0,0.324428864982473,1
"GO:2000191","regulation of fatty acid transport","BP",24,9,8,0.369290063260785,0.618309827708189
"GO:2000193","positive regulation of fatty acid transport","BP",16,6,6,0.422544781955426,0.488819160016685
"GO:0010813","neuropeptide catabolic process","BP",3,1,2,0.691698642913413,0.273267176022581
"GO:0010815","bradykinin catabolic process","BP",5,3,2,0.196832668660654,0.559563828096545
"GO:0043129","surfactant homeostasis","BP",11,4,5,0.501829569108526,0.315470277907587
"GO:0060448","dichotomous subdivision of terminal units involved in lung branching","BP",2,1,1,0.543616888722218,0.56937436103573
"GO:0006863","purine nucleobase transport","BP",10,3,7,0.67966629405749,0.0234489204999649
"GO:0015851","nucleobase transport","BP",10,3,7,0.67966629405749,0.0234489204999649
"GO:0015882","L-ascorbic acid transmembrane transport","BP",2,1,1,0.543616888722218,0.56937436103573
"GO:0035344","hypoxanthine transport","BP",4,1,3,0.791738640788091,0.120577679452753
"GO:0034224","cellular response to zinc ion starvation","BP",7,1,5,0.935815109010569,0.0515294756726948
"GO:0120127","response to zinc ion starvation","BP",7,1,5,0.935815109010569,0.0515294756726948
"GO:0038183","bile acid signaling pathway","BP",7,4,1,0.159845866313446,0.947626828116443
"GO:0038184","cell surface bile acid receptor signaling pathway","BP",1,1,0,0.324428864982473,1
"GO:1903412","response to bile acid","BP",5,3,1,0.196832668660654,0.878340351966201
"GO:1903413","cellular response to bile acid","BP",3,2,0,0.247453380339828,1
"GO:2000810","regulation of bicellular tight junction assembly","BP",16,4,5,0.814928674389351,0.692723682382048
"GO:0019064","fusion of virus membrane with host plasma membrane","BP",4,0,2,1,0.425956672592409
"GO:0034230","enkephalin processing","BP",1,0,0,1,1
"GO:0039654","fusion of virus membrane with host endosome membrane","BP",1,0,0,1,1
"GO:0039663","membrane fusion involved in viral entry into host cell","BP",4,0,2,1,0.425956672592409
"GO:0021509","roof plate formation","BP",1,0,0,1,1
"GO:0021516","dorsal spinal cord development","BP",8,2,3,0.789989396221472,0.557247556175828
"GO:0021527","spinal cord association neuron differentiation","BP",3,0,1,1,0.717427953542304
"GO:0035990","tendon cell differentiation","BP",3,0,1,1,0.717427953542304
"GO:0035992","tendon formation","BP",3,0,1,1,0.717427953542304
"GO:0048853","forebrain morphogenesis","BP",9,2,4,0.844074125799351,0.375510053736619
"GO:2001049","regulation of tendon cell differentiation","BP",1,0,0,1,1
"GO:2001051","positive regulation of tendon cell differentiation","BP",1,0,0,1,1
"GO:1902946","protein localization to early endosome","BP",10,4,3,0.41642145619552,0.724783946145907
"GO:1902965","regulation of protein localization to early endosome","BP",8,4,2,0.240615238909006,0.821543618024194
"GO:1902966","positive regulation of protein localization to early endosome","BP",8,4,2,0.240615238909006,0.821543618024194
"GO:1905666","regulation of protein localization to endosome","BP",12,7,3,0.0578746306395233,0.83810661305854
"GO:1905668","positive regulation of protein localization to endosome","BP",11,6,3,0.109080682961197,0.78767102192613
"GO:2000644","regulation of receptor catabolic process","BP",10,2,2,0.885176083734816,0.907671861218324
"GO:2000646","positive regulation of receptor catabolic process","BP",6,2,1,0.631050312932741,0.920175795894394
"GO:0071962","mitotic sister chromatid cohesion, centromeric","BP",5,2,2,0.521409303041864,0.559563828096545
"GO:0002115","store-operated calcium entry","BP",16,6,5,0.422544781955426,0.692723682382048
"GO:2001256","regulation of store-operated calcium entry","BP",11,3,5,0.746355065913352,0.315470277907587
"GO:0034769","basement membrane disassembly","BP",2,2,0,0.105240841242728,1
"GO:0010755","regulation of plasminogen activation","BP",17,5,7,0.691809086072945,0.360298456178957
"GO:0010757","negative regulation of plasminogen activation","BP",7,2,2,0.719935099717795,0.755469602562103
"GO:0031639","plasminogen activation","BP",19,6,8,0.616995672822809,0.313351674999663
"GO:0007158","neuron cell-cell adhesion","BP",13,6,3,0.219600773873938,0.877819379106357
"GO:0002282","microglial cell activation involved in immune response","BP",5,2,1,0.521409303041864,0.878340351966201
"GO:0035425","autocrine signaling","BP",6,4,2,0.0915380540612001,0.669163132325233
"GO:0048874","host-mediated regulation of intestinal microbiota composition","BP",5,2,0,0.521409303041864,1
"GO:0060074","synapse maturation","BP",24,10,11,0.224133357342571,0.166185523345932
"GO:0061760","antifungal innate immune response","BP",12,4,1,0.581169108894307,0.993635360930352
"GO:0090634","microglial cell mediated cytotoxicity","BP",5,2,2,0.521409303041864,0.559563828096545
"GO:0150089","multiple spine synapse organization","BP",1,1,0,0.324428864982473,1
"GO:0150090","multiple spine synapse organization, single dendrite","BP",1,1,0,0.324428864982473,1
"GO:1903721","positive regulation of I-kappaB phosphorylation","BP",6,3,2,0.302127283260108,0.669163132325233
"GO:1904149","regulation of microglial cell mediated cytotoxicity","BP",5,2,2,0.521409303041864,0.559563828096545
"GO:1904150","negative regulation of microglial cell mediated cytotoxicity","BP",1,1,0,0.324428864982473,1
"GO:0071573","shelterin complex assembly","BP",2,1,1,0.543616888722218,0.56937436103573
"GO:1904790","regulation of shelterin complex assembly","BP",2,1,1,0.543616888722218,0.56937436103573
"GO:1904791","negative regulation of shelterin complex assembly","BP",1,0,1,1,0.343768886739998
"GO:0008354","germ cell migration","BP",5,1,3,0.859320975224648,0.225545939336206
"GO:0086016","AV node cell action potential","BP",6,1,1,0.90497510768303,0.920175795894394
"GO:0086027","AV node cell to bundle of His cell signaling","BP",6,1,1,0.90497510768303,0.920175795894394
"GO:0086042","cardiac muscle cell-cardiac muscle cell adhesion","BP",6,1,4,0.90497510768303,0.110726659033245
"GO:0086072","AV node cell-bundle of His cell adhesion involved in cell communication","BP",1,0,0,1,1
"GO:0098904","regulation of AV node cell action potential","BP",1,0,0,1,1
"GO:0070170","regulation of tooth mineralization","BP",5,1,1,0.859320975224648,0.878340351966201
"GO:0070172","positive regulation of tooth mineralization","BP",4,1,1,0.791738640788091,0.81458504719227
"GO:0070173","regulation of enamel mineralization","BP",2,1,1,0.543616888722218,0.56937436103573
"GO:0070175","positive regulation of enamel mineralization","BP",2,1,1,0.543616888722218,0.56937436103573
"GO:0090080","positive regulation of MAPKKK cascade by fibroblast growth factor receptor signaling pathway","BP",2,0,1,1,0.56937436103573
"GO:0002025","norepinephrine-epinephrine-mediated vasodilation involved in regulation of systemic arterial blood pressure","BP",2,0,1,1,0.56937436103573
"GO:0021814","cell motility involved in cerebral cortex radial glia guided migration","BP",7,1,3,0.935815109010569,0.453396956733059
"GO:0090128","regulation of synapse maturation","BP",15,6,6,0.353174897098241,0.415380027189056
"GO:0090129","positive regulation of synapse maturation","BP",8,3,4,0.509772210206764,0.280312624328446
"GO:1900006","positive regulation of dendrite development","BP",11,5,3,0.266957258597758,0.78767102192613
"GO:0006867","asparagine transport","BP",3,0,2,1,0.273267176022581
"GO:0015816","glycine transport","BP",11,4,2,0.501829569108526,0.934338714394367
"GO:0010825","positive regulation of centrosome duplication","BP",4,4,0,0.011070058462145,1
"GO:0022027","interkinetic nuclear migration","BP",4,2,1,0.39157864928938,0.81458504719227
"GO:0061511","centriole elongation","BP",8,2,2,0.789989396221472,0.821543618024194
"GO:1903722","regulation of centriole elongation","BP",7,2,1,0.719935099717795,0.947626828116443
"GO:1903724","positive regulation of centriole elongation","BP",5,2,1,0.521409303041864,0.878340351966201
"GO:0045054","constitutive secretory pathway","BP",7,2,2,0.719935099717795,0.755469602562103
"GO:0014805","smooth muscle adaptation","BP",4,1,2,0.791738640788091,0.425956672592409
"GO:0014895","smooth muscle hypertrophy","BP",1,0,1,1,0.343768886739998
"GO:0070257","positive regulation of mucus secretion","BP",4,1,2,0.791738640788091,0.425956672592409
"GO:0097411","hypoxia-inducible factor-1alpha signaling pathway","BP",6,1,4,0.90497510768303,0.110726659033245
"GO:1904844","response to L-glutamine","BP",3,0,3,1,0.040611530655107
"GO:1904845","cellular response to L-glutamine","BP",2,0,2,1,0.118163412444265
"GO:0002032","desensitization of G protein-coupled receptor signaling pathway by arrestin","BP",2,1,1,0.543616888722218,0.56937436103573
"GO:0007171","activation of transmembrane receptor protein tyrosine kinase activity","BP",5,3,2,0.196832668660654,0.559563828096545
"GO:0010739","positive regulation of protein kinase A signaling","BP",10,3,3,0.67966629405749,0.724783946145907
"GO:0061884","regulation of mini excitatory postsynaptic potential","BP",2,1,1,0.543616888722218,0.56937436103573
"GO:0061885","positive regulation of mini excitatory postsynaptic potential","BP",1,0,1,1,0.343768886739998
"GO:0098816","mini excitatory postsynaptic potential","BP",2,1,1,0.543616888722218,0.56937436103573
"GO:1990911","response to psychosocial stress","BP",2,0,2,1,0.118163412444265
"GO:2000481","positive regulation of cAMP-dependent protein kinase activity","BP",5,3,2,0.196832668660654,0.559563828096545
"GO:2000969","positive regulation of AMPA receptor activity","BP",4,2,1,0.39157864928938,0.81458504719227
"GO:0035655","interleukin-18-mediated signaling pathway","BP",8,2,4,0.789989396221472,0.280312624328446
"GO:0070673","response to interleukin-18","BP",10,2,6,0.885176083734816,0.0876942662613955
"GO:0071351","cellular response to interleukin-18","BP",8,2,4,0.789989396221472,0.280312624328446
"GO:1990108","protein linear deubiquitination","BP",3,0,0,1,1
"GO:2000492","regulation of interleukin-18-mediated signaling pathway","BP",3,0,2,1,0.273267176022581
"GO:2000493","negative regulation of interleukin-18-mediated signaling pathway","BP",1,0,0,1,1
"GO:0002933","lipid hydroxylation","BP",3,0,2,1,0.273267176022581
"GO:0008210","estrogen metabolic process","BP",24,5,8,0.929451754689931,0.618309827708189
"GO:0009404","toxin metabolic process","BP",9,0,3,1,0.648116307395431
"GO:0009635","response to herbicide","BP",3,1,0,0.691698642913413,1
"GO:0009692","ethylene metabolic process","BP",1,0,0,1,1
"GO:0009698","phenylpropanoid metabolic process","BP",2,0,0,1,1
"GO:0009804","coumarin metabolic process","BP",2,0,0,1,1
"GO:0009812","flavonoid metabolic process","BP",6,1,2,0.90497510768303,0.669163132325233
"GO:0010039","response to iron ion","BP",26,11,6,0.191683547020739,0.926610714837032
"GO:0010041","response to iron(III) ion","BP",4,1,2,0.791738640788091,0.425956672592409
"GO:0017085","response to insecticide","BP",4,1,1,0.791738640788091,0.81458504719227
"GO:0017143","insecticide metabolic process","BP",1,0,0,1,1
"GO:0018894","dibenzo-p-dioxin metabolic process","BP",3,0,1,1,0.717427953542304
"GO:0019341","dibenzo-p-dioxin catabolic process","BP",1,0,0,1,1
"GO:0019373","epoxygenase P450 pathway","BP",6,0,4,1,0.110726659033245
"GO:0033189","response to vitamin A","BP",11,2,2,0.916025198806252,0.934338714394367
"GO:0043449","cellular alkene metabolic process","BP",2,0,1,1,0.56937436103573
"GO:0060137","maternal process involved in parturition","BP",4,0,1,1,0.81458504719227
"GO:0071280","cellular response to copper ion","BP",18,7,7,0.360222598749826,0.428576957691458
"GO:0120252","hydrocarbon metabolic process","BP",4,0,2,1,0.425956672592409
"GO:1900673","olefin metabolic process","BP",2,0,1,1,0.56937436103573
"GO:0007288","sperm axoneme assembly","BP",24,7,8,0.705954317729018,0.618309827708189
"GO:1901317","regulation of flagellated sperm motility","BP",8,5,1,0.0790764937178851,0.965638715272479
"GO:0009403","toxin biosynthetic process","BP",1,0,1,1,0.343768886739998
"GO:0009820","alkaloid metabolic process","BP",3,0,2,1,0.273267176022581
"GO:0016098","monoterpenoid metabolic process","BP",3,0,2,1,0.273267176022581
"GO:0043385","mycotoxin metabolic process","BP",4,0,3,1,0.120577679452753
"GO:0046222","aflatoxin metabolic process","BP",4,0,3,1,0.120577679452753
"GO:1901376","organic heteropentacyclic compound metabolic process","BP",4,0,3,1,0.120577679452753
"GO:0002930","trabecular meshwork development","BP",1,0,0,1,1
"GO:0032354","response to follicle-stimulating hormone","BP",8,3,1,0.509772210206764,0.965638715272479
"GO:0033629","negative regulation of cell adhesion mediated by integrin","BP",10,4,2,0.41642145619552,0.907671861218324
"GO:0034698","response to gonadotropin","BP",19,6,3,0.616995672822809,0.980704840034461
"GO:0034699","response to luteinizing hormone","BP",4,1,0,0.791738640788091,1
"GO:0044849","estrous cycle","BP",13,5,4,0.420369061826354,0.70573072623248
"GO:0051414","response to cortisol","BP",5,1,0,0.859320975224648,1
"GO:0071371","cellular response to gonadotropin stimulus","BP",12,3,2,0.801417051586367,0.953585134661533
"GO:0071373","cellular response to luteinizing hormone stimulus","BP",2,0,0,1,1
"GO:0071387","cellular response to cortisol stimulus","BP",2,0,0,1,1
"GO:0071393","cellular response to progesterone stimulus","BP",6,0,5,1,0.0205349297790537
"GO:0071603","endothelial cell-cell adhesion","BP",3,1,1,0.691698642913413,0.717427953542304
"GO:0061431","cellular response to methionine","BP",1,0,1,1,0.343768886739998
"GO:1904640","response to methionine","BP",1,0,1,1,0.343768886739998
"GO:0033615","mitochondrial proton-transporting ATP synthase complex assembly","BP",8,3,3,0.509772210206764,0.557247556175828
"GO:0043461","proton-transporting ATP synthase complex assembly","BP",8,3,3,0.509772210206764,0.557247556175828
"GO:0003365","establishment of cell polarity involved in ameboidal cell migration","BP",3,0,1,1,0.717427953542304
"GO:0042074","cell migration involved in gastrulation","BP",7,3,1,0.408838345970105,0.947626828116443
"GO:0017187","peptidyl-glutamic acid carboxylation","BP",3,1,1,0.691698642913413,0.717427953542304
"GO:0018200","peptidyl-glutamic acid modification","BP",20,6,5,0.672952769403344,0.870214276575597
"GO:0018214","protein carboxylation","BP",3,1,1,0.691698642913413,0.717427953542304
"GO:0042373","vitamin K metabolic process","BP",7,1,2,0.935815109010569,0.755469602562103
"GO:0030007","intracellular potassium ion homeostasis","BP",12,5,5,0.343150489536964,0.398526735138139
"GO:0080144","intracellular amino acid homeostasis","BP",6,1,3,0.90497510768303,0.340365219639168
"GO:0090461","intracellular glutamate homeostasis","BP",4,1,1,0.791738640788091,0.81458504719227
"GO:0003108","negative regulation of the force of heart contraction by chemical signal","BP",1,1,0,0.324428864982473,1
"GO:0007217","tachykinin receptor signaling pathway","BP",4,2,0,0.39157864928938,1
"GO:0033605","positive regulation of catecholamine secretion","BP",7,3,0,0.408838345970105,1
"GO:0045988","negative regulation of striated muscle contraction","BP",8,2,3,0.789989396221472,0.557247556175828
"GO:1901077","regulation of relaxation of muscle","BP",7,3,2,0.408838345970105,0.755469602562103
"GO:1901078","negative regulation of relaxation of muscle","BP",4,2,2,0.39157864928938,0.425956672592409
"GO:1901080","regulation of relaxation of smooth muscle","BP",1,1,0,0.324428864982473,1
"GO:1901081","negative regulation of relaxation of smooth muscle","BP",1,1,0,0.324428864982473,1
"GO:0009822","alkaloid catabolic process","BP",2,0,1,1,0.56937436103573
"GO:0033076","isoquinoline alkaloid metabolic process","BP",1,0,0,1,1
"GO:0090345","cellular organohalogen metabolic process","BP",2,0,1,1,0.56937436103573
"GO:0090346","cellular organofluorine metabolic process","BP",2,0,1,1,0.56937436103573
"GO:0090347","regulation of cellular organohalogen metabolic process","BP",1,0,0,1,1
"GO:0090348","regulation of cellular organofluorine metabolic process","BP",1,0,0,1,1
"GO:0090349","negative regulation of cellular organohalogen metabolic process","BP",1,0,0,1,1
"GO:0090350","negative regulation of cellular organofluorine metabolic process","BP",1,0,0,1,1
"GO:0018885","carbon tetrachloride metabolic process","BP",1,0,1,1,0.343768886739998
"GO:0018910","benzene metabolic process","BP",1,0,1,1,0.343768886739998
"GO:0018960","4-nitrophenol metabolic process","BP",1,0,1,1,0.343768886739998
"GO:0042197","halogenated hydrocarbon metabolic process","BP",1,0,1,1,0.343768886739998
"GO:0043651","linoleic acid metabolic process","BP",13,4,7,0.652635796480064,0.119257309513649
"GO:0043584","nose development","BP",12,3,6,0.801417051586367,0.199191237784814
"GO:0045828","positive regulation of isoprenoid metabolic process","BP",1,0,0,1,1
"GO:0046136","positive regulation of vitamin metabolic process","BP",3,1,1,0.691698642913413,0.717427953542304
"GO:0048703","embryonic viscerocranium morphogenesis","BP",7,2,2,0.719935099717795,0.755469602562103
"GO:1900054","positive regulation of retinoic acid biosynthetic process","BP",1,0,0,1,1
"GO:0008594","photoreceptor cell morphogenesis","BP",5,1,0,0.859320975224648,1
"GO:0032458","slow endocytic recycling","BP",2,0,0,1,1
"GO:0099041","vesicle tethering to Golgi","BP",5,4,1,0.0409917398766913,0.878340351966201
"GO:0000727","double-strand break repair via break-induced replication","BP",12,7,2,0.0578746306395233,0.953585134661533
"GO:0045542","positive regulation of cholesterol biosynthetic process","BP",6,3,3,0.302127283260108,0.340365219639168
"GO:0106120","positive regulation of sterol biosynthetic process","BP",6,3,3,0.302127283260108,0.340365219639168
"GO:1902932","positive regulation of alcohol biosynthetic process","BP",19,9,7,0.127242176273992,0.495791705928339
"GO:0018095","protein polyglutamylation","BP",10,4,2,0.41642145619552,0.907671861218324
"GO:0002939","tRNA N1-guanine methylation","BP",3,1,1,0.691698642913413,0.717427953542304
"GO:0043416","regulation of skeletal muscle tissue regeneration","BP",5,0,5,1,0.0047954747705853
"GO:0006702","androgen biosynthetic process","BP",7,1,5,0.935815109010569,0.0515294756726948
"GO:0006704","glucocorticoid biosynthetic process","BP",9,4,3,0.327930945222495,0.648116307395431
"GO:0002677","negative regulation of chronic inflammatory response","BP",4,2,0,0.39157864928938,1
"GO:0006703","estrogen biosynthetic process","BP",9,2,3,0.844074125799351,0.648116307395431
"GO:0006710","androgen catabolic process","BP",5,2,1,0.521409303041864,0.878340351966201
"GO:0010760","negative regulation of macrophage chemotaxis","BP",6,3,2,0.302127283260108,0.669163132325233
"GO:0042447","hormone catabolic process","BP",8,3,3,0.509772210206764,0.557247556175828
"GO:0060736","prostate gland growth","BP",8,4,0,0.240615238909006,1
"GO:2000866","positive regulation of estradiol secretion","BP",2,2,0,0.105240841242728,1
"GO:0140450","protein targeting to Golgi apparatus","BP",1,0,0,1,1
"GO:0048621","post-embryonic digestive tract morphogenesis","BP",1,0,1,1,0.343768886739998
"GO:0010956","negative regulation of calcidiol 1-monooxygenase activity","BP",3,2,1,0.247453380339828,0.717427953542304
"GO:0010957","negative regulation of vitamin D biosynthetic process","BP",4,2,2,0.39157864928938,0.425956672592409
"GO:0010979","regulation of vitamin D 24-hydroxylase activity","BP",2,1,1,0.543616888722218,0.56937436103573
"GO:0010980","positive regulation of vitamin D 24-hydroxylase activity","BP",2,1,1,0.543616888722218,0.56937436103573
"GO:0032104","regulation of response to extracellular stimulus","BP",20,6,7,0.672952769403344,0.560260626380964
"GO:0032107","regulation of response to nutrient levels","BP",20,6,7,0.672952769403344,0.560260626380964
"GO:0032353","negative regulation of hormone biosynthetic process","BP",7,5,1,0.0403071948720159,0.947626828116443
"GO:0032769","negative regulation of monooxygenase activity","BP",7,4,3,0.159845866313446,0.453396956733059
"GO:0042363","fat-soluble vitamin catabolic process","BP",3,1,0,0.691698642913413,1
"GO:0042369","vitamin D catabolic process","BP",1,1,0,0.324428864982473,1
"GO:0060556","regulation of vitamin D biosynthetic process","BP",5,3,2,0.196832668660654,0.559563828096545
"GO:0060558","regulation of calcidiol 1-monooxygenase activity","BP",6,4,2,0.0915380540612001,0.669163132325233
"GO:0070561","vitamin D receptor signaling pathway","BP",10,4,3,0.41642145619552,0.724783946145907
"GO:0070562","regulation of vitamin D receptor signaling pathway","BP",9,4,3,0.327930945222495,0.648116307395431
"GO:0070564","positive regulation of vitamin D receptor signaling pathway","BP",6,4,2,0.0915380540612001,0.669163132325233
"GO:0071305","cellular response to vitamin D","BP",16,5,7,0.632664050095048,0.292981472476341
"GO:1900222","negative regulation of amyloid-beta clearance","BP",6,4,1,0.0915380540612001,0.920175795894394
"GO:0120229","protein localization to motile cilium","BP",4,1,2,0.791738640788091,0.425956672592409
"GO:0002182","cytoplasmic translational elongation","BP",4,4,0,0.011070058462145,1
"GO:0006419","alanyl-tRNA aminoacylation","BP",3,2,1,0.247453380339828,0.717427953542304
"GO:0021680","cerebellar Purkinje cell layer development","BP",20,11,8,0.0308250387411665,0.376063710802036
"GO:0140018","regulation of cytoplasmic translational fidelity","BP",1,1,0,0.324428864982473,1
"GO:1900247","regulation of cytoplasmic translational elongation","BP",2,2,0,0.105240841242728,1
"GO:0006895","Golgi to endosome transport","BP",17,6,5,0.490715963748094,0.748474649162072
"GO:0032346","positive regulation of aldosterone metabolic process","BP",3,2,0,0.247453380339828,1
"GO:0032349","positive regulation of aldosterone biosynthetic process","BP",3,2,0,0.247453380339828,1
"GO:0035026","leading edge cell differentiation","BP",1,1,0,0.324428864982473,1
"GO:0060766","negative regulation of androgen receptor signaling pathway","BP",13,5,3,0.420369061826354,0.877819379106357
"GO:0090031","positive regulation of steroid hormone biosynthetic process","BP",4,2,1,0.39157864928938,0.81458504719227
"GO:1903651","positive regulation of cytoplasmic transport","BP",14,6,3,0.284726300293148,0.90861428031841
"GO:2000095","regulation of Wnt signaling pathway, planar cell polarity pathway","BP",13,6,2,0.219600773873938,0.967360726580655
"GO:2000096","positive regulation of Wnt signaling pathway, planar cell polarity pathway","BP",7,2,2,0.719935099717795,0.755469602562103
"GO:2000370","positive regulation of clathrin-dependent endocytosis","BP",3,1,2,0.691698642913413,0.273267176022581
"GO:2000641","regulation of early endosome to late endosome transport","BP",19,8,6,0.25136233032073,0.68330980665353
"GO:2000643","positive regulation of early endosome to late endosome transport","BP",9,5,1,0.131470606017146,0.977456769906058
"GO:0090258","negative regulation of mitochondrial fission","BP",3,1,1,0.691698642913413,0.717427953542304
"GO:0060244","negative regulation of cell proliferation involved in contact inhibition","BP",4,1,1,0.791738640788091,0.81458504719227
"GO:0035739","CD4-positive, alpha-beta T cell proliferation","BP",17,8,6,0.151835765670642,0.558921362109992
"GO:2000561","regulation of CD4-positive, alpha-beta T cell proliferation","BP",17,8,6,0.151835765670642,0.558921362109992
"GO:2000563","positive regulation of CD4-positive, alpha-beta T cell proliferation","BP",8,4,4,0.240615238909006,0.280312624328446
"GO:0010172","embryonic body morphogenesis","BP",9,4,4,0.327930945222495,0.375510053736619
"GO:0016203","muscle attachment","BP",1,1,0,0.324428864982473,1
"GO:0016340","calcium-dependent cell-matrix adhesion","BP",2,1,1,0.543616888722218,0.56937436103573
"GO:0016476","regulation of embryonic cell shape","BP",3,1,0,0.691698642913413,1
"GO:0070831","basement membrane assembly","BP",6,2,4,0.631050312932741,0.110726659033245
"GO:0071679","commissural neuron axon guidance","BP",10,4,4,0.41642145619552,0.469225150310988
"GO:0110011","regulation of basement membrane organization","BP",10,5,5,0.195195178762958,0.234937408875065
"GO:1904259","regulation of basement membrane assembly involved in embryonic body morphogenesis","BP",5,2,3,0.521409303041864,0.225545939336206
